Product ID : 2076 # of JPs covered : 1 : 96 : General Counsel, 
OID,Confidence at Map Node,Error at Map Node
us_000513268,0.085171, 0.106355
us_000530177,0.085171, 0.108232
us_000514950,0.085171, 0.108640
us_000512812,0.085171, 0.109032
us_000540048,0.085171, 0.109183
us_000564781,0.085171, 0.109197
us_000482486,0.085171, 0.109263
us_000535537,0.085171, 0.109457
us_000520637,0.085171, 0.110322
us_000504957,0.085171, 0.111588
us_000487486,0.085171, 0.111682
us_000544141,0.085171, 0.112501
us_000480944,0.085171, 0.113637
us_000531637,0.085171, 0.114278
us_000469121,0.085171, 0.114315
us_000478539,0.085171, 0.116404
us_000468791,0.085171, 0.117159
us_000523361,0.085171, 0.117394
us_000521921,0.085171, 0.117464
us_000545144,0.085171, 0.118751
us_000481668,0.085171, 0.118931
us_000539317,0.085171, 0.119386
us_000487557,0.085171, 0.123241
us_000592002,0.085171, 0.123650
us_000536165,0.085171, 0.124629
us_000480994,0.085171, 0.125034
us_000490693,0.085171, 0.125075
us_000080851,0.085171, 0.126984
us_000590493,0.085171, 0.128285
us_000471916,0.085171, 0.128285
us_000554230,0.085171, 0.128285
us_000550832,0.085171, 0.128575
us_000564493,0.085171, 0.128792
us_000490652,0.085171, 0.129291
us_000520658,0.085171, 0.130305
us_000502026,0.085171, 0.130745
us_000514930,0.085171, 0.130920
us_000080854,0.085171, 0.132175
us_000503349,0.085171, 0.132450
us_000472615,0.085171, 0.133056
us_000255227,0.085171, 0.133063
us_000590539,0.085171, 0.133389
us_000460484,0.085171, 0.138188
us_000502287,0.085171, 0.138200
us_000459321,0.085171, 0.140586
us_000127975,0.085171, 0.141023
us_000530798,0.085171, 0.141214
us_000466379,0.085171, 0.141633
us_000539930,0.085171, 0.142528
us_000535443,0.085171, 0.146095
us_000530044,0.085171, 0.147960
us_000049778,0.085171, 0.150505
us_000472539,0.085171, 0.151716
us_000529399,0.085171, 0.151727
us_000464956,0.085171, 0.152117
us_000557122,0.085171, 0.154266
us_000540832,0.085171, 0.154365
us_000474033,0.085171, 0.158061
us_000479496,0.085171, 0.159526
us_000563943,0.085171, 0.161383
us_000378229,0.085171, 0.162070
us_000399912,0.085171, 0.165057
us_000203873,0.085171, 0.165545
us_000468217,0.085171, 0.166567
us_000520733,0.085171, 0.169959
us_000504264,0.085171, 0.170091
us_000497601,0.085171, 0.170323
us_000494090,0.085171, 0.170502
us_000567712,0.085171, 0.171984
us_000594871,0.085171, 0.173082
us_000492368,0.085171, 0.174166
us_000217124,0.085171, 0.176421
us_000554491,0.085171, 0.176584
us_000594812,0.085171, 0.181096
us_000518713,0.085171, 0.181620
us_000582518,0.085171, 0.182396
us_000521749,0.085171, 0.183712
us_000488976,0.085171, 0.189778
us_000461191,0.085171, 0.189784
us_000590076,0.085171, 0.190488
us_000570797,0.085171, 0.194562
us_000595566,0.085171, 0.197544
us_000539206,0.085171, 0.197544
us_000561492,0.085171, 0.197707
us_000531193,0.085171, 0.198697
us_000505015,0.085171, 0.198980
us_000513386,0.085171, 0.199218
us_000553878,0.085171, 0.199296
us_000494195,0.085171, 0.200176
us_000512658,0.085171, 0.201320
us_000545085,0.085171, 0.202173
us_000548609,0.085171, 0.203451
us_000459003,0.085171, 0.204452
us_000474695,0.085171, 0.208362
us_000468329,0.085171, 0.208531
us_000472386,0.085171, 0.209702
us_000567267,0.085171, 0.209937
us_000558538,0.085171, 0.212514
us_000529188,0.085171, 0.218299
us_000478169,0.085171, 0.222981
us_000553950,0.085171, 0.224442
us_000553959,0.085171, 0.225105
us_000474864,0.085171, 0.227134
us_000048051,0.085171, 0.227233
us_000544148,0.085171, 0.227474
us_000479369,0.085171, 0.229093
us_000567242,0.085171, 0.230356
us_000582062,0.085171, 0.233723
us_000540348,0.085171, 0.234534
us_000301647,0.085171, 0.237509
us_000539416,0.085171, 0.239365
us_000523181,0.085171, 0.239558
us_000487464,0.085171, 0.248061
us_000484500,0.085171, 0.256917
us_000146448,0.085171, 0.261003
us_000538314,0.085171, 0.262615
us_000564871,0.085171, 0.264304
us_000503471,0.085171, 0.266952
us_000394767,0.085171, 0.268084
us_000482222,0.085171, 0.268139
us_000514131,0.085171, 0.271629
us_000504082,0.085171, 0.271920
us_000482382,0.085171, 0.274791
us_000465703,0.085171, 0.275224
us_000480684,0.085171, 0.275337
us_000027417,0.085171, 0.276788
us_000473049,0.085171, 0.278618
us_000479297,0.085171, 0.279498
us_000543242,0.085171, 0.280613
us_000502592,0.085171, 0.280771
us_000590113,0.085171, 0.281950
us_000494881,0.085171, 0.284271
us_000554041,0.085171, 0.285768
us_000502256,0.085171, 0.289060
us_000555944,0.085171, 0.295127
us_000555384,0.085171, 0.296800
us_000540493,0.085171, 0.297285
us_000399300,0.085171, 0.297588
us_000470944,0.085171, 0.298052
us_000538464,0.085171, 0.305933
us_000465028,0.085171, 0.318200
us_000555133,0.085171, 0.322350
us_000530292,0.085171, 0.325681
us_000493908,0.085171, 0.325975
us_000463923,0.085171, 0.326744
us_000543333,0.085171, 0.326890
us_000494321,0.085171, 0.326957
us_000254928,0.085171, 0.330092
us_000480588,0.085171, 0.338967
us_000494267,0.085171, 0.340247
us_000232570,0.085171, 0.340757
us_000213023,0.085171, 0.341506
us_000552702,0.085171, 0.342793
us_000513977,0.085171, 0.344937
us_000027642,0.085171, 0.345205
us_000487047,0.085171, 0.346739
us_000017292,0.085171, 0.350494
us_000499270,0.085171, 0.354753
us_000591968,0.085171, 0.357354
us_000461143,0.085171, 0.360239
us_000102210,0.085171, 0.366284
us_000487095,0.085171, 0.369806
us_000555140,0.085171, 0.407481
us_000463009,0.085171, 0.411896
us_000460586,0.085171, 0.414351
us_000556317,0.085171, 0.419227
us_000472112,0.085171, 0.440944
us_000553907,0.085171, 0.443231
us_000514864,0.085171, 0.449448
us_000464070,0.085171, 0.451564
us_000491909,0.085171, 0.468289
us_000513936,0.085171, 0.474712
us_000482272,0.085171, 0.476721
us_000471529,0.085171, 0.479191
us_000468609,0.085171, 0.489591
us_000554945,0.085171, 0.513168
us_000477463,0.085171, 0.522649
us_000463947,0.085171, 0.535727
us_000297349,0.085171, 0.537477
us_000493888,0.085171, 0.538383
us_000538765,0.085171, 0.546156
us_000151590,0.085171, 0.558692
us_000008381,0.085171, 0.589571
us_000473956,0.085171, 0.590960
us_000549190,0.085171, 0.604786
us_000511291,0.085171, 0.608036
us_000151628,0.085171, 0.610541
us_000489113,0.085171, 0.646800
us_000476920,0.085171, 0.670567
us_000478059,0.085171, 0.671891
us_000184759,0.085171, 0.677955
us_000377790,0.085171, 0.695400
us_000593693,0.085171, 0.718886
us_000502652,0.085171, 0.751786
us_000486926,0.085171, 0.778604
us_000474226,0.085171, 0.826348
us_000503504,0.085171, 0.842446
us_000476927,0.085171, 0.893865
us_000503708,0.085171, 0.936826
us_000463756,0.085171, 0.954952
us_000488561,0.085171, 0.977642
us_000487040,0.085171, 1.090185
us_000473623,0.085171, 1.148767
us_000512214,0.085171, 1.671161
pr_000721400,0.057168, 0.000000
us_000476949,0.057168, 0.000000
us_000467104,0.057168, 0.000000
us_000475892,0.057168, 0.000000
us_000468715,0.057168, 0.000000
us_000471377,0.057168, 0.000000
pr_000661802,0.057168, 0.000002
pr_000379110,0.057168, 0.000008
pr_001011959,0.057168, 0.000474
us_000547841,0.057168, 0.001463
us_000582648,0.057168, 0.140226
us_000548971,0.057168, 0.173159
us_000494746,0.057168, 0.173432
us_000094327,0.057168, 0.180329
us_000531846,0.057168, 0.181795
us_000558943,0.057168, 0.191269
us_000112485,0.057168, 0.191366
us_000487049,0.057168, 0.195289
us_000513135,0.057168, 0.196703
us_000570618,0.057168, 0.199853
us_000482671,0.057168, 0.201378
us_000591433,0.057168, 0.217627
us_000504098,0.057168, 0.217816
us_000428862,0.057168, 0.255806
us_000495568,0.057168, 0.263187
us_000531210,0.057168, 0.279739
us_000538901,0.057168, 0.309076
us_000095333,0.057168, 0.377478
us_000473241,0.057168, 0.435054
us_000504667,0.057168, 0.561147
us_000541651,0.057168, 0.652204
us_000537633,0.057168, 0.663591
us_000548896,0.057168, 0.769410
us_000487610,0.057168, 1.271767
pr_001936920,0.031527, 0.000000
pr_001696327,0.031527, 0.000000
pr_000763488,0.031527, 0.000000
pr_000289432,0.031527, 0.000000
us_000505603,0.031527, 0.017906
us_000473684,0.031527, 0.022026
us_000524542,0.031527, 0.022229
us_000521126,0.031527, 0.065847
us_000473032,0.031527, 0.068088
us_000511106,0.031527, 0.070778
us_000463781,0.031527, 0.074496
us_000177349,0.031527, 0.078863
us_000474906,0.031527, 0.085698
us_000512186,0.031527, 0.127952
us_000557949,0.010910, 0.000000
us_000568250,0.010910, 0.000000
pr_001638070,0.010910, 0.000005
pr_000978070,0.010910, 0.000008
pr_001663146,0.010910, 0.000008
us_000552144,0.010910, 0.000017
us_000474830,0.010910, 0.000023
us_000552962,0.010910, 0.000091
us_000587794,0.010910, 0.000103
us_000569159,0.010910, 0.000121
us_000612683,0.010910, 0.000307
us_000599639,0.010910, 0.000446
pr_001151013,0.010910, 0.000564
us_000616334,0.010910, 0.000590
us_000604682,0.010910, 0.000631
us_000471780,0.010910, 0.000666
us_000482311,0.010910, 0.000895
us_000596442,0.010910, 0.001369
pr_000840697,0.010910, 0.001489
us_000513684,0.010910, 0.002087
us_000150652,0.010910, 0.002332
us_000472911,0.010910, 0.002448
us_000595413,0.010910, 0.002625
us_000492381,0.010910, 0.006371
us_000481187,0.010910, 0.023865
us_000507504,0.010910, 0.050733
us_000591371,0.010910, 0.077025
us_000503663,0.010910, 0.094804
us_000549927,0.010910, 0.339660
us_000564680,0.010910, 0.628574
us_000558737,0.010910, 0.635654
us_000546044,0.010910, 0.636565
us_000499473,0.010910, 0.641393
us_000598354,0.010910, 0.642125
us_000563918,0.010910, 0.642570
us_000565049,0.010910, 0.649249
us_000466472,0.010910, 0.653613
us_000570908,0.010910, 0.655337
us_000488572,0.010910, 0.656270
us_000576296,0.010910, 0.659906
us_000576281,0.010910, 0.660457
us_000615546,0.010910, 0.662532
us_000576169,0.010910, 0.665213
us_000598081,0.010910, 0.753769
us_000576502,0.010910, 0.775516
