Product ID : 903 # of JPs covered : 1 : 186 : Acct-Tax, 
pr_000555452,0.173006, 0.069522
pr_000721271,0.173006, 0.069522
pr_001009957,0.173006, 0.069522
pr_000525621,0.173006, 0.069522
pr_000722601,0.173006, 0.069522
pr_000746076,0.173006, 0.069522
pr_001008211,0.173006, 0.069522
pr_001030396,0.173006, 0.069522
pr_000522638,0.173006, 0.069522
pr_000521709,0.173006, 0.069522
pr_001034179,0.173006, 0.069522
pr_001060555,0.173006, 0.069522
pr_000920005,0.173006, 0.069522
pr_000712705,0.173006, 0.069522
pr_000911005,0.173006, 0.069522
pr_000370089,0.173006, 0.069522
pr_000645185,0.173006, 0.069522
pr_000722498,0.173006, 0.069522
pr_000719664,0.173006, 0.069522
pr_000626738,0.173006, 0.069522
pr_000645589,0.173006, 0.069522
pr_000922255,0.173006, 0.069522
pr_000748765,0.173006, 0.069522
pr_000645880,0.173006, 0.069522
pr_000612250,0.173006, 0.069522
pr_000719574,0.173006, 0.069522
pr_000697502,0.173006, 0.069522
pr_000634024,0.173006, 0.069522
pr_000715094,0.173006, 0.069522
pr_000848321,0.173006, 0.069522
pr_000721898,0.173006, 0.069522
pr_000849425,0.173006, 0.069522
pr_000611299,0.173006, 0.069522
pr_000362553,0.173006, 0.069522
pr_000521001,0.173006, 0.069522
pr_000876079,0.173006, 0.069522
pr_000373318,0.173006, 0.069522
pr_000891262,0.173006, 0.069522
pr_001041434,0.173006, 0.069522
pr_000982399,0.173006, 0.069522
pr_000366811,0.173006, 0.069522
pr_000515540,0.173006, 0.069522
pr_000994591,0.173006, 0.069522
pr_000824859,0.173006, 0.069522
pr_000517998,0.173006, 0.069522
pr_000522978,0.173006, 0.069522
pr_000914802,0.173006, 0.069522
pr_000394399,0.173006, 0.069522
pr_000630537,0.173006, 0.069522
pr_000632117,0.173006, 0.069522
pr_000747743,0.173006, 0.069522
pr_000850436,0.173006, 0.069522
pr_000545047,0.173006, 0.069522
pr_000521493,0.173006, 0.069522
pr_000562139,0.173006, 0.069522
pr_000627048,0.173006, 0.069522
pr_000996799,0.173006, 0.069522
pr_000522691,0.173006, 0.069522
pr_000823125,0.173006, 0.069522
pr_000395333,0.173006, 0.069527
pr_001072544,0.173006, 0.069531
pr_000722655,0.173006, 0.069588
pr_000912139,0.173006, 0.069655
pr_000290270,0.173006, 0.069769
pr_000721130,0.173006, 0.069784
pr_000626708,0.173006, 0.069886
pr_001009939,0.173006, 0.069886
pr_001033703,0.173006, 0.069886
pr_000633061,0.173006, 0.069947
pr_001001724,0.173006, 0.070046
pr_000888641,0.173006, 0.070226
pr_000905149,0.173006, 0.070233
pr_000368585,0.173006, 0.070285
pr_001035557,0.173006, 0.070291
pr_000910851,0.173006, 0.070291
pr_000375441,0.173006, 0.070291
pr_000314302,0.173006, 0.070292
pr_000363799,0.173006, 0.070298
pr_000865742,0.173006, 0.070298
pr_000363441,0.173006, 0.070298
pr_000740491,0.173006, 0.070298
pr_000845340,0.173006, 0.070298
pr_001594066,0.173006, 0.070298
pr_000627246,0.173006, 0.070298
pr_000990925,0.173006, 0.070335
pr_000370442,0.173006, 0.070335
pr_000363139,0.173006, 0.070343
pr_000982375,0.173006, 0.070343
pr_000514184,0.173006, 0.070386
pr_000393400,0.173006, 0.070386
pr_001089418,0.173006, 0.070392
pr_000887160,0.173006, 0.070392
pr_001077078,0.173006, 0.070392
pr_000394544,0.173006, 0.070392
pr_000641108,0.173006, 0.070392
pr_000384823,0.173006, 0.070392
pr_000909156,0.173006, 0.070392
pr_000370234,0.173006, 0.070392
pr_000910444,0.173006, 0.070392
pr_000731703,0.173006, 0.070392
pr_000626591,0.173006, 0.070392
pr_000647062,0.173006, 0.070392
pr_001043157,0.173006, 0.070392
pr_000362864,0.173006, 0.070393
pr_000626214,0.173006, 0.070393
pr_000567459,0.173006, 0.070393
pr_001034863,0.173006, 0.070393
pr_000625632,0.173006, 0.070393
pr_000373192,0.173006, 0.070393
pr_000363387,0.173006, 0.070395
pr_000363009,0.173006, 0.070396
pr_000842217,0.173006, 0.070400
pr_000657592,0.173006, 0.070400
pr_000393318,0.173006, 0.070400
pr_000655649,0.173006, 0.070400
pr_000566220,0.173006, 0.070400
pr_000697841,0.173006, 0.070400
pr_000550145,0.173006, 0.070400
pr_000567106,0.173006, 0.070400
pr_000558697,0.173006, 0.070400
pr_000395765,0.173006, 0.070400
pr_000887614,0.173006, 0.070400
pr_000862167,0.173006, 0.070400
pr_001025327,0.173006, 0.070400
pr_000639972,0.173006, 0.070400
pr_000555615,0.173006, 0.070400
pr_000629690,0.173006, 0.070400
pr_000989588,0.173006, 0.070400
pr_000713557,0.173006, 0.070400
pr_000626396,0.173006, 0.070400
pr_000637345,0.173006, 0.070400
pr_000372195,0.173006, 0.070400
pr_001025437,0.173006, 0.070400
pr_000897609,0.173006, 0.070400
pr_000626819,0.173006, 0.070400
pr_000638129,0.173006, 0.070400
pr_000518951,0.173006, 0.070400
pr_000729434,0.173006, 0.070400
pr_000622830,0.173006, 0.070400
pr_000546485,0.173006, 0.070400
pr_000995063,0.173006, 0.070400
pr_000995066,0.173006, 0.070400
pr_001044139,0.173006, 0.070400
pr_000362818,0.173006, 0.070400
pr_001005822,0.173006, 0.070400
pr_000373356,0.173006, 0.070400
pr_000567680,0.173006, 0.070400
pr_000515859,0.173006, 0.070400
pr_000915870,0.173006, 0.070400
pr_001082904,0.173006, 0.070400
pr_000516204,0.173006, 0.070400
pr_000944408,0.173006, 0.070400
pr_000979360,0.173006, 0.070400
pr_000982342,0.173006, 0.070400
pr_000433950,0.173006, 0.070402
pr_001046864,0.173006, 0.070402
pr_000368584,0.173006, 0.070419
pr_000645004,0.173006, 0.070419
pr_001034984,0.173006, 0.070419
pr_000567136,0.173006, 0.070445
pr_000569476,0.173006, 0.070445
pr_000877305,0.173006, 0.070466
pr_000822379,0.173006, 0.070662
pr_000397040,0.173006, 0.070742
pr_001043114,0.173006, 0.070764
pr_000641913,0.173006, 0.070801
pr_000633350,0.173006, 0.070809
pr_000911208,0.173006, 0.070844
pr_000723194,0.173006, 0.070853
pr_000510241,0.173006, 0.070896
pr_000640991,0.173006, 0.070898
pr_001001919,0.173006, 0.070901
pr_000511616,0.173006, 0.070911
pr_001043425,0.173006, 0.070918
pr_000718916,0.173006, 0.070918
pr_001033754,0.173006, 0.070918
pr_000552676,0.173006, 0.070918
pr_000825908,0.173006, 0.070918
pr_000722014,0.173006, 0.070918
pr_000561887,0.173006, 0.070918
pr_001010508,0.173006, 0.070918
pr_000851147,0.173006, 0.070918
pr_000569786,0.173006, 0.070918
pr_001041812,0.173006, 0.070918
pr_000374836,0.173006, 0.070918
pr_000723634,0.173006, 0.070918
pr_000370655,0.173006, 0.070918
pr_000874446,0.173006, 0.070918
pr_000644254,0.173006, 0.070918
pr_000849036,0.173006, 0.070918
pr_000848360,0.173006, 0.070918
pr_000880400,0.173006, 0.070918
pr_000632884,0.173006, 0.070918
pr_000911799,0.173006, 0.070918
pr_000720967,0.173006, 0.070918
pr_000370900,0.173006, 0.070918
pr_000363103,0.173006, 0.070918
pr_001000845,0.173006, 0.070921
pr_000435077,0.173006, 0.070947
pr_000396606,0.173006, 0.070950
pr_000392695,0.173006, 0.070950
pr_000514253,0.173006, 0.070952
pr_000553759,0.173006, 0.070952
pr_000432883,0.173006, 0.070952
pr_000512356,0.173006, 0.070952
pr_000372188,0.173006, 0.070952
pr_000552783,0.173006, 0.070952
pr_000368397,0.173006, 0.070952
pr_000525213,0.173006, 0.070952
pr_000435059,0.173006, 0.070952
pr_000371218,0.173006, 0.070952
pr_000509815,0.173006, 0.070952
pr_000432657,0.173006, 0.070952
pr_000543101,0.173006, 0.070952
pr_000542899,0.173006, 0.070952
pr_000520851,0.173006, 0.070952
pr_000867682,0.173006, 0.070955
pr_000951318,0.173006, 0.070955
pr_000884066,0.173006, 0.070955
pr_000862212,0.173006, 0.070955
pr_000844886,0.173006, 0.070955
pr_000962990,0.173006, 0.070955
pr_000907202,0.173006, 0.070955
pr_000720897,0.173006, 0.070955
pr_000906568,0.173006, 0.070955
pr_000625636,0.173006, 0.070955
pr_000860710,0.173006, 0.070955
pr_000846770,0.173006, 0.070955
pr_000990376,0.173006, 0.070955
pr_000919793,0.173006, 0.070955
pr_000708505,0.173006, 0.070955
pr_000721659,0.173006, 0.070955
pr_000721065,0.173006, 0.070955
pr_000929969,0.173006, 0.070955
pr_000824274,0.173006, 0.070955
pr_000397013,0.173006, 0.070956
pr_000732120,0.173006, 0.070958
pr_000873908,0.173006, 0.070958
pr_000835785,0.173006, 0.070958
pr_001034466,0.173006, 0.070963
pr_000376047,0.173006, 0.070963
pr_001033417,0.173006, 0.070963
pr_000653105,0.173006, 0.070963
pr_000914849,0.173006, 0.070963
pr_000636742,0.173006, 0.070963
pr_000372222,0.173006, 0.071013
pr_000557356,0.173006, 0.071013
pr_000525490,0.173006, 0.071013
pr_000555046,0.173006, 0.071013
pr_000382633,0.173006, 0.071013
pr_000394918,0.173006, 0.071013
pr_000517232,0.173006, 0.071015
pr_000524867,0.173006, 0.071015
pr_000523360,0.173006, 0.071015
pr_000393664,0.173006, 0.071015
pr_000626982,0.173006, 0.071017
pr_000520595,0.173006, 0.071019
pr_000991783,0.173006, 0.071019
pr_000640959,0.173006, 0.071019
pr_001005641,0.173006, 0.071019
pr_000951706,0.173006, 0.071019
pr_000994712,0.173006, 0.071019
pr_001082977,0.173006, 0.071019
pr_000567629,0.173006, 0.071019
pr_001010712,0.173006, 0.071019
pr_000982414,0.173006, 0.071019
pr_000654900,0.173006, 0.071019
pr_001010333,0.173006, 0.071019
pr_000556197,0.173006, 0.071019
pr_000364012,0.173006, 0.071019
pr_000648358,0.173006, 0.071019
pr_000651786,0.173006, 0.071019
pr_000719355,0.173006, 0.071019
pr_000984604,0.173006, 0.071019
pr_000911212,0.173006, 0.071019
pr_001025328,0.173006, 0.071019
pr_001010495,0.173006, 0.071019
pr_000523528,0.173006, 0.071019
pr_001076999,0.173006, 0.071019
pr_000520637,0.173006, 0.071019
pr_001119068,0.173006, 0.071019
pr_000524770,0.173006, 0.071019
pr_001159574,0.173006, 0.071019
pr_000862783,0.173006, 0.071019
pr_001007108,0.173006, 0.071019
pr_000559517,0.173006, 0.071019
pr_000743603,0.173006, 0.071019
pr_001045039,0.173006, 0.071019
pr_000618886,0.173006, 0.071019
pr_000566896,0.173006, 0.071019
pr_000719490,0.173006, 0.071019
pr_000858087,0.173006, 0.071019
pr_001043963,0.173006, 0.071019
pr_000696423,0.173006, 0.071019
pr_001047223,0.173006, 0.071019
pr_000561820,0.173006, 0.071019
pr_001067266,0.173006, 0.071019
pr_000558046,0.173006, 0.071019
pr_000601530,0.173006, 0.071019
pr_001064933,0.173006, 0.071019
pr_001001505,0.173006, 0.071019
pr_000919869,0.173006, 0.071019
pr_000510864,0.173006, 0.071019
pr_000522260,0.173006, 0.071019
pr_000720031,0.173006, 0.071019
pr_000555693,0.173006, 0.071019
pr_000612628,0.173006, 0.071019
pr_000852693,0.173006, 0.071019
pr_000697933,0.173006, 0.071019
pr_000723075,0.173006, 0.071019
pr_000951727,0.173006, 0.071019
pr_000748190,0.173006, 0.071019
pr_001025310,0.173006, 0.071019
pr_000912134,0.173006, 0.071019
pr_000716511,0.173006, 0.071019
pr_000690853,0.173006, 0.071019
pr_000442011,0.173006, 0.071019
pr_001006948,0.173006, 0.071019
pr_000720831,0.173006, 0.071019
pr_000638077,0.173006, 0.071019
pr_000716784,0.173006, 0.071019
pr_000543586,0.173006, 0.071019
pr_000366707,0.173006, 0.071019
pr_000746274,0.173006, 0.071019
pr_000631952,0.173006, 0.071019
pr_001077033,0.173006, 0.071019
pr_001093472,0.173006, 0.071019
pr_000517150,0.173006, 0.071019
pr_000621961,0.173006, 0.071019
pr_001034150,0.173006, 0.071019
pr_000716523,0.173006, 0.071019
pr_000712627,0.173006, 0.071019
pr_000525019,0.173006, 0.071019
pr_001089051,0.173006, 0.071019
pr_000713140,0.173006, 0.071019
pr_000544971,0.173006, 0.071019
pr_000694212,0.173006, 0.071019
pr_000389351,0.173006, 0.071019
pr_001034091,0.173006, 0.071019
pr_000624729,0.173006, 0.071019
pr_000747706,0.173006, 0.071019
pr_000862645,0.173006, 0.071019
pr_000902167,0.173006, 0.071019
pr_000669287,0.173006, 0.071019
pr_000368312,0.173006, 0.071019
pr_000551271,0.173006, 0.071019
pr_001592256,0.173006, 0.071019
pr_001605167,0.173006, 0.071019
pr_000608273,0.173006, 0.071019
pr_001589404,0.173006, 0.071019
pr_000720428,0.173006, 0.071019
pr_001006945,0.173006, 0.071019
pr_000820328,0.173006, 0.071019
pr_000396870,0.173006, 0.071019
pr_000626789,0.173006, 0.071019
pr_001012996,0.173006, 0.071019
pr_000288697,0.173006, 0.071019
pr_001090763,0.173006, 0.071019
pr_000626827,0.173006, 0.071019
pr_000513728,0.173006, 0.071019
pr_001043330,0.173006, 0.071019
pr_000716216,0.173006, 0.071019
pr_001006112,0.173006, 0.071019
pr_000553768,0.173006, 0.071019
pr_000523220,0.173006, 0.071019
pr_001041089,0.173006, 0.071019
pr_000712937,0.173006, 0.071019
pr_001038804,0.173006, 0.071019
pr_001041687,0.173006, 0.071019
pr_001008386,0.173006, 0.071019
pr_000723621,0.173006, 0.071019
pr_000746348,0.173006, 0.071019
pr_000980651,0.173006, 0.071019
pr_000652194,0.173006, 0.071019
pr_001007885,0.173006, 0.071019
pr_000654791,0.173006, 0.071019
pr_000865619,0.173006, 0.071019
pr_001008609,0.173006, 0.071019
pr_000629686,0.173006, 0.071019
pr_000368769,0.173006, 0.071019
pr_000864683,0.173006, 0.071019
pr_000559153,0.173006, 0.071019
pr_001015259,0.173006, 0.071019
pr_001033772,0.173006, 0.071019
pr_000993549,0.173006, 0.071019
pr_000557967,0.173006, 0.071019
pr_000560681,0.173006, 0.071019
pr_000393136,0.173006, 0.071019
pr_000714623,0.173006, 0.071019
pr_000820580,0.173006, 0.071019
pr_001014798,0.173006, 0.071019
pr_000290001,0.173006, 0.071019
pr_000991669,0.173006, 0.071019
pr_000651675,0.173006, 0.071019
pr_001395631,0.173006, 0.071019
pr_000849118,0.173006, 0.071019
pr_000433840,0.173006, 0.071019
pr_000372620,0.173006, 0.071019
pr_000745973,0.173006, 0.071019
pr_000715040,0.173006, 0.071019
pr_000717386,0.173006, 0.071019
pr_000821675,0.173006, 0.071019
pr_000615024,0.173006, 0.071019
pr_000658952,0.173006, 0.071019
pr_000823302,0.173006, 0.071019
pr_000655302,0.173006, 0.071019
pr_000720909,0.173006, 0.071019
pr_000523414,0.173006, 0.071019
pr_000512881,0.173006, 0.071019
pr_000555307,0.173006, 0.071019
pr_001036481,0.173006, 0.071019
pr_000513463,0.173006, 0.071019
pr_000629393,0.173006, 0.071019
pr_001001369,0.173006, 0.071019
pr_000514495,0.173006, 0.071019
pr_000573889,0.173006, 0.071019
pr_000851143,0.173006, 0.071019
pr_001041068,0.173006, 0.071019
pr_000551086,0.173006, 0.071019
pr_001004534,0.173006, 0.071019
pr_000724287,0.173006, 0.071019
pr_000375857,0.173006, 0.071019
pr_000697588,0.173006, 0.071019
pr_000994695,0.173006, 0.071019
pr_001004268,0.173006, 0.071019
pr_000841359,0.173006, 0.071019
pr_001013356,0.173006, 0.071019
pr_000711299,0.173006, 0.071019
pr_000363412,0.173006, 0.071019
pr_000875611,0.173006, 0.071019
pr_000544949,0.173006, 0.071019
pr_000522705,0.173006, 0.071019
pr_000845326,0.173006, 0.071019
pr_001112322,0.173006, 0.071019
pr_000558685,0.173006, 0.071019
pr_000369098,0.173006, 0.071019
pr_000979428,0.173006, 0.071019
pr_000882415,0.173006, 0.071019
pr_001024549,0.173006, 0.071019
pr_000647110,0.173006, 0.071019
pr_001002796,0.173006, 0.071019
pr_000435390,0.173006, 0.071019
pr_000986959,0.173006, 0.071019
pr_000384664,0.173006, 0.071019
pr_000514199,0.173006, 0.071019
pr_000383581,0.173006, 0.071019
pr_001044344,0.173006, 0.071019
pr_000526228,0.173006, 0.071019
pr_000655796,0.173006, 0.071019
pr_000932094,0.173006, 0.071019
pr_000715041,0.173006, 0.071019
pr_001011106,0.173006, 0.071019
pr_001039212,0.173006, 0.071019
pr_000557737,0.173006, 0.071019
pr_000842330,0.173006, 0.071019
pr_000559154,0.173006, 0.071019
pr_000394517,0.173006, 0.071019
pr_001010937,0.173006, 0.071019
pr_000717090,0.173006, 0.071019
pr_000748803,0.173006, 0.071019
pr_000519380,0.173006, 0.071019
pr_001004324,0.173006, 0.071019
pr_000748809,0.173006, 0.071019
pr_001041986,0.173006, 0.071019
pr_000558544,0.173006, 0.071019
pr_000544985,0.173006, 0.071019
pr_001014991,0.173006, 0.071019
pr_000392818,0.173006, 0.071019
pr_000397611,0.173006, 0.071019
pr_000690907,0.173006, 0.071019
pr_000848512,0.173006, 0.071019
pr_000722993,0.173006, 0.071019
pr_000895450,0.173006, 0.071019
pr_000966256,0.173006, 0.071019
pr_000663295,0.173006, 0.071019
pr_000385663,0.173006, 0.071019
pr_001001809,0.173006, 0.071019
pr_000719580,0.173006, 0.071019
pr_000551743,0.173006, 0.071019
pr_000837753,0.173006, 0.071019
pr_000523956,0.173006, 0.071019
pr_001071305,0.173006, 0.071019
pr_000669250,0.173006, 0.071019
pr_001008904,0.173006, 0.071019
pr_001033342,0.173006, 0.071019
pr_000526212,0.173006, 0.071019
pr_000719365,0.173006, 0.071019
pr_000665329,0.173006, 0.071019
pr_000660598,0.173006, 0.071019
pr_000515009,0.173006, 0.071019
pr_000522843,0.173006, 0.071019
pr_001010476,0.173006, 0.071019
pr_001001768,0.173006, 0.071019
pr_000703745,0.173006, 0.071019
pr_001069301,0.173006, 0.071019
pr_000863303,0.173006, 0.071019
pr_000628061,0.173006, 0.071019
pr_000363242,0.173006, 0.071019
pr_000555409,0.173006, 0.071019
pr_000845292,0.173006, 0.071019
pr_000366177,0.173006, 0.071019
pr_001001133,0.173006, 0.071019
pr_000723829,0.173006, 0.071019
pr_001042966,0.173006, 0.071019
pr_001002313,0.173006, 0.071019
pr_000721672,0.173006, 0.071019
pr_001582960,0.173006, 0.071019
pr_001107786,0.173006, 0.071019
pr_000629074,0.173006, 0.071019
pr_001001936,0.173006, 0.071019
pr_000556589,0.173006, 0.071019
pr_000554787,0.173006, 0.071019
pr_000524969,0.173006, 0.071019
pr_000557605,0.173006, 0.071019
pr_000543758,0.173006, 0.071019
pr_000655189,0.173006, 0.071019
pr_000716642,0.173006, 0.071019
pr_000721704,0.173006, 0.071019
pr_001081342,0.173006, 0.071019
pr_001041971,0.173006, 0.071019
pr_001009058,0.173006, 0.071019
pr_000863292,0.173006, 0.071019
pr_000629279,0.173006, 0.071019
pr_000724751,0.173006, 0.071019
pr_000748365,0.173006, 0.071019
pr_000655717,0.173006, 0.071019
pr_000994875,0.173006, 0.071019
pr_001041342,0.173006, 0.071019
pr_000867378,0.173006, 0.071019
pr_000879767,0.173006, 0.071019
pr_000628878,0.173006, 0.071019
pr_001042437,0.173006, 0.071019
pr_000543858,0.173006, 0.071019
pr_000699609,0.173006, 0.071019
pr_001008945,0.173006, 0.071019
pr_001010352,0.173006, 0.071019
pr_000715517,0.173006, 0.071019
pr_000392727,0.173006, 0.071019
pr_000634468,0.173006, 0.071019
pr_000559303,0.173006, 0.071019
pr_001590393,0.173006, 0.071019
pr_000884488,0.173006, 0.071019
pr_000884482,0.173006, 0.071019
pr_000720983,0.173006, 0.071019
pr_000393146,0.173006, 0.071019
pr_000568134,0.173006, 0.071019
pr_000525491,0.173006, 0.071019
pr_000900149,0.173006, 0.071019
pr_001002346,0.173006, 0.071019
pr_000519648,0.173006, 0.071019
pr_000559938,0.173006, 0.071019
pr_000662910,0.173006, 0.071019
pr_000518155,0.173006, 0.071019
pr_000552892,0.173006, 0.071019
pr_000911351,0.173006, 0.071019
pr_000821981,0.173006, 0.071019
pr_000720898,0.173006, 0.071019
pr_000714257,0.173006, 0.071019
pr_001087559,0.173006, 0.071019
pr_000558464,0.173006, 0.071019
pr_000748454,0.173006, 0.071019
pr_000431156,0.173006, 0.071019
pr_000748404,0.173006, 0.071019
pr_000383951,0.173006, 0.071019
pr_000704403,0.173006, 0.071019
pr_000719491,0.173006, 0.071019
pr_000395723,0.173006, 0.071019
pr_000884498,0.173006, 0.071019
pr_000708279,0.173006, 0.071019
pr_000721139,0.173006, 0.071019
pr_001592255,0.173006, 0.071019
pr_000720201,0.173006, 0.071019
pr_000722644,0.173006, 0.071019
pr_001821661,0.173006, 0.071019
pr_000715337,0.173006, 0.071019
pr_000525481,0.173006, 0.071019
pr_000367061,0.173006, 0.071019
pr_000520229,0.173006, 0.071019
pr_000712724,0.173006, 0.071019
pr_000652467,0.173006, 0.071019
pr_000562136,0.173006, 0.071019
pr_000565696,0.173006, 0.071019
pr_000517266,0.173006, 0.071019
pr_001059475,0.173006, 0.071019
pr_000522444,0.173006, 0.071019
pr_000834958,0.173006, 0.071019
pr_000712227,0.173006, 0.071019
pr_000526263,0.173006, 0.071019
pr_000559510,0.173006, 0.071019
pr_000720460,0.173006, 0.071019
pr_001003899,0.173006, 0.071019
pr_001043027,0.173006, 0.071019
pr_001114495,0.173006, 0.071019
pr_000917302,0.173006, 0.071019
pr_000724693,0.173006, 0.071019
pr_001008928,0.173006, 0.071019
pr_001004532,0.173006, 0.071019
pr_001034214,0.173006, 0.071019
pr_000849023,0.173006, 0.071019
pr_000994434,0.173006, 0.071019
pr_000746551,0.173006, 0.071019
pr_000626825,0.173006, 0.071019
pr_000698546,0.173006, 0.071019
pr_000665796,0.173006, 0.071019
pr_001003211,0.173006, 0.071019
pr_001008400,0.173006, 0.071019
pr_001067389,0.173006, 0.071019
pr_001017188,0.173006, 0.071019
pr_000546489,0.173006, 0.071019
pr_001001329,0.173006, 0.071019
pr_000522380,0.173006, 0.071019
pr_000662469,0.173006, 0.071019
pr_000394245,0.173006, 0.071019
pr_000434215,0.173006, 0.071019
pr_000963959,0.173006, 0.071019
pr_000821375,0.173006, 0.071019
pr_001082910,0.173006, 0.071019
pr_000724325,0.173006, 0.071019
pr_000848305,0.173006, 0.071019
pr_000882510,0.173006, 0.071019
pr_001034845,0.173006, 0.071019
pr_001015261,0.173006, 0.071019
pr_000543237,0.173006, 0.071019
pr_000741915,0.173006, 0.071019
pr_000543213,0.173006, 0.071019
pr_001030504,0.173006, 0.071019
pr_000362267,0.173006, 0.071019
pr_000522501,0.173006, 0.071019
pr_000979390,0.173006, 0.071019
pr_000993816,0.173006, 0.071019
pr_000846751,0.173006, 0.071019
pr_000517519,0.173006, 0.071019
pr_000988523,0.173006, 0.071019
pr_000713011,0.173006, 0.071019
pr_000881961,0.173006, 0.071019
pr_000892041,0.173006, 0.071019
pr_001589204,0.173006, 0.071019
pr_000515359,0.173006, 0.071019
pr_001048258,0.173006, 0.071019
pr_000723652,0.173006, 0.071019
pr_000604580,0.173006, 0.071019
pr_000617514,0.173006, 0.071019
pr_000431645,0.173006, 0.071019
pr_000521083,0.173006, 0.071019
pr_000992962,0.173006, 0.071019
pr_000525774,0.173006, 0.071019
pr_000968415,0.173006, 0.071019
pr_000696491,0.173006, 0.071019
pr_001001949,0.173006, 0.071019
pr_000614462,0.173006, 0.071019
pr_000713111,0.173006, 0.071019
pr_001018361,0.173006, 0.071019
pr_000696147,0.173006, 0.071019
pr_000821714,0.173006, 0.071019
pr_001077112,0.173006, 0.071019
pr_000376945,0.173006, 0.071019
pr_001043860,0.173006, 0.071019
pr_000543121,0.173006, 0.071019
pr_000632935,0.173006, 0.071019
pr_001017275,0.173006, 0.071019
pr_001088098,0.173006, 0.071019
pr_000950488,0.173006, 0.071019
pr_000665983,0.173006, 0.071019
pr_000717071,0.173006, 0.071019
pr_000716364,0.173006, 0.071019
pr_001025246,0.173006, 0.071019
pr_000714932,0.173006, 0.071019
pr_000394445,0.173006, 0.071019
pr_001034077,0.173006, 0.071019
pr_000723225,0.173006, 0.071019
pr_000626760,0.173006, 0.071019
pr_001710453,0.173006, 0.071019
pr_001034109,0.173006, 0.071019
pr_000543512,0.173006, 0.071019
pr_000525962,0.173006, 0.071019
pr_001001755,0.173006, 0.071019
pr_000512963,0.173006, 0.071019
pr_000557186,0.173006, 0.071019
pr_000632553,0.173006, 0.071019
pr_000745649,0.173006, 0.071019
pr_000366787,0.173006, 0.071019
pr_000992981,0.173006, 0.071019
pr_000656946,0.173006, 0.071019
pr_000514195,0.173006, 0.071019
pr_000882429,0.173006, 0.071019
pr_000610879,0.173006, 0.071019
pr_001059392,0.173006, 0.071019
pr_000558522,0.173006, 0.071019
pr_000709123,0.173006, 0.071019
pr_000388123,0.173006, 0.071019
pr_000525221,0.173006, 0.071019
pr_000566396,0.173006, 0.071019
pr_001004258,0.173006, 0.071019
pr_001004255,0.173006, 0.071019
pr_000303565,0.173006, 0.071019
pr_001003154,0.173006, 0.071019
pr_000397001,0.173006, 0.071019
pr_000932106,0.173006, 0.071019
pr_000363546,0.173006, 0.071019
pr_001005603,0.173006, 0.071019
pr_000543865,0.173006, 0.071019
pr_000384690,0.173006, 0.071019
pr_000890864,0.173006, 0.071019
pr_000516776,0.173006, 0.071019
pr_001001699,0.173006, 0.071019
pr_000560867,0.173006, 0.071019
pr_000654792,0.173006, 0.071019
pr_001043149,0.173006, 0.071019
pr_000720475,0.173006, 0.071019
pr_001062049,0.173006, 0.071019
pr_000848572,0.173006, 0.071019
pr_000877217,0.173006, 0.071019
pr_000630536,0.173006, 0.071019
pr_000653168,0.173006, 0.071019
pr_000926146,0.173006, 0.071019
pr_000821694,0.173006, 0.071019
pr_000702114,0.173006, 0.071019
pr_000519969,0.173006, 0.071019
pr_001013001,0.173006, 0.071019
pr_001042983,0.173006, 0.071019
pr_000518298,0.173006, 0.071019
pr_000982302,0.173006, 0.071019
pr_000968445,0.173006, 0.071019
pr_001036514,0.173006, 0.071019
pr_000695378,0.173006, 0.071019
pr_000289492,0.173006, 0.071019
pr_000524511,0.173006, 0.071019
pr_001043657,0.173006, 0.071019
pr_000517773,0.173006, 0.071019
pr_000695449,0.173006, 0.071019
pr_001008394,0.173006, 0.071019
pr_000556790,0.173006, 0.071019
pr_000966181,0.173006, 0.071019
pr_001033776,0.173006, 0.071019
pr_000862874,0.173006, 0.071019
pr_000697606,0.173006, 0.071019
pr_000926101,0.173006, 0.071019
pr_000993676,0.173006, 0.071019
pr_000560810,0.173006, 0.071019
pr_000695031,0.173006, 0.071019
pr_000721167,0.173006, 0.071019
pr_000525615,0.173006, 0.071019
pr_000543253,0.173006, 0.071019
pr_000559161,0.173006, 0.071019
pr_001067404,0.173006, 0.071019
pr_000524535,0.173006, 0.071019
pr_000551962,0.173006, 0.071019
pr_000543268,0.173006, 0.071019
pr_000717339,0.173006, 0.071019
pr_000653180,0.173006, 0.071019
pr_000822275,0.173006, 0.071019
pr_000852492,0.173006, 0.071019
pr_000911035,0.173006, 0.071019
pr_000712452,0.173006, 0.071019
pr_000857007,0.173006, 0.071019
pr_000695485,0.173006, 0.071019
pr_000391990,0.173006, 0.071019
pr_001034683,0.173006, 0.071019
pr_000696186,0.173006, 0.071019
pr_000713938,0.173006, 0.071019
pr_000513387,0.173006, 0.071019
pr_000561242,0.173006, 0.071019
pr_000521286,0.173006, 0.071019
pr_000518064,0.173006, 0.071019
pr_000559493,0.173006, 0.071019
pr_000862071,0.173006, 0.071019
pr_000396880,0.173006, 0.071019
pr_000721668,0.173006, 0.071019
pr_000543175,0.173006, 0.071019
pr_000972285,0.173006, 0.071019
pr_000879650,0.173006, 0.071019
pr_000514251,0.173006, 0.071019
pr_000993174,0.173006, 0.071019
pr_000888629,0.173006, 0.071019
pr_000629408,0.173006, 0.071019
