Product ID : 2110 JPs covered : 143 : Trademarks, 
us_000574779,0.277365, 0.738135
us_000532508,0.277365, 0.782244
us_000508904,0.277365, 0.805248
us_000520605,0.277365, 0.900147
us_000546387,0.277365, 0.933011
us_000582377,0.277365, 0.962521
us_000531836,0.277365, 0.977964
us_000582380,0.277365, 0.981606
us_000582368,0.277365, 0.981606
us_000521381,0.277365, 0.999264
us_000582344,0.277365, 1.032244
us_000532512,0.277365, 1.032244
pr_000005075,0.248767, 0.000000
pr_000422315,0.248767, 0.000000
pr_000934146,0.248767, 0.000000
pr_000918687,0.248767, 0.000000
pr_000839367,0.248767, 0.000000
pr_000608599,0.248767, 0.000000
pr_000930681,0.248767, 0.000000
pr_000578362,0.248767, 0.000000
pr_000228312,0.248767, 0.000000
pr_000605290,0.248767, 0.000000
us_000520106,0.248767, 0.000356
us_000520266,0.248767, 0.000356
us_000494648,0.248767, 0.045749
us_000518899,0.248767, 0.326431
us_000509615,0.248767, 0.365733
us_000532491,0.248767, 0.446336
us_000314574,0.248767, 0.492488
us_000566165,0.248767, 0.580924
us_000518695,0.248767, 0.585757
us_000530824,0.248767, 0.596769
pr_000997151,0.227583, 0.000000
pr_001875498,0.227583, 0.000000
pr_001667805,0.227583, 0.000000
pr_001667644,0.227583, 0.000000
pr_000668020,0.227583, 0.000000
pr_000622191,0.227583, 0.000009
us_000515916,0.227583, 0.000017
us_000514481,0.227583, 0.000042
us_000601638,0.227583, 0.000079
pr_000925308,0.227583, 0.000098
us_000534869,0.227583, 0.001248
us_000534893,0.227583, 0.003864
us_000539491,0.227583, 0.004967
us_000538776,0.227583, 0.005472
pr_001990457,0.180772, 0.000003
pr_002202244,0.180772, 0.000003
us_000546954,0.180772, 0.000008
us_000515259,0.180772, 0.000008
us_000536774,0.180772, 0.000008
us_000514398,0.180772, 0.000138
us_000598493,0.180772, 0.008535
us_000575991,0.180772, 0.263690
us_000527469,0.180772, 0.300105
us_000490313,0.180772, 0.320550
us_000506639,0.180772, 0.321694
us_000468141,0.180772, 0.325246
us_000506990,0.180772, 0.341485
us_000576150,0.180772, 0.354996
us_000576153,0.180772, 0.364094
us_000576175,0.180772, 0.364827
us_000468381,0.180772, 0.366130
us_000469085,0.180772, 0.373118
us_000550084,0.180772, 0.378926
us_000576049,0.180772, 0.383390
us_000470561,0.180772, 0.399952
us_000550300,0.180772, 0.416335
us_000470058,0.180772, 0.445207
us_000563259,0.180772, 0.466552
us_000467883,0.180772, 0.486972
us_000563126,0.180772, 0.530198
us_000467940,0.180772, 0.549455
us_000612600,0.111155, 0.000000
pr_000311655,0.111155, 0.000018
pr_000822914,0.111155, 0.000031
pr_001116330,0.111155, 0.000031
pr_000377916,0.111155, 0.000064
pr_000010570,0.111155, 0.000125
pr_000562785,0.111155, 0.000130
pr_001669090,0.111155, 0.000183
pr_000399439,0.111155, 0.001068
pr_000668631,0.111155, 0.001672
pr_000751870,0.111155, 0.002032
us_000525912,0.111155, 0.017053
us_000481366,0.111155, 0.751359
us_000499586,0.111155, 0.992847
pr_001004440,0.090561, 0.000093
us_000013780,0.090561, 0.171193
us_000591391,0.090561, 0.246574
us_000518770,0.090561, 0.260856
us_000561699,0.090561, 0.260998
us_000571322,0.090561, 0.276568
us_000527470,0.090561, 0.337306
us_000500558,0.090561, 0.351296
pr_001068442,0.071215, 0.000006
us_000469457,0.071215, 0.001366
pr_000929818,0.038921, 0.000000
pr_001070935,0.038921, 0.000000
pr_000112834,0.038921, 0.000000
us_000597161,0.038921, 0.000872
us_000464585,0.038921, 0.211945
us_000482235,0.038921, 0.218359
us_000459283,0.038921, 0.266767
us_000527172,0.038921, 0.268446
us_000502854,0.038921, 0.299433
us_000544415,0.038921, 0.301930
us_000492035,0.038921, 0.306368
us_000582611,0.038921, 0.311280
us_000600661,0.038921, 0.315981
us_000529980,0.038921, 0.332055
us_000473615,0.038921, 0.351194
us_000531661,0.038921, 0.353952
us_000523830,0.038921, 0.354579
us_000500095,0.038921, 0.355669
us_000567769,0.038921, 0.359339
us_000544085,0.038921, 0.361119
us_000535607,0.038921, 0.367257
us_000493574,0.038921, 0.378692
us_000524060,0.038921, 0.390944
us_000534559,0.038921, 0.390947
us_000516714,0.038921, 0.405496
us_000518657,0.038921, 0.405855
us_000518686,0.038921, 0.405855
us_000518733,0.038921, 0.405929
us_000520192,0.038921, 0.411493
us_000518152,0.038921, 0.414519
