Product ID : 7834 # of JPs covered : 1 : 433 : Personal Injury-Trial-Strategies, 
OID,Confidence at Map Node,Error at Map Node
pr_000334660,0.188881,0.005357
us_000606956,0.188881,0.005386
pr_000336428,0.188881,0.005389
pr_000992065,0.188881,0.005413
pr_001133359,0.188881,0.005518
pr_001583385,0.188881,0.005518
pr_000848132,0.188881,0.005518
pr_000940589,0.188881,0.005518
pr_000897534,0.188881,0.005518
pr_000882587,0.188881,0.005518
us_000164509,0.188881,0.005523
pr_000228884,0.188881,0.006040
pr_000347768,0.188881,0.006221
pr_000742866,0.188881,0.006221
us_000513450,0.188881,0.006229
us_000522060,0.188881,0.006252
pr_001105498,0.188881,0.006275
us_000621581,0.188881,0.006319
pr_001396179,0.188881,0.006798
pr_000171551,0.188881,0.007130
us_000501762,0.188881,0.007134
pr_000757052,0.188881,0.007711
pr_001738532,0.188881,0.008016
pr_001636990,0.188881,0.008178
us_000592456,0.188881,0.008367
pr_000164989,0.188881,0.008744
us_000618325,0.188881,0.009032
pr_001647445,0.188881,0.009084
us_000574658,0.188881,0.009224
pr_000899766,0.188881,0.009841
pr_000931686,0.188881,0.009866
pr_002056434,0.188881,0.009866
us_000527310,0.188881,0.010342
us_000479461,0.188881,0.010889
us_000203873,0.188881,0.011721
pr_000928023,0.188881,0.012043
pr_000874606,0.188881,0.012369
pr_000212612,0.188881,0.012516
pr_000891782,0.188881,0.013440
pr_002139046,0.188881,0.019063
us_000516321,0.188881,0.019620
pr_000907258,0.188881,0.023143
pr_001039539,0.188881,0.023594
us_000482624,0.188881,0.025817
pr_000798397,0.188881,0.025840
pr_001134629,0.188881,0.033670
us_000499035,0.188881,0.034100
us_000501471,0.188881,0.034734
us_000504308,0.188881,0.038529
us_000498024,0.188881,0.047540
us_000281516,0.188881,0.048788
pr_001094425,0.188881,0.050768
us_000027597,0.188881,0.055436
pr_000958356,0.188881,0.065879
us_000560014,0.188881,0.074299
us_000496588,0.188881,0.076520
pr_001015599,0.188881,0.087847
pr_002080709,0.188881,0.102138
us_000617620,0.188881,0.137614
pr_000994364,0.188881,0.157651
us_000479925,0.188881,0.175400
us_000507733,0.188881,0.671785
us_000547512,0.169533,0.000000
us_000567744,0.169533,0.000000
us_000595080,0.169533,0.000000
pr_001037856,0.169533,0.000064
pr_001840833,0.169533,0.000250
pr_000585714,0.169533,0.000251
us_000616037,0.169533,0.000757
us_000573836,0.169533,0.000891
pr_000005568,0.169533,0.004036
pr_001599617,0.169533,0.006202
us_000533744,0.169533,0.006248
pr_001099128,0.169533,0.014190
us_000462904,0.169533,0.088908
us_000603205,0.169533,1.369855
us_000480700,0.169533,1.748945
us_000460303,0.169533,2.565759
pr_001086183,0.169533,3.051462
us_000464810,0.151346,0.000000
pr_000596473,0.151346,0.000002
pr_000858516,0.151346,0.000002
pr_000927608,0.151346,0.000002
pr_000942336,0.151346,0.000002
pr_000183609,0.151346,0.000002
pr_000738508,0.151346,0.000002
pr_000997647,0.151346,0.000002
pr_000782585,0.151346,0.000002
pr_000998977,0.151346,0.000002
pr_000825714,0.151346,0.000002
pr_000968752,0.151346,0.000002
pr_000776169,0.151346,0.000002
us_000609519,0.151346,0.000006
us_000525357,0.151346,0.000069
pr_000628306,0.151346,0.000073
us_000540739,0.151346,0.000283
us_000482432,0.151346,0.000528
pr_000733873,0.151346,0.001341
pr_002059419,0.151346,0.001341
us_000597133,0.151346,0.001485
us_000532507,0.151346,0.001959
pr_001157593,0.151346,0.002003
pr_001847817,0.151346,0.002003
pr_001119544,0.151346,0.002003
us_000499336,0.151346,0.002854
us_000570480,0.151346,0.003549
pr_000436630,0.151346,0.012808
us_000536444,0.151346,0.028031
us_000597160,0.151346,0.030483
pr_000257339,0.151346,1.583470
pr_001639370,0.151346,2.076048
us_000530428,0.151346,2.490502
pr_001070822,0.151346,2.854508
pr_000220459,0.151346,2.913429
us_000498420,0.151346,2.979392
