Product ID : 2105 # of JPs covered : 1 : 256 : Tax Law-Real Property, 
us_000541429,0.052294, 0.000000
us_000549834,0.052294, 0.000000
us_000514556,0.052294, 0.000000
us_000520741,0.052294, 0.000000
us_000588618,0.052294, 0.000000
us_000522901,0.052294, 0.000000
us_000539269,0.052294, 0.000000
us_000545861,0.052294, 0.000000
us_000615578,0.052294, 0.000000
us_000594140,0.052294, 0.000000
us_000550162,0.052294, 0.000000
us_000513837,0.052294, 0.000000
us_000521211,0.052294, 0.000002
us_000481165,0.052294, 0.000005
us_000481159,0.052294, 0.000005
pr_001884626,0.052294, 0.000011
us_000467060,0.052294, 0.000018
us_000471494,0.052294, 0.000023
us_000529733,0.052294, 0.000035
us_000502759,0.052294, 0.000054
us_000470674,0.052294, 0.000061
us_000503531,0.052294, 0.000123
us_000558925,0.052294, 0.000126
us_000510846,0.052294, 0.000346
us_000474812,0.052294, 0.000646
us_000610789,0.052294, 0.001803
us_000581575,0.052294, 0.002694
us_000517003,0.052294, 0.003322
us_000232036,0.052294, 0.003831
us_000539084,0.052294, 0.007436
us_000500970,0.052294, 0.014861
us_000550705,0.052294, 0.538625
us_000514680,0.052294, 0.543787
us_000483971,0.052294, 0.548024
us_000378646,0.052294, 0.557701
us_000519098,0.052294, 0.575682
us_000325956,0.052294, 0.586121
us_000507464,0.052294, 0.587438
us_000478555,0.052294, 0.589615
us_000472219,0.052294, 0.590070
us_000472268,0.052294, 0.592868
us_000539599,0.052294, 0.595617
us_000565715,0.052294, 0.596019
us_000571236,0.052294, 0.598297
us_000564304,0.052294, 0.613050
us_000576497,0.052294, 0.613576
us_000478705,0.052294, 0.619174
us_000415387,0.052294, 0.625579
us_000540534,0.052294, 0.627138
us_000478219,0.052294, 0.633156
us_000471790,0.052294, 0.633218
us_000490687,0.052294, 0.633809
us_000497289,0.052294, 0.636562
us_000480479,0.052294, 0.636831
us_000562111,0.052294, 0.637444
us_000567311,0.052294, 0.637644
us_000527808,0.052294, 0.638731
us_000517734,0.052294, 0.645310
us_000549071,0.052294, 0.645877
us_000567905,0.052294, 0.648200
us_000578860,0.052294, 0.648304
us_000475830,0.052294, 0.651316
us_000375388,0.052294, 0.652278
us_000475924,0.052294, 0.652683
us_000476731,0.052294, 0.653015
us_000595196,0.052294, 0.654169
us_000525354,0.052294, 0.654852
us_000567209,0.052294, 0.657930
us_000485775,0.052294, 0.659487
us_000520808,0.052294, 0.659913
us_000303664,0.052294, 0.660548
us_000478075,0.052294, 0.664247
us_000587934,0.052294, 0.664290
us_000487698,0.052294, 0.666056
us_000518205,0.052294, 0.667248
us_000587883,0.052294, 0.667807
us_000478433,0.052294, 0.669131
us_000563091,0.052294, 0.670064
us_000506959,0.052294, 0.670975
us_000507483,0.052294, 0.671245
us_000469055,0.052294, 0.673242
us_000506916,0.052294, 0.673627
us_000518903,0.052294, 0.674451
pr_000444052,0.052294, 0.676647
us_000476370,0.052294, 0.677439
pr_001113692,0.052294, 0.677808
us_000477474,0.052294, 0.677808
us_000488983,0.052294, 0.677808
us_000493023,0.052294, 0.677808
us_000511682,0.052294, 0.678651
us_000527742,0.052294, 0.679723
us_000518108,0.052294, 0.680226
us_000518144,0.052294, 0.680226
us_000478551,0.052294, 0.680226
us_000478548,0.052294, 0.680226
us_000495738,0.052294, 0.680226
us_000519454,0.052294, 0.681962
us_000497029,0.052294, 0.682133
us_000478451,0.052294, 0.682845
us_000510722,0.052294, 0.682845
us_000518346,0.052294, 0.682845
us_000510747,0.052294, 0.682845
us_000497347,0.052294, 0.682845
us_000511652,0.052294, 0.682845
us_000497120,0.052294, 0.682845
us_000492210,0.052294, 0.682845
us_000462045,0.052294, 0.683977
us_000531795,0.052294, 0.691945
us_000302891,0.052294, 0.695408
us_000530064,0.052294, 0.702163
us_000510797,0.052294, 0.702590
us_000472347,0.052294, 0.703321
us_000341369,0.052294, 0.705958
us_000480179,0.052294, 0.706995
us_000475745,0.052294, 0.708321
us_000381511,0.052294, 0.708341
us_000579944,0.052294, 0.714890
us_000478224,0.052294, 0.721206
us_000491359,0.052294, 0.731546
us_000471611,0.052294, 0.747540
us_000469297,0.052294, 0.783951
us_000477047,0.052294, 0.793786
us_000572671,0.052294, 0.816391
us_000492146,0.052294, 0.831050
us_000542866,0.052294, 0.888913
us_000533546,0.052294, 0.901174
us_000263547,0.052294, 0.929726
us_000493056,0.052294, 0.991326
us_000587897,0.052294, 1.031051
us_000523176,0.052294, 1.047861
us_000529838,0.052294, 1.055451
us_000576180,0.052294, 1.648076
us_000488806,0.052294, 2.697954
pr_001121441,0.019970, 0.000000
pr_000725966,0.019970, 0.000000
pr_000943723,0.019970, 0.000000
pr_000648146,0.019970, 0.000000
pr_000929683,0.019970, 0.000000
pr_000908509,0.019970, 0.000000
pr_000746912,0.019970, 0.000000
pr_000742147,0.019970, 0.000000
pr_001857545,0.019970, 0.000000
pr_000771895,0.019970, 0.000000
pr_000747204,0.019970, 0.000000
pr_000790086,0.019970, 0.000000
pr_000951516,0.019970, 0.000000
pr_000890670,0.019970, 0.000000
pr_001967266,0.019970, 0.000000
us_000513515,0.019970, 0.000000
us_000461213,0.019970, 0.000000
us_000460892,0.019970, 0.000000
us_000589272,0.019970, 0.000013
us_000526143,0.019970, 0.000076
us_000588895,0.019970, 0.000080
us_000507139,0.019970, 0.000094
us_000584990,0.019970, 0.000117
us_000510626,0.019970, 0.000126
us_000617339,0.019970, 0.000353
us_000509572,0.019970, 0.000353
us_000588277,0.019970, 0.000353
us_000606421,0.019970, 0.000522
us_000549713,0.019970, 0.000591
us_000511165,0.019970, 0.000591
us_000559836,0.019970, 0.000603
us_000585531,0.019970, 0.000603
us_000497082,0.019970, 0.000993
us_000478177,0.019970, 0.001004
us_000553634,0.019970, 0.001317
us_000575942,0.019970, 0.002025
us_000576665,0.019970, 0.002233
us_000599491,0.019970, 0.002579
us_000552686,0.019970, 0.006719
us_000492789,0.019970, 0.015586
us_000419461,0.019970, 0.028970
us_000461268,0.019970, 0.041886
us_000472076,0.019970, 0.112510
us_000322529,0.019970, 0.512207
us_000509008,0.019970, 0.531003
us_000578118,0.019970, 0.534054
us_000480548,0.019970, 0.545666
us_000499855,0.019970, 0.549884
us_000478478,0.019970, 0.573834
us_000564067,0.019970, 0.635949
us_000471216,0.007728, 0.000000
us_000538177,0.007728, 0.000000
us_000531096,0.007728, 0.000000
us_000600067,0.007728, 0.000000
us_000504125,0.007728, 0.000004
us_000536718,0.007728, 0.000028
us_000564040,0.007728, 0.000051
us_000499937,0.007728, 0.000070
us_000598006,0.007728, 0.000250
us_000478537,0.007728, 0.000339
us_000511648,0.007728, 0.000339
us_000514577,0.007728, 0.000807
us_000477952,0.007728, 0.000807
us_000493213,0.007728, 0.000807
us_000493313,0.007728, 0.000807
us_000517233,0.007728, 0.000807
us_000593011,0.007728, 0.000969
us_000569684,0.007728, 0.001720
us_000503581,0.007728, 0.002184
us_000508235,0.007728, 0.002596
us_000464046,0.007728, 0.004952
us_000600234,0.007728, 0.005032
us_000558294,0.007728, 0.005672
us_000493645,0.007728, 0.007718
us_000490025,0.007728, 0.009868
us_000498228,0.007728, 0.085563
us_000502741,0.007728, 0.510842
us_000578963,0.007728, 0.561550
us_000477734,0.007728, 0.573470
us_000510859,0.007728, 0.587073
us_000578878,0.007728, 0.592736
us_000551636,0.007728, 0.598893
us_000515844,0.007728, 0.601735
us_000588865,0.007728, 0.602624
us_000472466,0.007728, 0.603660
us_000407197,0.007728, 0.603907
us_000537957,0.007728, 0.606830
us_000541411,0.007728, 0.606910
us_000513554,0.007728, 0.608641
us_000499994,0.007728, 0.610281
us_000315350,0.007728, 0.611135
us_000595567,0.007728, 0.615360
us_000593031,0.007728, 0.615621
us_000478345,0.007728, 0.617095
us_000477867,0.007728, 0.617821
us_000591311,0.007728, 0.618471
us_000551521,0.007728, 0.619466
us_000489668,0.007728, 0.620375
us_000476112,0.007728, 0.622060
us_000059861,0.007728, 0.622326
us_000549554,0.007728, 0.622726
us_000554746,0.007728, 0.624350
us_000485700,0.007728, 0.625980
us_000509187,0.007728, 0.626984
us_000491336,0.007728, 0.627370
us_000575128,0.007728, 0.627634
us_000521274,0.007728, 0.628261
us_000537274,0.007728, 0.629303
us_000468147,0.007728, 0.629523
us_000576414,0.007728, 0.629600
us_000489583,0.007728, 0.630203
us_000569073,0.007728, 0.632586
us_000473630,0.007728, 0.633803
us_000539436,0.007728, 0.633926
us_000266653,0.007728, 0.635115
us_000550295,0.007728, 0.635140
us_000476590,0.007728, 0.635343
us_000475973,0.007728, 0.636020
us_000196328,0.007728, 0.636584
us_000579804,0.007728, 0.637172
us_000560702,0.007728, 0.637322
us_000469819,0.007728, 0.637491
us_000445254,0.007728, 0.637950
us_000586777,0.007728, 0.639257
us_000127984,0.007728, 0.639489
us_000495634,0.007728, 0.639641
us_000565684,0.007728, 0.640031
us_000484522,0.007728, 0.640424
us_000587140,0.007728, 0.640459
us_000223698,0.007728, 0.640683
us_000498056,0.007728, 0.641580
us_000565765,0.007728, 0.642438
us_000482648,0.007728, 0.643447
us_000540905,0.007728, 0.644290
us_000511331,0.007728, 0.644386
us_000590208,0.007728, 0.644592
us_000577677,0.007728, 0.645209
us_000538852,0.007728, 0.645800
us_000559520,0.007728, 0.646845
us_000471619,0.007728, 0.647117
us_000515926,0.007728, 0.647602
us_000105206,0.007728, 0.648151
us_000596747,0.007728, 0.648268
us_000527506,0.007728, 0.649627
us_000589791,0.007728, 0.649902
us_000478102,0.007728, 0.650779
us_000524089,0.007728, 0.650870
us_000470186,0.007728, 0.650903
us_000390568,0.007728, 0.651977
us_000562711,0.007728, 0.651991
us_000429512,0.007728, 0.652684
us_000574731,0.007728, 0.653430
us_000478035,0.007728, 0.653670
us_000568358,0.007728, 0.653745
us_000492565,0.007728, 0.654429
us_000471995,0.007728, 0.654438
us_000480751,0.007728, 0.654576
us_000466350,0.007728, 0.655508
us_000526003,0.007728, 0.657134
us_000578115,0.007728, 0.657554
us_000528771,0.007728, 0.657922
us_000210566,0.007728, 0.658678
us_000514658,0.007728, 0.658753
us_000475194,0.007728, 0.658882
us_000566160,0.007728, 0.658928
us_000479368,0.007728, 0.658938
us_000522159,0.007728, 0.658946
us_000204000,0.007728, 0.659390
us_000479038,0.007728, 0.660152
us_000493703,0.007728, 0.660594
us_000578349,0.007728, 0.661793
us_000221238,0.007728, 0.661869
us_000596099,0.007728, 0.662054
us_000502822,0.007728, 0.662276
us_000498069,0.007728, 0.662361
us_000518171,0.007728, 0.662749
us_000564267,0.007728, 0.663842
us_000471832,0.007728, 0.664995
us_000070616,0.007728, 0.665063
us_000538864,0.007728, 0.665097
us_000594167,0.007728, 0.665413
us_000550272,0.007728, 0.665579
us_000488380,0.007728, 0.666425
us_000519363,0.007728, 0.666559
us_000491409,0.007728, 0.667351
us_000219724,0.007728, 0.667450
us_000509988,0.007728, 0.668694
us_000478958,0.007728, 0.669473
us_000480413,0.007728, 0.670105
us_000466963,0.007728, 0.670303
us_000493254,0.007728, 0.670559
us_000571061,0.007728, 0.671018
us_000310292,0.007728, 0.671160
us_000494176,0.007728, 0.671478
us_000475948,0.007728, 0.671676
us_000521110,0.007728, 0.671788
us_000490619,0.007728, 0.672378
us_000521086,0.007728, 0.672712
us_000571360,0.007728, 0.673522
us_000497446,0.007728, 0.673769
us_000482962,0.007728, 0.673975
us_000483956,0.007728, 0.674012
us_000141115,0.007728, 0.674350
us_000059226,0.007728, 0.674566
us_000563593,0.007728, 0.674787
us_000478538,0.007728, 0.675743
us_000465335,0.007728, 0.676628
us_000554715,0.007728, 0.677320
us_000511386,0.007728, 0.677503
us_000520186,0.007728, 0.677727
us_000484389,0.007728, 0.678162
us_000502463,0.007728, 0.678209
us_000575230,0.007728, 0.678407
us_000144088,0.007728, 0.678447
us_000512640,0.007728, 0.678655
us_000490443,0.007728, 0.678966
us_000128248,0.007728, 0.679242
us_000566285,0.007728, 0.679303
us_000569205,0.007728, 0.679389
us_000493259,0.007728, 0.679412
us_000479918,0.007728, 0.679985
us_000475126,0.007728, 0.680186
us_000509207,0.007728, 0.680217
us_000348515,0.007728, 0.680705
us_000464096,0.007728, 0.680878
us_000543278,0.007728, 0.680993
us_000482936,0.007728, 0.681543
us_000314463,0.007728, 0.681855
us_000517620,0.007728, 0.682613
us_000479458,0.007728, 0.682638
us_000574798,0.007728, 0.682777
us_000479173,0.007728, 0.683097
us_000488022,0.007728, 0.683479
us_000554356,0.007728, 0.683495
us_000587215,0.007728, 0.683612
us_000478333,0.007728, 0.684363
us_000554312,0.007728, 0.684371
us_000491975,0.007728, 0.684755
us_000508684,0.007728, 0.685165
us_000468191,0.007728, 0.685194
us_000502134,0.007728, 0.685203
us_000537947,0.007728, 0.686818
us_000518172,0.007728, 0.686976
us_000468452,0.007728, 0.687142
us_000476380,0.007728, 0.687479
us_000477494,0.007728, 0.687490
us_000513467,0.007728, 0.687490
us_000571613,0.007728, 0.687547
us_000515516,0.007728, 0.687995
us_000491518,0.007728, 0.687995
us_000497623,0.007728, 0.688375
us_000493479,0.007728, 0.688496
us_000515968,0.007728, 0.688501
us_000506728,0.007728, 0.689670
us_000588607,0.007728, 0.690056
us_000074967,0.007728, 0.690183
us_000460096,0.007728, 0.690512
us_000567368,0.007728, 0.690549
us_000554381,0.007728, 0.690770
us_000472383,0.007728, 0.690961
us_000479270,0.007728, 0.691093
us_000550783,0.007728, 0.691642
us_000517695,0.007728, 0.691663
us_000575867,0.007728, 0.691687
us_000477602,0.007728, 0.692169
us_000473609,0.007728, 0.692173
us_000573759,0.007728, 0.692327
us_000484772,0.007728, 0.692810
us_000521416,0.007728, 0.692877
us_000513565,0.007728, 0.692930
pr_000653699,0.007728, 0.693537
us_000495437,0.007728, 0.693614
us_000517990,0.007728, 0.693614
us_000477959,0.007728, 0.693614
us_000480693,0.007728, 0.693614
us_000513697,0.007728, 0.693614
us_000476402,0.007728, 0.693614
us_000495211,0.007728, 0.693614
us_000512501,0.007728, 0.693614
us_000510126,0.007728, 0.693614
us_000516171,0.007728, 0.693614
us_000513582,0.007728, 0.693614
us_000514046,0.007728, 0.693614
us_000510828,0.007728, 0.693614
us_000514635,0.007728, 0.693614
us_000514639,0.007728, 0.693614
us_000477902,0.007728, 0.693614
us_000488345,0.007728, 0.693614
us_000488404,0.007728, 0.693614
us_000510671,0.007728, 0.693614
us_000485639,0.007728, 0.693614
us_000564159,0.007728, 0.694463
us_000587304,0.007728, 0.695090
pr_000293524,0.007728, 0.697606
us_000513622,0.007728, 0.698579
us_000464227,0.007728, 0.698766
us_000463832,0.007728, 0.699797
us_000207701,0.007728, 0.700413
us_000578260,0.007728, 0.700841
us_000482951,0.007728, 0.704592
us_000591157,0.007728, 0.704771
pr_000654351,0.007728, 0.705382
us_000472521,0.007728, 0.705387
us_000376514,0.007728, 0.706466
us_000578576,0.007728, 0.707785
us_000387903,0.007728, 0.708187
us_000459774,0.007728, 0.709280
us_000537461,0.007728, 0.709454
us_000551750,0.007728, 0.709620
us_000485433,0.007728, 0.710392
us_000489192,0.007728, 0.710528
us_000425779,0.007728, 0.710617
us_000477791,0.007728, 0.712917
us_000549812,0.007728, 0.713738
us_000473129,0.007728, 0.715552
us_000494268,0.007728, 0.717106
us_000474556,0.007728, 0.718148
us_000497949,0.007728, 0.719296
us_000513870,0.007728, 0.721871
us_000482223,0.007728, 0.722361
us_000491062,0.007728, 0.722918
us_000474971,0.007728, 0.723163
us_000497573,0.007728, 0.724239
us_000476483,0.007728, 0.724647
us_000473081,0.007728, 0.724767
us_000460027,0.007728, 0.726191
us_000531212,0.007728, 0.726394
us_000473713,0.007728, 0.727077
us_000485365,0.007728, 0.727524
us_000545875,0.007728, 0.733812
us_000475959,0.007728, 0.734304
us_000463795,0.007728, 0.735304
us_000490466,0.007728, 0.736538
us_000264728,0.007728, 0.737659
us_000086355,0.007728, 0.738171
us_000479919,0.007728, 0.739570
us_000522869,0.007728, 0.740652
us_000484907,0.007728, 0.747682
us_000285881,0.007728, 0.747812
us_000536286,0.007728, 0.750780
us_000528317,0.007728, 0.752182
us_000482375,0.007728, 0.752242
us_000483615,0.007728, 0.754133
us_000490592,0.007728, 0.755142
us_000594052,0.007728, 0.755524
us_000576028,0.007728, 0.757291
us_000479822,0.007728, 0.761659
us_000469116,0.007728, 0.776259
us_000519742,0.007728, 0.777777
us_000336876,0.007728, 0.779229
us_000530977,0.007728, 0.780559
us_000541353,0.007728, 0.781395
us_000482638,0.007728, 0.785245
us_000476729,0.007728, 0.785964
us_000529692,0.007728, 0.793107
us_000341801,0.007728, 0.803327
us_000567359,0.007728, 0.803542
us_000412154,0.007728, 0.808011
us_000586839,0.007728, 0.809544
us_000497838,0.007728, 0.809623
us_000523342,0.007728, 0.818539
us_000485027,0.007728, 0.823084
us_000461043,0.007728, 0.837408
us_000491395,0.007728, 0.839467
us_000576599,0.007728, 0.842395
us_000477934,0.007728, 0.843612
us_000485818,0.007728, 0.844780
us_000588867,0.007728, 0.853947
us_000354556,0.007728, 0.859167
us_000325438,0.007728, 0.894289
us_000144581,0.007728, 0.898549
us_000508922,0.007728, 0.901786
us_000542113,0.007728, 0.924965
us_000572280,0.007728, 0.933445
us_000081094,0.007728, 0.944701
us_000490998,0.007728, 0.964173
us_000527720,0.007728, 0.970679
us_000385577,0.007728, 0.990677
us_000289442,0.007728, 1.014460
us_000496322,0.007728, 1.014979
us_000522343,0.007728, 1.077417
us_000480064,0.007728, 1.113334
us_000493662,0.007728, 1.146260
us_000586171,0.007728, 1.153783
us_000502726,0.007728, 1.168449
us_000461092,0.007728, 1.257027
us_000515715,0.007728, 1.401445
us_000510834,0.007728, 1.584742
us_000577235,0.007728, 1.584974
us_000529372,0.007728, 1.632668
us_000549629,0.007728, 1.645356
us_000564108,0.007728, 1.674955
us_000525598,0.007728, 1.724786
us_000509338,0.007728, 1.861125
us_000213128,0.007728, 1.903149
us_000515975,0.007728, 1.905642
us_000585266,0.007728, 1.932561
us_000469735,0.007728, 2.013956
us_000562301,0.007728, 2.074793
us_000528373,0.007728, 2.520094
