Product ID : 98 # of JPs covered : 1 : 56 : Sales/Use, 
us_000476284,0.764121, 0.317499
us_000468548,0.764121, 0.317499
us_000486322,0.764121, 0.317499
us_000468892,0.764121, 0.317499
us_000517072,0.764121, 0.317499
us_000494067,0.764121, 0.317499
us_000462979,0.764121, 0.317499
us_000458978,0.764121, 0.317499
us_000476827,0.764121, 0.317499
us_000585843,0.764121, 0.317499
us_000464026,0.764121, 0.317499
us_000477382,0.764121, 0.317499
us_000571763,0.764121, 0.317499
us_000492301,0.764121, 0.317567
us_000483391,0.764121, 0.317699
us_000460152,0.764121, 0.317753
us_000523251,0.764121, 0.318347
us_000488411,0.764121, 0.319731
us_000550465,0.764121, 0.319877
us_000494487,0.764121, 0.319877
us_000546996,0.764121, 0.319877
us_000550419,0.764121, 0.319877
pr_000766941,0.764121, 0.319877
us_000550478,0.764121, 0.319877
us_000502659,0.764121, 0.319877
us_000471974,0.764121, 0.319877
us_000493011,0.764121, 0.320746
us_000522492,0.764121, 0.322265
us_000591224,0.764121, 0.322265
us_000585642,0.764121, 0.322265
us_000554334,0.764121, 0.322265
us_000591465,0.764121, 0.322265
us_000461938,0.764121, 0.325293
pr_001015538,0.764121, 0.331065
pr_000762964,0.764121, 0.333498
pr_001057417,0.764121, 0.335940
pr_000715935,0.764121, 0.338326
pr_001157702,0.764121, 0.338390
us_000502856,0.764121, 0.340910
us_000557956,0.764121, 0.340910
us_000513008,0.764121, 0.406103
us_000466983,0.764121, 0.425957
pr_001048769,0.751857, 0.000000
pr_000891918,0.751857, 0.000000
pr_000621383,0.751857, 0.000000
pr_000255072,0.751857, 0.000000
pr_000970030,0.751857, 0.000003
pr_000475600,0.751857, 0.000003
us_000465062,0.751857, 0.000005
us_000520459,0.751857, 0.000005
pr_001025380,0.751857, 0.000009
us_000466712,0.751857, 0.000010
us_000461614,0.751857, 0.000010
pr_000785328,0.751857, 0.000012
pr_000292083,0.751857, 0.000015
pr_001922857,0.751857, 0.000019
pr_000752974,0.751857, 0.000023
pr_001107341,0.751857, 0.000044
pr_001927481,0.751857, 0.000074
pr_000902603,0.751857, 0.000106
pr_001619029,0.751857, 0.000124
pr_000651887,0.751857, 0.000135
pr_000840279,0.751857, 0.000182
pr_000790316,0.751857, 0.000197
pr_000829171,0.751857, 0.000231
us_000027474,0.751857, 0.000277
pr_000749361,0.751857, 0.000355
us_000574937,0.751857, 0.004120
us_000493228,0.751857, 0.010590
us_000487916,0.751857, 0.013164
us_000563523,0.751857, 0.029426
us_000084482,0.751857, 1.469930
us_000536340,0.751857, 2.606279
us_000536315,0.751857, 2.627717
us_000523222,0.751857, 2.727983
us_000085273,0.751857, 2.937751
pr_002109529,0.734892, 0.000000
us_000592667,0.734892, 0.000003
us_000472136,0.734892, 0.223824
us_000465340,0.734892, 0.263253
us_000480879,0.734892, 0.265173
us_000508723,0.734892, 0.272877
us_000485410,0.734892, 0.275044
us_000504538,0.734892, 0.275980
us_000478715,0.734892, 0.278865
us_000473122,0.734892, 0.278865
us_000482750,0.734892, 0.281700
us_000553400,0.734892, 0.282839
us_000473460,0.734892, 0.288917
us_000431142,0.734892, 0.290621
us_000501210,0.734892, 0.292032
us_000478261,0.734892, 0.294141
us_000546293,0.734892, 0.297122
us_000485440,0.734892, 0.297395
us_000331233,0.734892, 0.299248
us_000475847,0.734892, 0.302973
us_000478903,0.734892, 0.305631
us_000473570,0.734892, 0.306737
us_000479523,0.734892, 0.308654
us_000504748,0.734892, 0.309678
us_000508791,0.734892, 0.311330
us_000025016,0.734892, 0.311829
us_000519924,0.734892, 0.311935
us_000497364,0.734892, 0.314322
us_000466935,0.734892, 0.315433
us_000533638,0.734892, 0.318637
us_000481707,0.734892, 0.319045
us_000469128,0.734892, 0.320432
us_000474542,0.734892, 0.320843
us_000547833,0.734892, 0.322995
us_000473725,0.734892, 0.333805
us_000522753,0.734892, 0.337413
us_000546285,0.734892, 0.337525
us_000533686,0.734892, 0.338122
us_000508976,0.734892, 0.338287
us_000519314,0.734892, 0.338287
us_000580567,0.734892, 0.340105
us_000495582,0.734892, 0.342806
us_000523720,0.734892, 0.343165
us_000485847,0.734892, 0.344837
us_000483644,0.734892, 0.346253
us_000472775,0.734892, 0.347110
us_000459257,0.734892, 0.347110
us_000516856,0.734892, 0.347738
us_000466545,0.734892, 0.348735
us_000436245,0.734892, 0.349926
us_000528053,0.734892, 0.351122
us_000573689,0.734892, 0.351259
us_000503096,0.734892, 0.351683
us_000441584,0.734892, 0.354262
us_000553337,0.734892, 0.354262
us_000510060,0.734892, 0.358611
us_000479413,0.734892, 0.359877
us_000485640,0.734892, 0.363274
us_000532947,0.734892, 0.363305
us_000474696,0.734892, 0.364029
us_000516603,0.734892, 0.365513
us_000374924,0.734892, 0.365620
us_000529546,0.734892, 0.367974
us_000484290,0.734892, 0.368307
us_000483530,0.734892, 0.368308
us_000532427,0.734892, 0.370338
us_000483848,0.734892, 0.370338
us_000544708,0.734892, 0.381161
us_000520831,0.734892, 0.498567
us_000504931,0.642628, 0.204952
us_000443007,0.642628, 0.206837
us_000463366,0.642628, 0.207390
us_000477596,0.642628, 0.208594
us_000460578,0.642628, 0.209245
us_000484048,0.642628, 0.210644
us_000505664,0.642628, 0.211235
us_000519245,0.642628, 0.211235
us_000483242,0.642628, 0.213172
us_000482539,0.642628, 0.214564
us_000471236,0.642628, 0.214837
us_000485583,0.642628, 0.215117
us_000497824,0.642628, 0.219035
us_000586244,0.642628, 0.221927
us_000467763,0.642628, 0.222289
us_000515204,0.642628, 0.222989
us_000496149,0.642628, 0.222989
us_000124749,0.642628, 0.222989
us_000468898,0.642628, 0.222989
us_000521821,0.642628, 0.224262
us_000349173,0.642628, 0.224699
us_000209356,0.642628, 0.224843
us_000586309,0.642628, 0.224980
us_000477742,0.642628, 0.224980
us_000562601,0.642628, 0.224980
us_000483906,0.642628, 0.226243
us_000507083,0.642628, 0.226243
us_000471953,0.642628, 0.226243
us_000483966,0.642628, 0.226916
us_000613656,0.642628, 0.226954
us_000533561,0.642628, 0.226979
us_000586367,0.642628, 0.226979
us_000562352,0.642628, 0.226979
us_000524264,0.642628, 0.226979
us_000591770,0.642628, 0.226979
us_000418256,0.642628, 0.226979
us_000485934,0.642628, 0.226979
us_000590204,0.642628, 0.226979
us_000469604,0.642628, 0.226979
us_000499923,0.642628, 0.227518
us_000494190,0.642628, 0.228234
us_000471803,0.642628, 0.228234
us_000371344,0.642628, 0.228685
pr_000511932,0.642628, 0.228977
us_000552118,0.642628, 0.229129
us_000458792,0.642628, 0.229871
us_000488192,0.642628, 0.230061
us_000510261,0.642628, 0.230233
us_000482662,0.642628, 0.230233
us_000481523,0.642628, 0.230233
us_000521816,0.642628, 0.230233
us_000450251,0.642628, 0.230233
us_000363124,0.642628, 0.230725
us_000586267,0.642628, 0.231006
us_000559767,0.642628, 0.237113
pr_000375414,0.642628, 0.240340
us_000491598,0.642628, 0.240368
pr_001069291,0.642628, 0.242393
us_000571871,0.642628, 0.242422
us_000483739,0.642628, 0.242422
pr_001122132,0.642628, 0.244438
us_000522261,0.642628, 0.245777
us_000471163,0.642628, 0.245777
us_000585245,0.642628, 0.245777
us_000583990,0.642628, 0.245777
us_000469983,0.642628, 0.245777
us_000483316,0.642628, 0.245777
us_000592013,0.642628, 0.245777
us_000483529,0.642628, 0.245777
us_000497375,0.642628, 0.245777
us_000523873,0.642628, 0.245777
us_000590896,0.642628, 0.245777
us_000575750,0.642628, 0.245841
us_000506777,0.642628, 0.246194
us_000470572,0.642628, 0.246274
us_000616223,0.642628, 0.246557
us_000236843,0.642628, 0.246557
us_000497871,0.642628, 0.247813
us_000546550,0.642628, 0.247813
us_000466966,0.642628, 0.247813
us_000497946,0.642628, 0.247813
us_000497473,0.642628, 0.247813
us_000094408,0.642628, 0.247813
us_000469507,0.642628, 0.247813
us_000497881,0.642628, 0.247813
us_000488252,0.642628, 0.247813
us_000488258,0.642628, 0.247813
us_000503813,0.642628, 0.247813
us_000546542,0.642628, 0.247813
us_000483006,0.642628, 0.247813
us_000497858,0.642628, 0.247813
pr_001621018,0.642628, 0.247813
us_000494668,0.642628, 0.247813
us_000514245,0.642628, 0.247813
us_000470767,0.642628, 0.247813
us_000542449,0.642628, 0.247813
us_000553339,0.642628, 0.247813
us_000497859,0.642628, 0.247813
us_000545716,0.642628, 0.247813
us_000591222,0.642628, 0.247813
us_000482563,0.642628, 0.247813
us_000412389,0.642628, 0.247813
us_000470631,0.642628, 0.247813
us_000506937,0.642628, 0.247922
us_000468076,0.642628, 0.248276
us_000571780,0.642628, 0.248276
us_000481134,0.642628, 0.248276
pr_001158187,0.642628, 0.248339
us_000521335,0.642628, 0.248638
us_000460867,0.642628, 0.248638
us_000550925,0.642628, 0.248638
pr_001035550,0.642628, 0.249858
us_000477321,0.642628, 0.249858
us_000481510,0.642628, 0.249858
us_000530263,0.642628, 0.249858
us_000508796,0.642628, 0.249858
us_000479324,0.642628, 0.249858
us_000468802,0.642628, 0.249858
us_000490837,0.642628, 0.249858
us_000590167,0.642628, 0.249858
us_000521195,0.642628, 0.249858
us_000477326,0.642628, 0.249858
us_000511402,0.642628, 0.249858
us_000501999,0.642628, 0.249858
us_000463705,0.642628, 0.249858
us_000501969,0.642628, 0.249858
us_000513719,0.642628, 0.249858
us_000481352,0.642628, 0.249858
us_000059624,0.642628, 0.250012
us_000467750,0.642628, 0.250012
pr_001035019,0.642628, 0.250183
us_000486746,0.642628, 0.250366
us_000593265,0.642628, 0.250366
us_000483807,0.642628, 0.250366
us_000466383,0.642628, 0.250728
us_000490078,0.642628, 0.250728
us_000519530,0.642628, 0.250728
us_000483641,0.642628, 0.250728
us_000463557,0.642628, 0.250728
us_000483648,0.642628, 0.250728
pr_000625705,0.642628, 0.251829
us_000481653,0.642628, 0.251912
us_000484519,0.642628, 0.251912
us_000467791,0.642628, 0.251912
us_000464969,0.642628, 0.251912
us_000526775,0.642628, 0.251912
us_000527585,0.642628, 0.251912
us_000483928,0.642628, 0.251912
us_000515911,0.642628, 0.251912
us_000491848,0.642628, 0.251912
us_000491931,0.642628, 0.251912
us_000593719,0.642628, 0.251912
us_000459745,0.642628, 0.251912
us_000583921,0.642628, 0.251912
us_000491849,0.642628, 0.251912
us_000497793,0.642628, 0.251912
us_000435268,0.642628, 0.251912
us_000517448,0.642628, 0.251912
us_000582785,0.642628, 0.251912
us_000542590,0.642628, 0.251912
us_000483920,0.642628, 0.251912
us_000464986,0.642628, 0.251912
us_000497736,0.642628, 0.251912
us_000520916,0.642628, 0.251912
us_000586221,0.642628, 0.251912
us_000240056,0.642628, 0.251912
us_000526777,0.642628, 0.251912
us_000483717,0.642628, 0.251912
us_000481485,0.642628, 0.251912
us_000481595,0.642628, 0.251912
us_000483209,0.642628, 0.251912
us_000498685,0.642628, 0.251912
us_000465506,0.642628, 0.251912
us_000464166,0.642628, 0.251912
us_000483203,0.642628, 0.251912
us_000230775,0.642628, 0.251912
us_000492972,0.642628, 0.251912
us_000513618,0.642628, 0.251912
us_000553150,0.642628, 0.252167
pr_000374325,0.642628, 0.252708
us_000499101,0.642628, 0.253975
us_000561797,0.642628, 0.253975
pr_001158251,0.642628, 0.253975
us_000518983,0.642628, 0.253975
us_000473044,0.642628, 0.253975
us_000530010,0.642628, 0.253975
us_000509585,0.642628, 0.253975
us_000546341,0.642628, 0.253975
pr_001034241,0.642628, 0.253975
us_000478982,0.642628, 0.253975
us_000486190,0.642628, 0.253975
us_000485247,0.642628, 0.253975
us_000463647,0.642628, 0.253975
us_000526608,0.642628, 0.253975
us_000564927,0.642628, 0.253975
us_000491424,0.642628, 0.253975
us_000474816,0.642628, 0.253975
us_000482693,0.642628, 0.253975
us_000483272,0.642628, 0.253975
us_000530027,0.642628, 0.253975
us_000463645,0.642628, 0.253975
us_000518969,0.642628, 0.253975
us_000509640,0.642628, 0.253975
us_000574190,0.642628, 0.253975
us_000566341,0.642628, 0.253975
us_000515963,0.642628, 0.253975
us_000534134,0.642628, 0.253975
us_000483263,0.642628, 0.253975
us_000474800,0.642628, 0.253975
us_000564897,0.642628, 0.253975
us_000551772,0.642628, 0.253975
us_000488236,0.642628, 0.253975
us_000482394,0.642628, 0.253975
us_000463658,0.642628, 0.253975
us_000482367,0.642628, 0.253975
pr_001611560,0.642628, 0.254355
pr_000510267,0.642628, 0.254735
pr_001034378,0.642628, 0.254798
pr_001147126,0.642628, 0.256047
pr_000372204,0.642628, 0.256047
us_000585314,0.642628, 0.256047
us_000491545,0.642628, 0.256047
us_000467307,0.642628, 0.256047
us_000468777,0.642628, 0.256047
us_000477903,0.642628, 0.256047
us_000465739,0.642628, 0.256047
us_000053363,0.642628, 0.256047
us_000500607,0.642628, 0.256047
us_000474865,0.642628, 0.256047
us_000460412,0.642628, 0.256047
us_000479392,0.642628, 0.256047
us_000482187,0.642628, 0.256047
us_000476982,0.642628, 0.256047
us_000501882,0.642628, 0.256047
us_000469540,0.642628, 0.256047
us_000470995,0.642628, 0.256047
us_000490864,0.642628, 0.256047
us_000496638,0.642628, 0.256047
us_000470879,0.642628, 0.256047
us_000491564,0.642628, 0.256047
us_000500169,0.642628, 0.256047
us_000478938,0.642628, 0.256047
us_000469167,0.642628, 0.256047
us_000479393,0.642628, 0.256047
us_000483310,0.642628, 0.256047
us_000543311,0.642628, 0.256047
us_000510112,0.642628, 0.256047
us_000504544,0.642628, 0.256047
us_000586864,0.642628, 0.256047
us_000593683,0.642628, 0.256047
us_000570176,0.642628, 0.256047
us_000466470,0.642628, 0.256047
us_000469555,0.642628, 0.256047
us_000461573,0.642628, 0.256047
us_000469715,0.642628, 0.256047
us_000553380,0.642628, 0.256047
us_000500336,0.642628, 0.256047
us_000479412,0.642628, 0.256047
us_000472019,0.642628, 0.256047
us_000517852,0.642628, 0.256047
us_000481952,0.642628, 0.256047
us_000493705,0.642628, 0.256047
us_000583807,0.642628, 0.256047
us_000486242,0.642628, 0.256047
us_000532007,0.642628, 0.256047
us_000589454,0.642628, 0.256047
us_000543520,0.642628, 0.256047
us_000479593,0.642628, 0.256047
us_000466471,0.642628, 0.256047
us_000474622,0.642628, 0.256047
us_000481328,0.642628, 0.256047
us_000499189,0.642628, 0.256047
pr_001156850,0.642628, 0.256898
pr_000513127,0.642628, 0.256898
us_000483133,0.642628, 0.258128
us_000489493,0.642628, 0.258128
us_000592665,0.642628, 0.258128
us_000587216,0.642628, 0.258128
us_000565439,0.642628, 0.258128
us_000466531,0.642628, 0.258128
us_000534856,0.642628, 0.258128
us_000460806,0.642628, 0.258128
us_000586590,0.642628, 0.258128
us_000501902,0.642628, 0.258128
us_000500065,0.642628, 0.258128
us_000480912,0.642628, 0.258128
us_000572844,0.642628, 0.258128
us_000590231,0.642628, 0.258128
us_000534206,0.642628, 0.258128
us_000485148,0.642628, 0.258128
us_000501397,0.642628, 0.258128
us_000458647,0.642628, 0.258128
us_000469181,0.642628, 0.258128
us_000584538,0.642628, 0.258128
us_000486928,0.642628, 0.258128
us_000518917,0.642628, 0.258128
us_000462117,0.642628, 0.258128
us_000541460,0.642628, 0.258128
us_000522288,0.642628, 0.258128
us_000221898,0.642628, 0.258128
us_000521353,0.642628, 0.258128
us_000427497,0.642628, 0.258128
us_000397013,0.642628, 0.258128
us_000500039,0.642628, 0.258128
us_000468440,0.642628, 0.258128
us_000500044,0.642628, 0.258128
us_000497412,0.642628, 0.258128
us_000513496,0.642628, 0.258128
us_000590209,0.642628, 0.258128
us_000586515,0.642628, 0.258128
us_000465840,0.642628, 0.258128
us_000378050,0.642628, 0.258128
us_000553005,0.642628, 0.258128
us_000459196,0.642628, 0.258128
us_000477435,0.642628, 0.258128
us_000604932,0.642628, 0.258128
us_000468475,0.642628, 0.258128
us_000500251,0.642628, 0.258128
us_000596577,0.642628, 0.258128
us_000473458,0.642628, 0.258128
pr_000374231,0.642628, 0.258128
us_000471907,0.642628, 0.258128
us_000584524,0.642628, 0.258128
us_000495019,0.642628, 0.258128
us_000379838,0.642628, 0.258128
us_000479228,0.642628, 0.258128
us_000587017,0.642628, 0.258128
us_000584577,0.642628, 0.258128
us_000497404,0.642628, 0.258128
us_000465218,0.642628, 0.258128
us_000477359,0.642628, 0.258128
us_000511397,0.642628, 0.258128
us_000118252,0.642628, 0.258128
us_000298114,0.642628, 0.258128
us_000523692,0.642628, 0.258128
us_000500214,0.642628, 0.258128
us_000486964,0.642628, 0.258128
us_000598412,0.642628, 0.258128
us_000472011,0.642628, 0.258128
us_000534871,0.642628, 0.258128
us_000587300,0.642628, 0.258128
us_000587303,0.642628, 0.258128
us_000397238,0.642628, 0.258128
us_000524407,0.642628, 0.258128
us_000533028,0.642628, 0.258128
us_000561659,0.642628, 0.258128
us_000471263,0.642628, 0.258128
us_000460884,0.642628, 0.258128
us_000500198,0.642628, 0.258128
us_000460411,0.642628, 0.258128
us_000518918,0.642628, 0.258128
us_000493835,0.642628, 0.258128
us_000468474,0.642628, 0.258128
us_000315699,0.642628, 0.258128
us_000525396,0.642628, 0.258128
us_000510666,0.642628, 0.258128
us_000500123,0.642628, 0.258128
us_000463590,0.642628, 0.258128
us_000477483,0.642628, 0.258128
us_000477453,0.642628, 0.258128
us_000470607,0.642628, 0.258128
us_000501320,0.642628, 0.258623
pr_001158770,0.642628, 0.259191
pr_000369504,0.642628, 0.259518
us_000483396,0.570366, 0.000000
pr_000993622,0.570366, 0.000000
us_000483364,0.570366, 0.000014
us_000385198,0.570366, 0.000035
us_000479155,0.570366, 0.000037
us_000344610,0.570366, 0.000597
us_000504043,0.570366, 0.000597
us_000498265,0.570366, 0.000597
us_000504328,0.570366, 0.000716
us_000468783,0.570366, 0.121079
us_000570829,0.570366, 0.239330
us_000515228,0.570366, 0.256882
us_000472755,0.570366, 0.260655
us_000519951,0.570366, 0.260938
pr_000625879,0.570366, 0.264533
us_000475009,0.570366, 0.267136
us_000478103,0.570366, 0.269516
us_000483642,0.570366, 0.269943
us_000604775,0.570366, 0.271053
us_000533125,0.570366, 0.271713
us_000332644,0.570366, 0.274301
us_000548285,0.570366, 0.282973
us_000370578,0.570366, 0.285023
pr_000518168,0.570366, 0.294840
us_000521114,0.570366, 0.303159
us_000461810,0.570366, 0.304221
pr_000372839,0.570366, 0.304915
pr_000565477,0.570366, 0.306541
pr_000388316,0.570366, 0.306589
pr_001042891,0.570366, 0.307052
pr_000368425,0.570366, 0.311627
us_000470004,0.570366, 0.318488
us_000469373,0.570366, 0.319668
us_000615112,0.570366, 0.323193
us_000474294,0.570366, 0.335121
us_000473098,0.570366, 0.338709
us_000478691,0.570366, 0.341466
pr_000195780,0.553209, 0.000000
pr_001141797,0.553209, 0.000000
pr_000005695,0.553209, 0.000000
pr_000821400,0.553209, 0.000003
pr_001954405,0.553209, 0.000005
pr_002194657,0.553209, 0.000005
pr_001955329,0.553209, 0.000031
pr_001082350,0.553209, 0.000038
pr_000868117,0.553209, 0.000178
us_000539741,0.553209, 0.000433
us_000487223,0.553209, 0.001993
us_000565111,0.553209, 0.006251
us_000561618,0.553209, 0.015073
us_000536331,0.553209, 0.377924
us_000484507,0.553209, 1.739734
us_000542861,0.553209, 1.960187
pr_000655755,0.494514, 0.000000
pr_001786967,0.494514, 0.000000
pr_001046273,0.494514, 0.000000
pr_001595187,0.494514, 0.000000
pr_001789893,0.494514, 0.000005
pr_001130895,0.494514, 0.000011
pr_001141196,0.494514, 0.000053
us_000471080,0.494514, 0.022102
us_000501520,0.494514, 0.156444
us_000487512,0.494514, 0.182476
us_000501719,0.494514, 0.184139
us_000002525,0.494514, 0.193460
us_000209616,0.494514, 0.196702
us_000585218,0.494514, 0.197575
us_000509990,0.494514, 0.207254
us_000521819,0.494514, 0.208808
us_000295154,0.494514, 0.212800
us_000485144,0.494514, 0.214227
us_000501633,0.494514, 0.215501
us_000486356,0.494514, 0.220679
us_000481717,0.494514, 0.243075
us_000478738,0.494514, 0.244877
us_000524191,0.494514, 0.246796
us_000523868,0.494514, 0.248831
us_000494458,0.494514, 0.248831
us_000574403,0.494514, 0.250983
us_000505009,0.494514, 0.250983
us_000481118,0.494514, 0.253252
us_000495897,0.494514, 0.253252
us_000500808,0.494514, 0.255637
us_000533622,0.494514, 0.263491
us_000484448,0.494514, 0.266343
us_000535093,0.494514, 0.269310
us_000528055,0.494514, 0.272395
us_000483661,0.494514, 0.272395
us_000523677,0.494514, 0.272395
us_000494373,0.494514, 0.409125
us_000516889,0.492034, 0.000000
us_000505538,0.492034, 0.000000
us_000548763,0.492034, 0.000000
us_000548684,0.492034, 0.000000
us_000530883,0.492034, 0.000000
us_000483417,0.492034, 0.000427
us_000468375,0.492034, 0.640392
us_000475809,0.492034, 0.695677
us_000458506,0.492034, 0.764838
us_000475451,0.492034, 0.790226
us_000195817,0.492034, 0.801313
us_000237348,0.492034, 0.829326
us_000467258,0.492034, 0.853754
us_000019407,0.492034, 0.856574
us_000460007,0.492034, 0.863810
us_000471944,0.492034, 0.867745
us_000471822,0.492034, 0.871607
us_000454538,0.492034, 0.878101
us_000473005,0.492034, 0.899799
us_000515890,0.492034, 0.904435
us_000463527,0.492034, 0.904988
us_000397468,0.492034, 0.905459
us_000486041,0.492034, 0.905901
us_000473645,0.492034, 0.908485
us_000478291,0.492034, 0.910125
us_000480077,0.492034, 0.913068
us_000516548,0.492034, 0.917211
us_000478286,0.492034, 0.919191
us_000510605,0.492034, 0.920709
us_000465516,0.492034, 0.921148
us_000478919,0.492034, 0.923399
us_000474403,0.492034, 0.928063
us_000492377,0.492034, 0.930348
us_000504787,0.492034, 0.932822
us_000482353,0.492034, 0.940658
us_000471776,0.492034, 0.942244
us_000470734,0.492034, 0.942599
us_000467833,0.492034, 0.947289
us_000474160,0.492034, 1.389878
pr_000432508,0.456063, 0.000000
pr_000432547,0.456063, 0.000000
pr_001142610,0.456063, 0.000113
pr_001671953,0.456063, 0.000193
us_000380360,0.456063, 0.152820
us_000583819,0.456063, 0.158655
us_000484692,0.456063, 0.166972
us_000533894,0.456063, 0.178257
us_000550644,0.456063, 0.189491
us_000586255,0.456063, 0.195003
us_000483756,0.456063, 0.206374
us_000550117,0.456063, 0.212900
us_000521307,0.456063, 0.213489
us_000428351,0.456063, 0.218548
us_000209960,0.456063, 0.222909
us_000479534,0.456063, 0.232445
us_000505042,0.456063, 0.238165
us_000485337,0.456063, 0.247293
us_000533825,0.456063, 0.247293
us_000516858,0.456063, 0.247293
us_000533844,0.456063, 0.250243
us_000482831,0.456063, 0.250243
us_000472402,0.456063, 0.250243
us_000505702,0.456063, 0.250243
us_000528717,0.456063, 0.250243
us_000522960,0.456063, 0.253309
us_000521539,0.456063, 0.253309
us_000523635,0.456063, 0.253309
us_000293144,0.456063, 0.253309
us_000499887,0.456063, 0.253309
us_000516305,0.456063, 0.253309
us_000522269,0.456063, 0.253309
us_000460046,0.456063, 0.253309
us_000522081,0.456063, 0.254423
us_000466881,0.456063, 0.256492
us_000474012,0.456063, 0.259792
us_000574622,0.456063, 0.263208
us_000574572,0.456063, 0.263208
pr_000003769,0.432138, 0.000000
pr_000002381,0.432138, 0.000000
us_000592778,0.432138, 0.000000
us_000593102,0.432138, 0.000000
us_000581721,0.432138, 0.000020
us_000280307,0.432138, 0.056297
us_000509491,0.432138, 0.177943
us_000508717,0.432138, 0.207266
us_000569980,0.432138, 0.209047
us_000472282,0.432138, 0.212325
us_000216571,0.432138, 0.225844
us_000467338,0.432138, 0.225881
us_000466950,0.432138, 0.227495
us_000509926,0.432138, 0.230637
us_000336716,0.432138, 0.232352
us_000492916,0.432138, 0.232778
us_000054386,0.432138, 0.234642
us_000482082,0.432138, 0.240260
us_000468438,0.432138, 0.242257
us_000516460,0.432138, 0.243375
us_000468957,0.432138, 0.244625
us_000501884,0.432138, 0.245516
us_000499059,0.432138, 0.247993
us_000479452,0.432138, 0.248289
us_000546692,0.432138, 0.249420
us_000474139,0.432138, 0.249922
us_000555200,0.432138, 0.251060
us_000460438,0.432138, 0.251196
us_000545171,0.432138, 0.251702
us_000471076,0.432138, 0.251708
us_000419553,0.432138, 0.253916
us_000088923,0.432138, 0.257577
us_000480777,0.432138, 0.259048
us_000508740,0.432138, 0.260390
us_000055438,0.432138, 0.260905
us_000498411,0.432138, 0.261364
us_000486054,0.432138, 0.261990
us_000094468,0.432138, 0.262252
us_000581089,0.432138, 0.264328
us_000462398,0.432138, 0.265124
us_000516695,0.432138, 0.266128
us_000500416,0.432138, 0.266240
us_000481518,0.432138, 0.266503
us_000508217,0.432138, 0.266721
us_000491473,0.432138, 0.267730
us_000467140,0.432138, 0.268590
us_000483525,0.432138, 0.269697
us_000461048,0.432138, 0.269745
us_000478344,0.432138, 0.270145
us_000424119,0.432138, 0.270526
us_000551125,0.432138, 0.271514
us_000466562,0.432138, 0.274137
us_000489936,0.432138, 0.274270
us_000492306,0.432138, 0.276331
us_000497371,0.432138, 0.277147
us_000460353,0.432138, 0.277579
us_000486812,0.432138, 0.278001
us_000474392,0.432138, 0.278111
us_000470542,0.432138, 0.279048
us_000483722,0.432138, 0.279644
us_000463489,0.432138, 0.279644
us_000301118,0.432138, 0.279931
us_000495536,0.432138, 0.280472
us_000556816,0.432138, 0.280544
us_000309100,0.432138, 0.282925
us_000586740,0.432138, 0.283620
us_000423244,0.432138, 0.285188
us_000489143,0.432138, 0.285695
us_000485289,0.432138, 0.286573
us_000487689,0.432138, 0.286739
us_000462158,0.432138, 0.286938
us_000132842,0.432138, 0.287039
us_000480914,0.432138, 0.287039
us_000478034,0.432138, 0.288079
us_000458534,0.432138, 0.288159
us_000477507,0.432138, 0.288429
us_000093037,0.432138, 0.288429
us_000494112,0.432138, 0.290457
us_000491608,0.432138, 0.290500
us_000546331,0.432138, 0.290943
us_000463894,0.432138, 0.292199
us_000553526,0.432138, 0.294283
us_000450859,0.432138, 0.294283
us_000419969,0.432138, 0.294283
us_000467141,0.432138, 0.295769
us_000484866,0.432138, 0.295769
us_000469993,0.432138, 0.295769
us_000484867,0.432138, 0.295769
us_000474267,0.432138, 0.296672
us_000470626,0.432138, 0.297532
us_000500192,0.432138, 0.300813
us_000502637,0.432138, 0.302828
us_000466538,0.432138, 0.303214
us_000136667,0.432138, 0.303337
us_000483557,0.432138, 0.303851
us_000476193,0.432138, 0.304189
us_000516687,0.432138, 0.304595
us_000557145,0.432138, 0.304841
us_000556342,0.432138, 0.306427
us_000465338,0.432138, 0.307754
us_000022304,0.432138, 0.309330
us_000351996,0.432138, 0.309553
us_000516101,0.432138, 0.311130
us_000467373,0.432138, 0.311130
us_000470269,0.432138, 0.318038
us_000039799,0.432138, 0.319343
us_000489152,0.432138, 0.320202
us_000494217,0.432138, 0.320281
us_000585797,0.432138, 0.320619
us_000536112,0.432138, 0.331389
us_000525578,0.432138, 0.333567
us_000475005,0.432138, 0.333678
us_000277645,0.432138, 0.334199
us_000022215,0.432138, 0.335504
us_000461256,0.432138, 0.335911
us_000484679,0.432138, 0.336980
us_000520156,0.432138, 0.337138
us_000485832,0.432138, 0.337304
us_000485628,0.432138, 0.339035
us_000512802,0.432138, 0.339513
us_000540273,0.432138, 0.347432
us_000168043,0.432138, 0.353298
us_000350521,0.432138, 0.414595
us_000528481,0.363364, 0.000000
pr_001141648,0.363364, 0.000000
pr_001063302,0.363364, 0.000000
pr_001699444,0.363364, 0.000000
pr_001796222,0.363364, 0.000000
pr_000817872,0.363364, 0.000006
pr_001155277,0.363364, 0.000010
us_000547920,0.363364, 0.000067
pr_000729907,0.363364, 0.000089
pr_000700769,0.363364, 0.000143
pr_000712991,0.363364, 0.000154
us_000600216,0.363364, 0.000239
pr_000982273,0.363364, 0.000498
pr_000555556,0.363364, 0.001103
pr_001142250,0.363364, 0.001574
pr_000556745,0.363364, 0.003263
pr_000644964,0.363364, 0.007012
