Product ID : 988 # of JPs covered : 1 : 238 : Corp Finance Litigation, 
us_000460715,0.198612, 0.320168
us_000472318,0.198612, 0.320495
us_000461502,0.198612, 0.320495
us_000466536,0.198612, 0.320669
us_000564958,0.198612, 0.320669
us_000470362,0.198612, 0.320896
us_000335671,0.198612, 0.320929
us_000469977,0.198612, 0.321006
us_000559621,0.198612, 0.321134
us_000465192,0.198612, 0.322068
pr_000872611,0.198612, 0.322530
us_000481693,0.198612, 0.323547
us_000465561,0.198612, 0.324398
us_000550061,0.198612, 0.324743
us_000192666,0.198612, 0.330805
pr_001728588,0.198612, 0.334385
us_000463767,0.198612, 0.335112
us_000477901,0.198612, 0.338380
us_000106618,0.198612, 0.348454
us_000570517,0.198612, 0.348877
us_000289917,0.198612, 0.351303
us_000577000,0.198612, 0.355544
us_000506258,0.198612, 0.357349
us_000472277,0.198612, 0.359616
us_000567842,0.198612, 0.363785
us_000460513,0.198612, 0.363853
us_000592902,0.198612, 0.371841
us_000454252,0.198612, 0.375209
us_000494934,0.198612, 0.391982
us_000545455,0.198612, 0.394347
us_000503052,0.198612, 0.409716
us_000503048,0.198612, 0.410829
us_000514148,0.198612, 0.414140
us_000583977,0.198612, 0.414187
us_000459784,0.198612, 0.439344
us_000461236,0.198612, 0.447985
us_000594552,0.198612, 0.449366
us_000555791,0.198612, 0.458030
us_000565690,0.198612, 0.541044
us_000465771,0.198612, 0.550969
us_000561973,0.198612, 0.563465
us_000263047,0.198612, 0.584993
us_000571934,0.198612, 0.623710
us_000582412,0.198612, 0.696959
us_000508482,0.198612, 0.819973
us_000583154,0.198612, 0.846233
us_000281745,0.198612, 1.075302
us_000570484,0.198612, 1.224080
us_000429733,0.198612, 1.228660
us_000496497,0.198612, 1.383852
us_000532885,0.198612, 1.717642
us_000521570,0.198612, 1.811751
us_000566579,0.195977, 0.000000
us_000566540,0.195977, 0.000001
us_000486843,0.195977, 0.000001
us_000487318,0.195977, 0.000001
pr_001608699,0.195977, 0.000017
us_000481675,0.195977, 0.000290
us_000585110,0.195977, 0.029485
us_000564438,0.195977, 0.290970
us_000461993,0.195977, 0.304714
us_000477668,0.195977, 0.321783
us_000613322,0.195977, 0.322658
us_000538084,0.195977, 0.324261
us_000558447,0.195977, 0.327745
us_000592549,0.195977, 0.328377
us_000469437,0.195977, 0.332170
us_000566133,0.195977, 0.335279
us_000567700,0.195977, 0.335690
us_000592539,0.195977, 0.335690
us_000538811,0.195977, 0.337885
us_000490771,0.195977, 0.347261
us_000559165,0.195977, 0.394953
us_000524513,0.195977, 0.410228
us_000490537,0.195977, 0.511503
us_000490534,0.195977, 0.523173
us_000482872,0.195977, 1.283718
pr_001404007,0.072193, 0.000000
us_000517143,0.072193, 0.000000
us_000534812,0.072193, 0.000000
us_000497250,0.072193, 0.000000
us_000524714,0.072193, 0.000000
us_000563573,0.072193, 0.000000
pr_001792832,0.072193, 0.000000
pr_001029497,0.072193, 0.000000
pr_000270323,0.072193, 0.000020
us_000600977,0.072193, 0.000803
us_000486229,0.072193, 0.000918
us_000508943,0.072193, 0.001788
us_000521875,0.072193, 0.001835
us_000480193,0.072193, 0.001838
us_000555249,0.072193, 0.001853
us_000570458,0.072193, 0.002701
us_000530108,0.072193, 0.003159
us_000596882,0.072193, 0.003330
us_000579554,0.072193, 0.003412
us_000554846,0.072193, 0.009906
us_000489827,0.072193, 0.011623
us_000494524,0.072193, 0.012067
us_000552476,0.072193, 0.012692
us_000611119,0.072193, 0.020748
us_000567697,0.072193, 0.107760
us_000515491,0.072193, 0.108375
us_000510072,0.072193, 0.108413
us_000525581,0.072193, 0.108718
us_000512759,0.072193, 0.109090
us_000515201,0.072193, 0.109615
us_000571318,0.072193, 0.110549
us_000556778,0.072193, 0.110685
us_000497571,0.072193, 0.112486
us_000483371,0.072193, 0.112972
us_000497869,0.072193, 0.114297
us_000514909,0.072193, 0.114786
us_000495075,0.072193, 0.115303
us_000566615,0.072193, 0.115499
us_000558421,0.072193, 0.115857
us_000485536,0.072193, 0.115876
us_000523580,0.072193, 0.116576
us_000521046,0.072193, 0.118163
us_000528638,0.072193, 0.119161
us_000542949,0.072193, 0.119554
us_000535501,0.072193, 0.120212
us_000529481,0.072193, 0.120463
us_000529474,0.072193, 0.121384
us_000514358,0.072193, 0.121384
us_000504664,0.072193, 0.121384
us_000522876,0.072193, 0.121384
us_000532003,0.072193, 0.121384
us_000513743,0.072193, 0.121384
us_000515625,0.072193, 0.121902
us_000492267,0.072193, 0.121920
us_000572737,0.072193, 0.121927
us_000537960,0.072193, 0.122464
us_000480948,0.072193, 0.122532
us_000500708,0.072193, 0.122635
us_000485633,0.072193, 0.122720
us_000559809,0.072193, 0.123362
us_000502676,0.072193, 0.123364
us_000514617,0.072193, 0.123364
us_000535824,0.072193, 0.123829
us_000517782,0.072193, 0.123829
us_000515797,0.072193, 0.123829
us_000519843,0.072193, 0.124065
us_000510780,0.072193, 0.124065
us_000555726,0.072193, 0.124082
us_000556068,0.072193, 0.124082
us_000522076,0.072193, 0.124082
us_000554591,0.072193, 0.124082
us_000509267,0.072193, 0.124082
us_000556117,0.072193, 0.124082
us_000515266,0.072193, 0.124082
us_000556913,0.072193, 0.124082
us_000515368,0.072193, 0.124082
us_000514923,0.072193, 0.124082
us_000531341,0.072193, 0.124082
us_000532939,0.072193, 0.124082
us_000529521,0.072193, 0.124082
us_000535518,0.072193, 0.124474
us_000522173,0.072193, 0.125281
us_000536237,0.072193, 0.126009
us_000519799,0.072193, 0.129021
us_000150734,0.072193, 0.131669
us_000516670,0.072193, 0.133436
us_000573234,0.072193, 0.145929
us_000491976,0.072193, 0.148836
us_000542465,0.072193, 0.187068
us_000155714,0.072193, 0.254964
us_000572057,0.072193, 0.258744
us_000515479,0.072193, 0.259013
us_000509260,0.072193, 0.402857
us_000543184,0.072193, 1.097479
us_000555867,0.072193, 1.122063
us_000540506,0.072193, 1.311160
pr_001892414,0.041718, 0.000000
pr_001811244,0.041718, 0.000000
pr_000920587,0.041718, 0.000000
pr_000599890,0.041718, 0.000000
pr_001903808,0.041718, 0.000000
pr_001891307,0.041718, 0.000000
pr_000832098,0.041718, 0.000000
pr_001894302,0.041718, 0.000000
pr_000183967,0.041718, 0.000018
pr_001151985,0.041718, 0.000026
pr_000105502,0.041718, 0.000050
pr_000163050,0.041718, 0.000050
pr_000099207,0.041718, 0.000050
pr_000173041,0.041718, 0.000050
pr_000118296,0.041718, 0.000050
pr_000182045,0.041718, 0.000353
us_000610432,0.041718, 0.010611
us_000606752,0.041718, 0.010611
us_000612569,0.041718, 0.011138
us_000102888,0.041718, 0.309523
us_000467530,0.041718, 0.354005
us_000494837,0.041718, 0.366460
us_000567025,0.041718, 0.376734
us_000530202,0.041718, 0.382928
us_000520455,0.041718, 0.387408
us_000591008,0.041718, 0.412932
us_000503903,0.041718, 0.420699
us_000487842,0.041718, 0.422127
us_000582122,0.041718, 0.433161
us_000500207,0.041718, 0.436257
us_000587355,0.041718, 0.439347
us_000530009,0.041718, 0.440724
us_000535386,0.041718, 0.442027
us_000561330,0.041718, 0.449409
us_000582457,0.041718, 0.451267
us_000568503,0.041718, 0.451371
us_000589679,0.041718, 0.456543
us_000559405,0.041718, 0.456951
us_000593704,0.041718, 0.457604
us_000463653,0.041718, 0.460306
us_000572217,0.041718, 0.462094
us_000464090,0.041718, 0.462101
us_000594295,0.041718, 0.462681
us_000494296,0.041718, 0.473825
us_000572956,0.041718, 0.484119
us_000493982,0.041718, 0.487721
us_000616604,0.041718, 0.487953
us_000487659,0.041718, 0.488287
us_000576067,0.041718, 0.489192
us_000569632,0.041718, 0.491525
us_000465167,0.041718, 0.492486
us_000584605,0.041718, 0.492877
us_000558792,0.041718, 0.493486
us_000527707,0.041718, 0.494532
us_000572937,0.041718, 0.494642
us_000489983,0.041718, 0.495083
us_000573701,0.041718, 0.495320
us_000571869,0.041718, 0.495479
us_000495034,0.041718, 0.496381
us_000474897,0.041718, 0.501891
us_000333236,0.041718, 0.501928
us_000550380,0.041718, 0.502997
us_000568762,0.041718, 0.505842
us_000567802,0.041718, 0.506423
us_000562521,0.041718, 0.507243
us_000612112,0.041718, 0.507868
us_000499406,0.041718, 0.508282
us_000541111,0.041718, 0.509753
us_000513550,0.041718, 0.510108
us_000558621,0.041718, 0.511232
us_000570207,0.041718, 0.512110
us_000562323,0.041718, 0.512747
us_000586932,0.041718, 0.512825
us_000581021,0.041718, 0.514124
us_000571216,0.041718, 0.515248
us_000542366,0.041718, 0.515363
us_000505800,0.041718, 0.515363
us_000487751,0.041718, 0.515759
us_000566500,0.041718, 0.516035
us_000572084,0.041718, 0.516035
us_000571319,0.041718, 0.516901
us_000563802,0.041718, 0.517443
us_000566534,0.041718, 0.517634
us_000566474,0.041718, 0.518838
us_000596830,0.041718, 0.520223
us_000586098,0.041718, 0.520605
us_000600983,0.041718, 0.521064
us_000604364,0.041718, 0.521555
us_000561514,0.041718, 0.522307
us_000558283,0.041718, 0.522521
us_000598632,0.041718, 0.523494
us_000562481,0.041718, 0.524057
us_000572247,0.041718, 0.524791
us_000605873,0.041718, 0.526238
us_000572947,0.041718, 0.527140
us_000555243,0.041718, 0.528075
us_000526894,0.041718, 0.528407
us_000566389,0.041718, 0.529479
us_000582185,0.041718, 0.529851
us_000547389,0.041718, 0.531066
us_000577205,0.041718, 0.531094
us_000502336,0.041718, 0.534092
us_000611506,0.041718, 0.534092
us_000323704,0.041718, 0.536341
us_000594117,0.041718, 0.536616
us_000503373,0.041718, 0.538410
us_000603233,0.041718, 0.538482
us_000499376,0.041718, 0.539708
us_000486336,0.041718, 0.540328
us_000326682,0.041718, 0.541677
us_000536823,0.041718, 0.541779
us_000572094,0.041718, 0.542085
us_000595914,0.041718, 0.543077
us_000572871,0.041718, 0.543329
us_000572955,0.041718, 0.543509
us_000587802,0.041718, 0.544025
us_000587806,0.041718, 0.544025
us_000587805,0.041718, 0.544025
us_000587810,0.041718, 0.544025
us_000589677,0.041718, 0.544752
us_000580652,0.041718, 0.544854
us_000570285,0.041718, 0.544899
us_000591874,0.041718, 0.544988
us_000573352,0.041718, 0.545261
us_000596185,0.041718, 0.545261
us_000567571,0.041718, 0.545777
us_000473900,0.041718, 0.545905
us_000572136,0.041718, 0.546500
us_000572116,0.041718, 0.546500
us_000487068,0.041718, 0.546878
us_000563969,0.041718, 0.547162
us_000523578,0.041718, 0.547308
us_000560345,0.041718, 0.547412
us_000572721,0.041718, 0.547743
us_000582248,0.041718, 0.547743
us_000576947,0.041718, 0.547743
us_000587134,0.041718, 0.547743
us_000561673,0.041718, 0.547743
us_000572570,0.041718, 0.547743
us_000572590,0.041718, 0.547743
us_000571535,0.041718, 0.547743
us_000578831,0.041718, 0.547926
us_000487033,0.041718, 0.549925
us_000601834,0.041718, 0.550695
us_000508822,0.041718, 0.553115
us_000603203,0.041718, 0.553130
us_000564759,0.041718, 0.554134
us_000567233,0.041718, 0.558101
us_000540264,0.041718, 0.558101
us_000601814,0.041718, 0.562729
us_000583022,0.041718, 0.564287
us_000541271,0.041718, 0.564555
us_000531954,0.041718, 0.564680
us_000587840,0.041718, 0.565355
us_000517367,0.041718, 0.565865
us_000613290,0.041718, 0.566001
us_000572193,0.041718, 0.566410
us_000611489,0.041718, 0.566916
us_000560231,0.041718, 0.569547
us_000524047,0.041718, 0.569863
us_000566473,0.041718, 0.570336
us_000582313,0.041718, 0.570336
us_000540132,0.041718, 0.570336
us_000542047,0.041718, 0.570336
us_000376896,0.041718, 0.570625
us_000592220,0.041718, 0.570932
us_000567554,0.041718, 0.571305
us_000566215,0.041718, 0.571759
us_000562491,0.041718, 0.571759
us_000505819,0.041718, 0.571759
us_000540597,0.041718, 0.571759
us_000521645,0.041718, 0.571759
us_000559757,0.041718, 0.572239
us_000486697,0.041718, 0.572554
us_000318642,0.041718, 0.573092
us_000116543,0.041718, 0.573619
us_000490465,0.041718, 0.573967
us_000566497,0.041718, 0.574139
us_000523008,0.041718, 0.574750
us_000523492,0.041718, 0.574750
us_000562698,0.041718, 0.574750
us_000525757,0.041718, 0.574750
us_000562578,0.041718, 0.574750
us_000543808,0.041718, 0.574750
us_000525409,0.041718, 0.574750
us_000506945,0.041718, 0.574750
us_000523420,0.041718, 0.574750
us_000542525,0.041718, 0.574750
us_000562557,0.041718, 0.574750
us_000542178,0.041718, 0.574750
us_000543142,0.041718, 0.574750
us_000506527,0.041718, 0.574750
us_000607271,0.041718, 0.574750
us_000543047,0.041718, 0.574750
us_000534521,0.041718, 0.574750
us_000563003,0.041718, 0.574750
us_000544096,0.041718, 0.574750
us_000542676,0.041718, 0.574750
us_000506947,0.041718, 0.574750
us_000567603,0.041718, 0.574750
us_000562715,0.041718, 0.574750
us_000566815,0.041718, 0.574750
us_000511694,0.041718, 0.574750
us_000540055,0.041718, 0.574750
us_000567170,0.041718, 0.574750
us_000556217,0.041718, 0.574750
us_000588134,0.041718, 0.574750
us_000540949,0.041718, 0.574750
us_000604457,0.041718, 0.574750
us_000526919,0.041718, 0.574750
us_000557920,0.041718, 0.574750
us_000567169,0.041718, 0.575180
us_000565282,0.041718, 0.575202
us_000565388,0.041718, 0.575795
us_000565542,0.041718, 0.576982
us_000502617,0.041718, 0.577382
us_000604864,0.041718, 0.577460
us_000571437,0.041718, 0.578227
us_000502831,0.041718, 0.578789
us_000526459,0.041718, 0.579055
us_000579652,0.041718, 0.579940
us_000474437,0.041718, 0.580804
us_000567061,0.041718, 0.581278
us_000523319,0.041718, 0.582136
us_000523130,0.041718, 0.583823
us_000526729,0.041718, 0.587106
us_000579788,0.041718, 0.588617
us_000524489,0.041718, 0.589617
us_000500001,0.041718, 0.593433
us_000506003,0.041718, 0.593433
us_000565540,0.041718, 0.595783
us_000572817,0.041718, 0.596389
us_000525209,0.041718, 0.599175
us_000475302,0.041718, 0.601024
us_000609902,0.041718, 0.601998
us_000560306,0.041718, 0.602654
us_000589073,0.041718, 0.605736
us_000508926,0.041718, 0.611354
us_000535330,0.041718, 0.612166
us_000526427,0.041718, 0.619927
us_000567164,0.041718, 0.621288
us_000552307,0.041718, 0.621683
us_000583619,0.041718, 0.621683
us_000539014,0.041718, 0.622792
us_000531470,0.041718, 0.631555
us_000566584,0.041718, 0.633108
us_000547418,0.041718, 0.635435
us_000494405,0.041718, 0.639380
us_000524723,0.041718, 0.640859
us_000475642,0.041718, 0.645692
us_000561491,0.041718, 0.649966
us_000567199,0.041718, 0.650442
us_000550620,0.041718, 0.660673
us_000511513,0.041718, 0.695697
us_000578321,0.041718, 0.701396
us_000551697,0.041718, 0.703444
us_000153784,0.041718, 0.708335
us_000604592,0.041718, 0.708644
us_000534878,0.041718, 0.711542
us_000583064,0.041718, 0.714883
us_000500761,0.041718, 0.731932
us_000491138,0.041718, 0.748827
us_000490075,0.041718, 0.754897
us_000340341,0.041718, 0.779469
us_000544381,0.041718, 0.790892
us_000594260,0.041718, 0.803644
us_000558091,0.041718, 0.815186
us_000034466,0.041718, 0.830172
us_000072560,0.041718, 0.898396
us_000559116,0.041718, 1.103141
us_000591370,0.041718, 1.111343
us_000574092,0.035120, 0.000000
pr_000596101,0.035120, 0.000004
pr_000864094,0.035120, 0.000005
pr_001025164,0.035120, 0.000014
pr_001695340,0.035120, 0.000014
pr_001690414,0.035120, 0.000014
pr_001163717,0.035120, 0.000014
pr_001693831,0.035120, 0.000014
pr_001694547,0.035120, 0.000014
pr_001697726,0.035120, 0.000014
pr_000846054,0.035120, 0.000014
pr_001688065,0.035120, 0.000014
pr_001687349,0.035120, 0.000014
pr_001697215,0.035120, 0.000014
pr_001024063,0.035120, 0.000014
pr_001680179,0.035120, 0.000014
pr_000634748,0.035120, 0.000017
pr_000593243,0.035120, 0.000021
pr_000909468,0.035120, 0.000052
pr_001024505,0.035120, 0.000096
pr_000810763,0.035120, 0.000122
pr_001026699,0.035120, 0.000180
pr_001154338,0.035120, 0.000181
pr_000318622,0.035120, 0.000256
pr_001029876,0.035120, 0.000307
pr_000728532,0.035120, 0.000462
us_000509969,0.035120, 0.227211
us_000490084,0.035120, 0.410182
us_000581752,0.035120, 0.514982
us_000563534,0.035120, 0.520463
us_000546690,0.035120, 0.529033
us_000551270,0.035120, 0.569953
us_000587982,0.035120, 0.579476
us_000462104,0.035120, 0.593121
us_000587999,0.035120, 0.599529
us_000587998,0.035120, 0.599529
us_000504591,0.035120, 0.621826
us_000507234,0.035120, 0.625651
us_000507310,0.035120, 0.625651
us_000567174,0.035120, 0.625651
us_000567189,0.035120, 0.625651
us_000526669,0.035120, 0.628671
us_000546817,0.035120, 0.628671
us_000588076,0.035120, 0.631853
us_000555162,0.035120, 0.631853
us_000504898,0.035120, 0.631853
us_000507846,0.035120, 0.639484
us_000493787,0.035120, 0.760331
us_000500162,0.035120, 0.890423
pr_000158605,0.007598, 0.000005
pr_001893524,0.007598, 0.000050
us_000488920,0.007598, 0.001745
us_000138669,0.007598, 0.005471
us_000528117,0.007598, 0.007017
us_000495916,0.007598, 0.180385
us_000498729,0.007598, 0.205731
us_000527206,0.007598, 0.217053
us_000523272,0.007598, 0.243012
us_000496167,0.007598, 0.244742
us_000534486,0.007598, 0.245712
us_000498520,0.007598, 0.246206
us_000537872,0.007598, 0.246787
us_000541494,0.007598, 0.251125
us_000366710,0.007598, 0.255043
us_000145159,0.007598, 0.256274
us_000520582,0.007598, 0.258486
us_000478596,0.007598, 0.258486
us_000526984,0.007598, 0.258508
us_000546676,0.007598, 0.259252
us_000476849,0.007598, 0.260844
us_000076470,0.007598, 0.265397
us_000475172,0.007598, 0.270189
us_000509910,0.007598, 0.270235
us_000484532,0.007598, 0.272327
us_000559832,0.007598, 0.272434
us_000533453,0.007598, 0.274815
us_000494390,0.007598, 0.274815
us_000495089,0.007598, 0.276802
us_000532483,0.007598, 0.276802
us_000521946,0.007598, 0.276802
us_000517052,0.007598, 0.276802
us_000575147,0.007598, 0.277721
us_000517831,0.007598, 0.279431
us_000485985,0.007598, 0.281583
us_000533400,0.007598, 0.288641
us_000517185,0.007598, 0.293975
us_000508759,0.007598, 0.466898
us_000565072,0.007542, 0.000000
us_000500963,0.007542, 0.000000
us_000480188,0.007542, 0.000000
us_000598494,0.007542, 0.000039
pr_000433580,0.007542, 0.000409
us_000000565,0.007542, 0.000576
us_000469394,0.007542, 0.645475
us_000460396,0.007542, 0.667205
us_000613298,0.007542, 0.668261
us_000501100,0.007542, 0.678531
us_000209495,0.007542, 0.679035
us_000468588,0.007542, 0.680639
us_000501290,0.007542, 0.683501
us_000475938,0.007542, 0.746595
us_000015070,0.007542, 0.755363
us_000536309,0.007542, 0.770778
us_000253749,0.007542, 0.788439
us_000482850,0.007542, 0.790094
us_000473250,0.007542, 0.792406
us_000115378,0.007542, 0.796130
us_000591453,0.007542, 0.801250
us_000458877,0.007542, 0.811555
us_000576935,0.007542, 0.819444
us_000467357,0.007542, 0.826039
us_000500268,0.007542, 0.826691
us_000469051,0.007542, 0.828004
us_000467390,0.007542, 0.843309
us_000511697,0.007542, 0.843561
us_000461210,0.007542, 0.845125
us_000420239,0.007542, 0.845932
us_000061428,0.007542, 0.846328
us_000469139,0.007542, 0.860745
us_000059382,0.007542, 0.861809
us_000017725,0.007542, 0.864461
us_000470338,0.007542, 0.868332
us_000466469,0.007542, 0.869779
us_000579051,0.007542, 0.869779
us_000470955,0.007542, 0.869779
us_000468292,0.007542, 0.869779
us_000123134,0.007542, 0.869938
us_000482663,0.007542, 0.873333
us_000523769,0.007542, 0.880026
us_000430840,0.007542, 0.886046
us_000498939,0.007542, 0.888239
us_000105677,0.007542, 0.893579
us_000256718,0.007542, 0.895766
us_000592092,0.007542, 0.899363
us_000498958,0.007542, 0.914283
us_000563859,0.007542, 0.917590
us_000500690,0.007542, 0.922572
us_000283649,0.007542, 0.925360
us_000243355,0.007542, 0.934958
us_000488139,0.007542, 0.936142
us_000060336,0.007542, 0.936142
us_000159682,0.007542, 0.936142
us_000471088,0.007542, 0.936142
us_000557324,0.007542, 0.939847
us_000575154,0.007542, 0.940858
us_000470883,0.007542, 0.943790
us_000471420,0.007542, 0.943790
us_000459269,0.007542, 0.943790
us_000377623,0.007542, 0.943790
us_000460520,0.007542, 0.943790
us_000474930,0.007542, 0.943790
us_000256192,0.007542, 0.943790
us_000468913,0.007542, 0.947139
us_000573164,0.007542, 0.948257
us_000482448,0.007542, 0.948500
us_000546801,0.007542, 0.948601
us_000584038,0.007542, 0.959448
us_000539844,0.007542, 0.961053
us_000138286,0.007542, 0.962003
us_000286579,0.007542, 0.962287
us_000590091,0.007542, 0.963426
us_000564061,0.007542, 0.964535
us_000196816,0.007542, 0.964926
us_000458461,0.007542, 0.968268
us_000469069,0.007542, 0.969612
us_000546357,0.007542, 0.971989
us_000551272,0.007542, 0.973107
us_000459992,0.007542, 0.974930
us_000469111,0.007542, 0.974930
us_000459970,0.007542, 0.974930
us_000584278,0.007542, 0.976150
us_000203440,0.007542, 0.977032
us_000559919,0.007542, 0.978658
us_000518375,0.007542, 0.980647
us_000461923,0.007542, 0.981909
us_000288071,0.007542, 0.984467
us_000556737,0.007542, 0.987289
us_000509502,0.007542, 0.989621
us_000546966,0.007542, 0.989774
us_000256829,0.007542, 0.989817
us_000546537,0.007542, 0.989863
us_000568127,0.007542, 0.990435
us_000475542,0.007542, 0.990828
us_000568123,0.007542, 0.990932
us_000056723,0.007542, 0.991966
us_000527829,0.007542, 0.992739
us_000573414,0.007542, 0.992837
us_000475673,0.007542, 0.994622
us_000497137,0.007542, 0.995997
us_000415259,0.007542, 0.996750
us_000365403,0.007542, 0.996858
us_000155435,0.007542, 0.996898
us_000468519,0.007542, 0.997188
us_000437599,0.007542, 0.997397
us_000540384,0.007542, 0.997863
us_000461933,0.007542, 0.998262
us_000556577,0.007542, 0.998845
us_000551407,0.007542, 0.998854
us_000469546,0.007542, 0.998860
us_000468456,0.007542, 0.998860
us_000470935,0.007542, 0.999036
us_000289825,0.007542, 0.999436
us_000461830,0.007542, 0.999436
us_000258084,0.007542, 0.999436
us_000557131,0.007542, 1.001831
us_000570077,0.007542, 1.002034
us_000590991,0.007542, 1.002122
us_000105964,0.007542, 1.002792
us_000386393,0.007542, 1.002911
us_000556464,0.007542, 1.003563
us_000470551,0.007542, 1.006946
us_000487290,0.007542, 1.006946
us_000368675,0.007542, 1.006946
us_000246363,0.007542, 1.007024
us_000512480,0.007542, 1.007602
us_000473728,0.007542, 1.007822
us_000486271,0.007542, 1.009699
us_000577809,0.007542, 1.009731
us_000490487,0.007542, 1.009770
us_000563889,0.007542, 1.009931
us_000467342,0.007542, 1.009967
us_000475543,0.007542, 1.009996
us_000594968,0.007542, 1.010853
us_000459668,0.007542, 1.013195
us_000469126,0.007542, 1.015088
us_000235875,0.007542, 1.015088
us_000471116,0.007542, 1.015088
us_000495086,0.007542, 1.015088
us_000198659,0.007542, 1.015088
us_000471245,0.007542, 1.015088
us_000470923,0.007542, 1.015088
us_000461186,0.007542, 1.015088
us_000154887,0.007542, 1.015088
us_000265755,0.007542, 1.015088
us_000476268,0.007542, 1.015088
us_000267447,0.007542, 1.015088
us_000469293,0.007542, 1.015088
us_000469136,0.007542, 1.015088
us_000488157,0.007542, 1.015088
us_000470349,0.007542, 1.015088
us_000460131,0.007542, 1.015645
us_000569568,0.007542, 1.015655
us_000468199,0.007542, 1.015676
us_000577930,0.007542, 1.015689
us_000459303,0.007542, 1.015864
us_000440253,0.007542, 1.016190
us_000546950,0.007542, 1.017162
us_000469029,0.007542, 1.017966
us_000469042,0.007542, 1.017966
us_000475965,0.007542, 1.018106
us_000124537,0.007542, 1.018163
us_000469214,0.007542, 1.018234
us_000468107,0.007542, 1.018314
us_000460629,0.007542, 1.018404
us_000467888,0.007542, 1.018503
us_000470903,0.007542, 1.018737
us_000577395,0.007542, 1.018772
us_000459544,0.007542, 1.018960
us_000538999,0.007542, 1.019631
us_000590023,0.007542, 1.020435
us_000577598,0.007542, 1.020990
us_000296753,0.007542, 1.021352
us_000473705,0.007542, 1.021376
us_000090505,0.007542, 1.021543
us_000469260,0.007542, 1.022158
us_000188816,0.007542, 1.022314
us_000136986,0.007542, 1.022361
us_000486300,0.007542, 1.022830
us_000458528,0.007542, 1.023284
us_000460876,0.007542, 1.023284
us_000476450,0.007542, 1.023284
us_000470978,0.007542, 1.023284
us_000476390,0.007542, 1.023284
us_000476424,0.007542, 1.023284
us_000468990,0.007542, 1.023284
us_000460881,0.007542, 1.023284
us_000470692,0.007542, 1.023284
us_000459178,0.007542, 1.023284
us_000196482,0.007542, 1.023284
us_000067006,0.007542, 1.023284
us_000589084,0.007542, 1.023284
us_000475984,0.007542, 1.023284
us_000468326,0.007542, 1.023284
us_000468334,0.007542, 1.023284
us_000473145,0.007542, 1.023284
us_000079892,0.007542, 1.023284
us_000476391,0.007542, 1.023284
us_000488305,0.007542, 1.023284
us_000469262,0.007542, 1.023284
us_000474884,0.007542, 1.023284
us_000468954,0.007542, 1.023284
us_000471034,0.007542, 1.023284
us_000474655,0.007542, 1.023284
us_000395723,0.007542, 1.023284
us_000385550,0.007542, 1.023284
us_000471305,0.007542, 1.023284
us_000461742,0.007542, 1.023284
us_000466565,0.007542, 1.023284
us_000577417,0.007542, 1.023284
us_000459299,0.007542, 1.023284
us_000541955,0.007542, 1.023284
us_000459438,0.007542, 1.023284
us_000467900,0.007542, 1.023284
us_000476113,0.007542, 1.023284
us_000459944,0.007542, 1.023284
us_000202762,0.007542, 1.023284
us_000277728,0.007542, 1.023284
us_000290980,0.007542, 1.023284
us_000115350,0.007542, 1.023284
us_000469283,0.007542, 1.023284
us_000470789,0.007542, 1.023284
us_000469005,0.007542, 1.023284
us_000474996,0.007542, 1.023284
us_000126033,0.007542, 1.023284
us_000459942,0.007542, 1.023284
us_000470649,0.007542, 1.023284
us_000447167,0.007542, 1.023284
us_000470671,0.007542, 1.023284
us_000476414,0.007542, 1.023284
us_000459326,0.007542, 1.023284
us_000471453,0.007542, 1.023284
us_000460512,0.007542, 1.023284
us_000459576,0.007542, 1.023284
us_000488294,0.007542, 1.023284
us_000590174,0.007542, 1.023284
us_000476458,0.007542, 1.023284
us_000467617,0.007542, 1.023284
us_000466653,0.007542, 1.023868
us_000523931,0.007542, 1.024052
us_000210234,0.007542, 1.024396
us_000458679,0.007542, 1.025527
us_000466340,0.007542, 1.026684
us_000467420,0.007542, 1.026922
us_000575055,0.007542, 1.027424
us_000482548,0.007542, 1.027667
us_000434135,0.007542, 1.030018
us_000482334,0.007542, 1.032017
us_000482607,0.007542, 1.032017
us_000489776,0.007542, 1.032113
us_000525870,0.007542, 1.039370
us_000273232,0.007542, 1.043896
us_000466162,0.007542, 1.048143
us_000488317,0.007542, 1.055845
us_000582187,0.007542, 1.056187
us_000487275,0.007542, 1.059659
us_000509747,0.007542, 1.062370
us_000146234,0.007542, 1.079135
us_000490686,0.007542, 1.081565
us_000495502,0.007542, 1.091354
us_000413964,0.007542, 1.107537
us_000476269,0.007542, 1.108715
us_000578581,0.007542, 1.118201
us_000538523,0.007542, 1.120704
us_000531617,0.007542, 1.150169
us_000524088,0.007542, 1.158710
us_000613587,0.007542, 1.168451
us_000490744,0.007542, 1.169545
us_000525786,0.007542, 1.177376
us_000551833,0.007542, 1.189984
us_000524010,0.007542, 1.201188
us_000460017,0.007542, 1.229799
us_000077390,0.007542, 1.257574
us_000416930,0.007542, 1.264592
us_000272482,0.007542, 1.267697
us_000468258,0.007542, 1.387419
us_000458639,0.007542, 1.545852
us_000253390,0.007542, 1.855693
