Product ID : 889 # of JPs covered : 1 : 79 : Corp Law, 
pr_000344406,0.548297, 0.000000
pr_000592148,0.548297, 0.000000
pr_001031411,0.548297, 0.000001
pr_000865459,0.548297, 0.000001
pr_000844043,0.548297, 0.000001
pr_000710406,0.548297, 0.000001
pr_000563968,0.548297, 0.000001
pr_000572305,0.548297, 0.000001
pr_000172300,0.548297, 0.000001
pr_000120156,0.548297, 0.000001
pr_000701133,0.548297, 0.000001
pr_000696363,0.548297, 0.000001
pr_001160888,0.548297, 0.000001
pr_001691478,0.548297, 0.000001
pr_001822968,0.548297, 0.000001
pr_000167642,0.548297, 0.000002
pr_000292680,0.548297, 0.000002
pr_000303765,0.548297, 0.000002
pr_000295341,0.548297, 0.000002
pr_000698503,0.548297, 0.000003
pr_000907759,0.548297, 0.000003
pr_000930914,0.548297, 0.000003
pr_000302664,0.548297, 0.000003
pr_000301050,0.548297, 0.000003
pr_000303155,0.548297, 0.000003
pr_000574368,0.548297, 0.000003
pr_000970275,0.548297, 0.000004
pr_000702710,0.548297, 0.000004
pr_000711824,0.548297, 0.000004
pr_001392328,0.548297, 0.000005
pr_000711202,0.548297, 0.000005
us_000554223,0.548297, 0.000005
pr_001131839,0.548297, 0.000005
pr_001066148,0.548297, 0.000006
pr_000541705,0.548297, 0.000006
pr_000164851,0.548297, 0.000006
pr_001108658,0.548297, 0.000006
pr_000739348,0.548297, 0.000006
pr_000172881,0.548297, 0.000006
pr_000186367,0.548297, 0.000006
pr_000643939,0.548297, 0.000006
pr_000962337,0.548297, 0.000006
pr_001394773,0.548297, 0.000006
pr_000172628,0.548297, 0.000006
pr_001023572,0.548297, 0.000006
pr_000949996,0.548297, 0.000006
pr_000147143,0.548297, 0.000006
pr_000737300,0.548297, 0.000006
pr_000651466,0.548297, 0.000006
pr_000889559,0.548297, 0.000006
pr_000720263,0.548297, 0.000007
pr_000960077,0.548297, 0.000008
pr_001591372,0.548297, 0.000009
pr_000928111,0.548297, 0.000010
pr_000705339,0.548297, 0.000010
pr_000205827,0.548297, 0.000013
pr_000327952,0.548297, 0.000013
pr_000194873,0.548297, 0.000018
pr_000993815,0.548297, 0.000025
pr_001019137,0.548297, 0.000027
pr_000985205,0.548297, 0.000030
pr_000314919,0.548297, 0.000034
pr_001657978,0.548297, 0.000035
pr_000503064,0.548297, 0.000051
pr_001637919,0.548297, 0.000064
pr_000577440,0.548297, 0.000096
pr_000546680,0.548297, 0.000131
pr_000948859,0.548297, 0.000180
pr_000923716,0.548297, 0.000239
pr_000737954,0.548297, 0.000263
us_000607362,0.548297, 0.000392
pr_000168615,0.548297, 0.000571
pr_000929955,0.548297, 0.001636
us_000550876,0.548297, 0.001883
pr_001406303,0.548297, 0.002164
pr_000728589,0.548297, 0.003127
pr_001054896,0.548297, 0.004355
pr_000665397,0.548297, 0.005760
pr_001019874,0.548297, 0.007343
us_000464446,0.548297, 0.011113
us_000483308,0.548297, 0.011425
pr_000654523,0.548297, 0.013477
us_000468790,0.548297, 0.014438
us_000545974,0.548297, 0.015464
us_000587698,0.548297, 0.027900
us_000616074,0.548297, 0.031402
us_000537518,0.548297, 0.231207
pr_000915742,0.541907, 0.000000
pr_000640878,0.541907, 0.000000
pr_000970533,0.541907, 0.000000
pr_000828884,0.541907, 0.000000
us_000590505,0.541907, 0.191222
us_000591276,0.528472, 0.000000
us_000533739,0.528472, 0.000000
pr_001870242,0.528472, 0.000000
pr_000856612,0.528472, 0.000000
pr_001668871,0.528472, 0.000000
pr_001668207,0.528472, 0.000000
pr_001597588,0.528472, 0.000000
pr_001753091,0.528472, 0.000000
pr_001664263,0.528472, 0.000000
pr_001661661,0.528472, 0.000000
pr_001662426,0.528472, 0.000000
pr_000944151,0.528472, 0.000000
pr_001662216,0.528472, 0.000000
pr_001665965,0.528472, 0.000000
pr_001734755,0.528472, 0.000000
pr_001682527,0.528472, 0.000000
pr_001713808,0.528472, 0.000000
pr_001029849,0.528472, 0.000000
pr_000874565,0.528472, 0.000000
pr_001664093,0.528472, 0.000000
pr_001659544,0.528472, 0.000000
pr_001029761,0.528472, 0.000000
pr_001667893,0.528472, 0.000000
pr_001660698,0.528472, 0.000000
pr_000861194,0.528472, 0.000000
pr_001756662,0.528472, 0.000000
pr_001415246,0.528472, 0.000000
pr_001664537,0.528472, 0.000000
pr_001753002,0.528472, 0.000000
pr_001680774,0.528472, 0.000000
us_000513193,0.528472, 0.000001
us_000544750,0.528472, 0.000001
pr_001660567,0.528472, 0.000004
pr_001121879,0.528472, 0.000019
pr_000709904,0.528472, 0.000038
pr_001122740,0.528472, 0.000071
us_000469844,0.528472, 0.000081
us_000534286,0.528472, 0.000144
us_000561438,0.528472, 0.000372
us_000574220,0.528472, 0.001056
us_000548283,0.528472, 0.001342
pr_000873741,0.528472, 0.001604
us_000592791,0.528472, 0.082013
us_000592197,0.528472, 0.162828
us_000485078,0.528472, 0.164249
us_000549700,0.528472, 0.224982
us_000486775,0.528472, 0.237581
us_000591933,0.528472, 0.257143
us_000465040,0.528472, 0.319649
us_000591737,0.528472, 0.341512
us_000592014,0.528472, 0.347124
us_000592858,0.528472, 0.347804
us_000591934,0.528472, 0.368474
us_000592292,0.528472, 0.372726
us_000588967,0.528472, 0.373327
us_000592310,0.528472, 0.374126
us_000592441,0.528472, 0.374126
us_000592286,0.528472, 0.385895
us_000574158,0.528472, 0.394253
us_000464454,0.528472, 0.550882
us_000574405,0.528472, 0.610377
us_000587180,0.528472, 0.680022
pr_000416917,0.511066, 0.000000
pr_000021577,0.511066, 0.000000
pr_001399190,0.511066, 0.000000
us_000496920,0.511066, 0.000000
pr_000925767,0.511066, 0.000000
us_000519151,0.511066, 0.000000
us_000587231,0.511066, 0.000001
us_000539657,0.511066, 0.000001
us_000518123,0.511066, 0.000003
us_000518750,0.511066, 0.000003
us_000533157,0.511066, 0.000003
us_000523737,0.511066, 0.000003
us_000464976,0.511066, 0.000003
us_000463092,0.511066, 0.000003
us_000459542,0.511066, 0.000003
pr_000584329,0.511066, 0.000004
us_000461596,0.511066, 0.000029
us_000474939,0.511066, 0.000029
us_000541963,0.511066, 0.000029
us_000589005,0.511066, 0.000029
us_000462019,0.511066, 0.000029
us_000458465,0.511066, 0.000029
us_000474850,0.511066, 0.000029
us_000466873,0.511066, 0.000029
us_000459232,0.511066, 0.000029
us_000474048,0.511066, 0.000029
us_000458466,0.511066, 0.000029
us_000468411,0.511066, 0.000029
us_000466300,0.511066, 0.000029
us_000471024,0.511066, 0.000029
us_000467863,0.511066, 0.000029
us_000466508,0.511066, 0.000029
us_000471448,0.511066, 0.000029
us_000467675,0.511066, 0.000029
us_000466386,0.511066, 0.000029
us_000469164,0.511066, 0.000029
us_000467681,0.511066, 0.000029
us_000584604,0.511066, 0.000029
us_000592544,0.511066, 0.000029
us_000592397,0.511066, 0.000029
us_000616636,0.511066, 0.000029
us_000592257,0.511066, 0.000029
pr_001138256,0.511066, 0.000031
pr_001777089,0.511066, 0.000047
pr_001802922,0.511066, 0.000047
us_000513021,0.511066, 0.000050
pr_001801207,0.511066, 0.000055
pr_002121650,0.511066, 0.000055
pr_001785803,0.511066, 0.000063
us_000526716,0.511066, 0.000063
pr_001154845,0.511066, 0.000070
pr_000755813,0.511066, 0.000070
pr_001775771,0.511066, 0.000072
us_000516689,0.511066, 0.000080
pr_002038172,0.511066, 0.000080
pr_001027951,0.511066, 0.000094
us_000465997,0.511066, 0.000098
us_000469738,0.511066, 0.000113
us_000461275,0.511066, 0.000113
us_000141844,0.511066, 0.000117
pr_001780587,0.511066, 0.000129
pr_002042257,0.511066, 0.000134
us_000614329,0.511066, 0.000142
pr_001884201,0.511066, 0.000143
us_000215592,0.511066, 0.000163
us_000531255,0.511066, 0.000167
us_000549940,0.511066, 0.000174
us_000478811,0.511066, 0.000183
us_000488851,0.511066, 0.000202
us_000518193,0.511066, 0.000203
pr_001783692,0.511066, 0.000215
us_000479525,0.511066, 0.000218
us_000596966,0.511066, 0.000226
us_000592444,0.511066, 0.000233
us_000533506,0.511066, 0.000233
us_000500173,0.511066, 0.000233
us_000498889,0.511066, 0.000316
us_000510904,0.511066, 0.000324
us_000525420,0.511066, 0.000330
us_000568223,0.511066, 0.000347
us_000483711,0.511066, 0.000417
us_000512248,0.511066, 0.000441
us_000613316,0.511066, 0.000446
us_000479618,0.511066, 0.000463
us_000524552,0.511066, 0.000533
us_000511120,0.511066, 0.000589
pr_000208930,0.511066, 0.000630
us_000225346,0.511066, 0.000637
us_000534794,0.511066, 0.000738
us_000548458,0.511066, 0.000845
us_000583392,0.511066, 0.000950
us_000476394,0.511066, 0.000970
us_000461962,0.511066, 0.000983
us_000487051,0.511066, 0.001018
us_000508586,0.511066, 0.001018
us_000590931,0.511066, 0.001069
us_000592455,0.511066, 0.001069
us_000460758,0.511066, 0.001102
us_000467812,0.511066, 0.001328
us_000616794,0.511066, 0.001337
us_000591487,0.511066, 0.001437
us_000538336,0.511066, 0.001440
us_000548272,0.511066, 0.001455
us_000508363,0.511066, 0.001483
us_000470400,0.511066, 0.001500
us_000480743,0.511066, 0.001581
us_000393232,0.511066, 0.001674
us_000541751,0.511066, 0.001856
us_000499098,0.511066, 0.001920
us_000530241,0.511066, 0.002009
us_000553361,0.511066, 0.002038
pr_001774601,0.511066, 0.002132
us_000579214,0.511066, 0.002192
us_000494194,0.511066, 0.002348
us_000584481,0.511066, 0.002356
us_000502521,0.511066, 0.002367
us_000511786,0.511066, 0.002415
us_000468063,0.511066, 0.002458
us_000525947,0.511066, 0.002513
us_000503687,0.511066, 0.002530
us_000588989,0.511066, 0.002614
us_000580705,0.511066, 0.002723
us_000498095,0.511066, 0.002913
us_000560989,0.511066, 0.003061
us_000546029,0.511066, 0.003299
us_000479473,0.511066, 0.003546
us_000500243,0.511066, 0.003745
us_000558945,0.511066, 0.003768
us_000517162,0.511066, 0.003770
us_000473652,0.511066, 0.004349
us_000541517,0.511066, 0.005343
us_000508132,0.511066, 0.005701
us_000571407,0.511066, 0.005745
us_000580573,0.511066, 0.005801
us_000505900,0.511066, 0.006175
us_000521473,0.511066, 0.006378
us_000487766,0.511066, 0.006938
us_000509684,0.511066, 0.008220
us_000600173,0.511066, 0.008371
us_000551828,0.511066, 0.008436
us_000480956,0.511066, 0.011969
us_000550178,0.511066, 0.015121
us_000563109,0.511066, 0.015635
us_000561107,0.511066, 0.016918
us_000580502,0.511066, 0.016918
us_000583074,0.511066, 0.016918
us_000596690,0.511066, 0.016918
us_000464386,0.511066, 0.017037
us_000579820,0.511066, 0.017286
us_000470069,0.511066, 0.017612
us_000508028,0.511066, 0.018692
us_000499925,0.511066, 0.019673
us_000525843,0.511066, 0.019887
us_000500903,0.511066, 0.022190
us_000521051,0.511066, 0.022801
us_000027597,0.511066, 0.023207
us_000517450,0.511066, 0.024244
us_000473774,0.511066, 0.024625
us_000506678,0.511066, 0.024854
us_000528006,0.511066, 0.025288
us_000617039,0.511066, 0.027844
us_000568136,0.511066, 0.028889
us_000498404,0.511066, 0.028993
us_000526994,0.511066, 0.029582
us_000533880,0.511066, 0.029878
us_000550675,0.511066, 0.030046
us_000527023,0.511066, 0.032272
us_000517878,0.511066, 0.032291
us_000489336,0.511066, 0.036534
us_000473591,0.511066, 0.036961
us_000587861,0.511066, 0.041871
us_000592560,0.511066, 0.042341
us_000521761,0.511066, 0.051437
us_000562140,0.511066, 0.066025
us_000507744,0.511066, 0.070828
us_000538344,0.511066, 0.073138
us_000545914,0.511066, 0.085027
us_000559135,0.511066, 0.089871
us_000543691,0.511066, 0.092093
us_000480792,0.511066, 0.099396
us_000522564,0.511066, 0.116936
us_000543851,0.511066, 0.143956
us_000549243,0.511066, 0.226650
us_000563118,0.511066, 0.287916
us_000555873,0.511066, 0.333005
us_000425859,0.511066, 0.588824
us_000496383,0.511066, 0.683060
pr_001153187,0.509119, 0.000000
pr_001388655,0.509119, 0.000000
pr_001157800,0.509119, 0.000000
pr_001581845,0.509119, 0.000000
pr_001005376,0.509119, 0.000000
us_000497396,0.509119, 0.000000
us_000547375,0.509119, 0.000000
pr_000905138,0.509119, 0.000000
pr_000835063,0.509119, 0.000000
us_000616552,0.509119, 0.000003
pr_000598006,0.509119, 0.000007
us_000546947,0.509119, 0.000662
us_000549574,0.509119, 0.030269
us_000532190,0.507394, 0.000000
us_000522973,0.507394, 0.000000
us_000606543,0.507394, 0.000002
us_000497409,0.507394, 0.000002
us_000513997,0.507394, 0.000002
us_000581608,0.507394, 0.000003
pr_000093693,0.507394, 0.000004
us_000514035,0.507394, 0.000004
us_000531091,0.507394, 0.000004
us_000534407,0.507394, 0.000007
us_000575291,0.507394, 0.000007
us_000578896,0.507394, 0.000009
pr_000813664,0.507394, 0.000010
us_000594556,0.507394, 0.000014
us_000489545,0.507394, 0.000024
us_000572680,0.507394, 0.000024
us_000597380,0.507394, 0.000025
pr_001726532,0.507394, 0.000025
us_000517135,0.507394, 0.000026
us_000533354,0.507394, 0.000029
us_000547764,0.507394, 0.000029
us_000579523,0.507394, 0.000036
us_000615772,0.507394, 0.000036
us_000593263,0.507394, 0.000040
us_000535877,0.507394, 0.000042
pr_001394918,0.507394, 0.000045
us_000578610,0.507394, 0.000076
us_000600055,0.507394, 0.000089
us_000532505,0.507394, 0.000111
us_000521952,0.507394, 0.000202
us_000566295,0.507394, 0.000298
us_000484121,0.507394, 0.000405
us_000509419,0.507394, 0.000529
us_000576666,0.507394, 0.000715
us_000613928,0.507394, 0.000988
us_000572903,0.507394, 0.001161
us_000493632,0.507394, 0.001215
us_000600514,0.507394, 0.002214
us_000589990,0.507394, 0.002431
us_000585483,0.507394, 0.002703
us_000511930,0.507394, 0.003518
us_000479626,0.507394, 0.003794
us_000539904,0.507394, 0.003864
us_000503559,0.507394, 0.003896
us_000481076,0.507394, 0.003957
us_000607171,0.507394, 0.005958
us_000597167,0.507394, 0.008137
us_000518252,0.507394, 0.008441
us_000523889,0.507394, 0.010785
us_000544288,0.507394, 0.012033
us_000589816,0.507394, 0.042128
us_000512007,0.495316, 0.000000
us_000511039,0.495316, 0.000000
us_000475289,0.495316, 0.000000
us_000566194,0.495316, 0.000000
us_000535825,0.495316, 0.000000
pr_000208179,0.495316, 0.000000
pr_000484380,0.495316, 0.000000
pr_000212919,0.495316, 0.000000
pr_000962667,0.495316, 0.000000
pr_001015081,0.495316, 0.000000
pr_001153418,0.495316, 0.000000
pr_001825574,0.495316, 0.000000
pr_001819539,0.495316, 0.000000
pr_001122259,0.495316, 0.000000
pr_000978687,0.495316, 0.000000
pr_000747274,0.495316, 0.000000
pr_001060772,0.495316, 0.000000
pr_000496287,0.495316, 0.000004
pr_000111203,0.495316, 0.000021
pr_000488520,0.495316, 0.000022
us_000538638,0.495316, 0.000421
pr_000202619,0.495316, 0.000437
us_000586770,0.495316, 0.001990
us_000505777,0.495316, 0.004445
us_000555566,0.495316, 0.005034
us_000600555,0.495316, 0.035409
us_000532574,0.495316, 0.046087
us_000532486,0.495316, 0.046691
us_000499883,0.495316, 0.064650
pr_001753486,0.494492, 0.000000
us_000545148,0.494492, 0.000001
us_000506253,0.494492, 0.000001
pr_000785321,0.494492, 0.000005
pr_000288183,0.494492, 0.000093
us_000607492,0.494492, 0.000516
us_000579174,0.494492, 0.000516
us_000579244,0.494492, 0.004707
us_000564794,0.494492, 0.008151
us_000567838,0.494492, 0.354878
pr_000344215,0.480013, 0.000000
pr_000182426,0.480013, 0.000000
pr_001675199,0.480013, 0.000000
pr_000487351,0.480013, 0.000000
pr_001004865,0.480013, 0.000000
pr_000597678,0.480013, 0.000000
pr_000249734,0.480013, 0.000000
pr_000360765,0.480013, 0.000000
pr_000541532,0.480013, 0.000000
pr_000591068,0.480013, 0.000000
pr_000590592,0.480013, 0.000000
pr_000560481,0.480013, 0.000000
pr_000596712,0.480013, 0.000000
pr_000596326,0.480013, 0.000000
pr_000170175,0.480013, 0.000000
pr_000342041,0.480013, 0.000000
pr_000590738,0.480013, 0.000000
pr_000594339,0.480013, 0.000000
pr_000294525,0.480013, 0.000000
pr_000594069,0.480013, 0.000000
pr_000568450,0.480013, 0.000000
pr_000294897,0.480013, 0.000000
pr_000601212,0.480013, 0.000000
pr_000287735,0.480013, 0.000000
pr_000491435,0.480013, 0.000000
pr_000592774,0.480013, 0.000000
pr_000591062,0.480013, 0.000000
pr_000379099,0.480013, 0.000000
pr_000579501,0.480013, 0.000000
pr_000591804,0.480013, 0.000000
pr_000169519,0.480013, 0.000000
pr_000591756,0.480013, 0.000000
pr_000593756,0.480013, 0.000000
pr_000330701,0.480013, 0.000000
pr_000293695,0.480013, 0.000000
pr_000005907,0.480013, 0.000000
pr_000004599,0.480013, 0.000000
pr_000631327,0.480013, 0.000000
pr_000411479,0.480013, 0.000000
pr_000118154,0.480013, 0.000000
pr_000659666,0.480013, 0.000000
pr_000631616,0.480013, 0.000000
pr_000969634,0.480013, 0.000000
pr_000080087,0.480013, 0.000000
pr_000620777,0.480013, 0.000000
pr_000595089,0.480013, 0.000000
us_000563405,0.480013, 0.000001
pr_000844786,0.480013, 0.000001
us_000587126,0.480013, 0.000001
pr_000319920,0.480013, 0.000003
pr_000602793,0.480013, 0.000004
pr_001689410,0.480013, 0.000004
us_000611068,0.480013, 0.000007
us_000606643,0.480013, 0.000007
pr_000993253,0.480013, 0.000011
pr_000809971,0.480013, 0.000053
pr_000900460,0.480013, 0.000054
pr_001704484,0.480013, 0.000060
pr_001616211,0.480013, 0.000079
pr_001007329,0.480013, 0.000098
pr_000666075,0.480013, 0.000116
pr_002056623,0.480013, 0.000120
pr_000867453,0.480013, 0.000149
pr_002117786,0.480013, 0.000152
pr_000220621,0.480013, 0.000154
pr_001670551,0.480013, 0.000189
pr_000866830,0.480013, 0.000207
pr_000857956,0.480013, 0.000288
pr_001857087,0.480013, 0.000300
pr_001921607,0.480013, 0.000344
pr_001017155,0.480013, 0.000355
pr_002220051,0.480013, 0.000364
pr_000953047,0.480013, 0.000776
pr_000772681,0.480013, 0.001470
pr_000469537,0.480013, 0.001779
us_000483887,0.480013, 0.003233
us_000469454,0.480013, 0.316560
us_000539122,0.480013, 0.340914
us_000595946,0.480013, 0.341860
us_000592341,0.480013, 0.345535
us_000493980,0.480013, 0.417511
us_000505487,0.479705, 0.000271
us_000588837,0.472208, 0.090518
us_000593033,0.472208, 0.170516
us_000556453,0.472208, 0.221966
us_000561536,0.460929, 0.000000
us_000499321,0.460929, 0.000000
us_000549186,0.460929, 0.000000
us_000519891,0.460929, 0.000000
us_000562143,0.460929, 0.000000
us_000569184,0.460929, 0.000000
us_000568218,0.460929, 0.000000
us_000540255,0.460929, 0.000000
us_000540146,0.460929, 0.000000
us_000519368,0.460929, 0.000000
us_000561364,0.460929, 0.000000
us_000562967,0.460929, 0.000000
us_000548400,0.460929, 0.000000
us_000509081,0.460929, 0.000000
us_000546725,0.460929, 0.000000
pr_000280607,0.460929, 0.000000
pr_000719851,0.460929, 0.000000
us_000563494,0.460929, 0.000004
us_000545793,0.460929, 0.000007
us_000534217,0.460929, 0.000007
pr_001707945,0.460929, 0.000012
pr_001814521,0.460929, 0.000012
pr_001090378,0.460929, 0.000017
us_000541631,0.460929, 0.000017
pr_000825608,0.460929, 0.000033
pr_000858700,0.460929, 0.000033
pr_000538215,0.460929, 0.000040
pr_000918022,0.460929, 0.000075
pr_000707332,0.460929, 0.000085
pr_000644146,0.460929, 0.000146
pr_000561282,0.460929, 0.000207
us_000549949,0.460929, 0.000357
pr_000103462,0.460929, 0.000497
us_000480504,0.460929, 0.000648
us_000542691,0.460929, 0.000648
us_000568166,0.460929, 0.000731
us_000549383,0.460929, 0.000731
us_000549441,0.460929, 0.000731
us_000462148,0.460929, 0.000960
pr_000859592,0.460929, 0.001154
us_000499877,0.460929, 0.001903
us_000497664,0.460929, 0.002141
us_000563413,0.460929, 0.007342
us_000594348,0.460929, 0.010504
us_000557355,0.460929, 0.011825
us_000541186,0.460929, 0.011950
us_000474373,0.460929, 0.068295
us_000533481,0.460929, 0.260825
us_000589724,0.460929, 0.285163
us_000008477,0.460929, 0.320350
us_000615522,0.460929, 0.328221
us_000579679,0.460929, 0.339192
us_000586543,0.460929, 0.343348
us_000531278,0.460929, 0.344011
us_000578126,0.460929, 0.359266
us_000587507,0.460929, 0.367202
us_000616448,0.460929, 0.368976
us_000531972,0.460929, 0.373444
us_000565851,0.460929, 0.387610
us_000532531,0.460929, 0.395914
us_000500902,0.460929, 0.432085
us_000499202,0.460929, 0.444616
us_000534577,0.460929, 0.484004
us_000552747,0.460929, 1.568772
us_000461979,0.448359, 0.000000
us_000532888,0.448359, 0.000000
us_000531600,0.448359, 0.000000
us_000462241,0.448359, 0.000000
us_000479829,0.448359, 0.000000
us_000462245,0.448359, 0.000000
us_000481088,0.448359, 0.000000
us_000489410,0.448359, 0.000000
us_000535508,0.448359, 0.000000
us_000570612,0.448359, 0.000000
us_000495472,0.448359, 0.000000
us_000481075,0.448359, 0.000000
us_000462137,0.448359, 0.000000
us_000461426,0.448359, 0.000000
us_000465534,0.448359, 0.000000
us_000481190,0.448359, 0.000000
us_000531550,0.448359, 0.000000
us_000536509,0.448359, 0.000000
us_000525980,0.448359, 0.000001
us_000525800,0.448359, 0.000001
us_000514187,0.448359, 0.000001
us_000534632,0.448359, 0.000001
us_000479536,0.448359, 0.000001
us_000422016,0.448359, 0.000001
us_000523525,0.448359, 0.000001
us_000541856,0.448359, 0.000001
us_000523913,0.448359, 0.000001
us_000511198,0.448359, 0.000001
us_000527348,0.448359, 0.000001
us_000546738,0.448359, 0.000001
us_000519295,0.448359, 0.000001
us_000509503,0.448359, 0.000001
us_000557321,0.448359, 0.000001
us_000552339,0.448359, 0.000003
us_000528217,0.448359, 0.000003
us_000559657,0.448359, 0.000003
us_000560511,0.448359, 0.000003
us_000545310,0.448359, 0.000004
us_000592418,0.448359, 0.000004
us_000592246,0.448359, 0.000004
us_000560459,0.448359, 0.000004
us_000592212,0.448359, 0.000004
us_000561887,0.448359, 0.000004
us_000524305,0.448359, 0.000004
us_000504925,0.448359, 0.000004
us_000539358,0.448359, 0.000004
us_000508616,0.448359, 0.000004
us_000551321,0.448359, 0.000004
us_000511248,0.448359, 0.000004
us_000500642,0.448359, 0.000006
us_000559436,0.448359, 0.000013
us_000591489,0.448359, 0.000015
us_000561032,0.448359, 0.000015
us_000592412,0.448359, 0.000015
us_000501547,0.448359, 0.000015
pr_000918140,0.448359, 0.000045
us_000534119,0.448359, 0.000050
pr_001660143,0.448359, 0.000058
us_000288838,0.448359, 0.000106
us_000463179,0.448359, 0.000121
us_000486701,0.448359, 0.000250
us_000530361,0.448359, 0.000266
us_000530217,0.448359, 0.000266
us_000569603,0.448359, 0.000373
us_000583826,0.448359, 0.000473
us_000556643,0.448359, 0.000516
us_000586924,0.448359, 0.000525
us_000493838,0.448359, 0.000539
us_000532538,0.448359, 0.000612
us_000515622,0.448359, 0.000627
us_000593770,0.448359, 0.000734
us_000519044,0.448359, 0.000767
pr_001040064,0.448359, 0.000809
us_000538953,0.448359, 0.000863
us_000487177,0.448359, 0.000986
us_000513375,0.448359, 0.001033
us_000522607,0.448359, 0.001035
us_000534961,0.448359, 0.001088
us_000562783,0.448359, 0.001139
us_000564019,0.448359, 0.001211
us_000544618,0.448359, 0.001235
us_000514401,0.448359, 0.001235
us_000517293,0.448359, 0.001235
us_000545558,0.448359, 0.001235
us_000559383,0.448359, 0.001239
us_000532187,0.448359, 0.001249
us_000519110,0.448359, 0.001394
us_000591855,0.448359, 0.001471
us_000522365,0.448359, 0.001590
us_000534759,0.448359, 0.001724
us_000504955,0.448359, 0.001731
us_000487704,0.448359, 0.001740
us_000583914,0.448359, 0.001839
us_000573550,0.448359, 0.001984
us_000464607,0.448359, 0.002587
us_000577681,0.448359, 0.003413
us_000493303,0.448359, 0.003835
us_000587107,0.448359, 0.004304
us_000529649,0.448359, 0.004823
us_000580794,0.448359, 0.005775
us_000593192,0.448359, 0.005793
us_000510430,0.448359, 0.006283
us_000498724,0.448359, 0.007825
us_000503551,0.448359, 0.007856
us_000480679,0.448359, 0.007871
us_000513598,0.448359, 0.008495
us_000148148,0.448359, 0.011641
us_000481133,0.448359, 0.011964
us_000481236,0.448359, 0.014456
us_000547452,0.448359, 0.016023
us_000550695,0.448359, 0.017611
us_000523723,0.448359, 0.017822
us_000538103,0.448359, 0.017986
us_000523565,0.448359, 0.018230
us_000608033,0.448359, 0.018284
us_000600572,0.448359, 0.019531
us_000611342,0.448359, 0.021463
us_000579339,0.448359, 0.022160
us_000579160,0.448359, 0.023122
us_000431116,0.448359, 0.023269
us_000513760,0.448359, 0.024508
us_000571944,0.448359, 0.026295
us_000596144,0.448359, 0.029004
us_000586453,0.448359, 0.036268
us_000550150,0.448359, 0.045015
us_000472455,0.448359, 0.050919
us_000485280,0.448359, 0.051443
us_000594684,0.448359, 0.054916
us_000495479,0.448359, 0.058360
us_000583838,0.448359, 0.077368
us_000591785,0.448359, 0.086663
us_000494786,0.448359, 0.087406
us_000572942,0.448359, 0.226541
us_000468511,0.448359, 0.383742
us_000494246,0.448359, 0.554778
us_000537448,0.448359, 0.791288
us_000590988,0.448359, 1.357762
us_000494442,0.448359, 4.482062
us_000578981,0.448359, 4.484226
us_000494291,0.448359, 4.742535
us_000592722,0.448359, 7.913875
us_000557949,0.441184, 0.000000
us_000568250,0.441184, 0.000000
pr_001638070,0.441184, 0.000005
pr_000978070,0.441184, 0.000008
pr_001663146,0.441184, 0.000008
us_000552144,0.441184, 0.000017
us_000474830,0.441184, 0.000023
us_000552962,0.441184, 0.000091
us_000587794,0.441184, 0.000103
us_000569159,0.441184, 0.000121
us_000612683,0.441184, 0.000307
us_000599639,0.441184, 0.000446
pr_001151013,0.441184, 0.000564
us_000616334,0.441184, 0.000590
us_000604682,0.441184, 0.000631
us_000471780,0.441184, 0.000666
us_000482311,0.441184, 0.000895
us_000596442,0.441184, 0.001369
pr_000840697,0.441184, 0.001489
us_000513684,0.441184, 0.002087
us_000150652,0.441184, 0.002332
us_000472911,0.441184, 0.002448
us_000595413,0.441184, 0.002625
us_000492381,0.441184, 0.006371
us_000481187,0.441184, 0.023865
us_000507504,0.441184, 0.050733
us_000591371,0.441184, 0.077025
us_000503663,0.441184, 0.094804
us_000549927,0.441184, 0.339660
us_000564680,0.441184, 0.628574
us_000558737,0.441184, 0.635654
us_000546044,0.441184, 0.636565
us_000499473,0.441184, 0.641393
us_000598354,0.441184, 0.642125
us_000563918,0.441184, 0.642570
us_000565049,0.441184, 0.649249
us_000466472,0.441184, 0.653613
us_000570908,0.441184, 0.655337
us_000488572,0.441184, 0.656270
us_000576296,0.441184, 0.659906
us_000576281,0.441184, 0.660457
us_000615546,0.441184, 0.662532
us_000576169,0.441184, 0.665213
us_000598081,0.441184, 0.753769
us_000576502,0.441184, 0.775516
us_000551337,0.387098, 0.000000
us_000555027,0.387098, 0.000008
us_000587780,0.387098, 0.000011
us_000588900,0.387098, 0.000027
pr_000740621,0.387098, 0.000033
us_000593738,0.387098, 0.000058
us_000525484,0.387098, 0.000058
us_000513703,0.387098, 0.000058
us_000543893,0.387098, 0.000058
us_000492240,0.387098, 0.000062
us_000582025,0.387098, 0.000064
us_000551002,0.387098, 0.000077
pr_000581268,0.387098, 0.000078
us_000603059,0.387098, 0.000079
us_000602875,0.387098, 0.000083
us_000551724,0.387098, 0.000086
us_000606303,0.387098, 0.000087
us_000574541,0.387098, 0.000089
us_000548136,0.387098, 0.000281
us_000479528,0.387098, 0.000444
us_000546964,0.387098, 0.000517
us_000587781,0.387098, 0.000958
us_000605563,0.387098, 0.000985
us_000549519,0.387098, 0.001036
us_000490457,0.387098, 0.001043
us_000551208,0.387098, 0.001078
us_000550732,0.387098, 0.001270
