Product ID : 1034 # of JPs covered : 1 : 224 : Employment Litigation, 
us_000464779,0.546923, 0.353126
us_000475958,0.546923, 0.387832
us_000488399,0.546923, 0.408885
us_000459458,0.546923, 0.412198
us_000520190,0.546923, 0.419338
us_000529351,0.546923, 0.429914
us_000468679,0.546923, 0.433697
us_000179369,0.546923, 0.457244
us_000493319,0.546923, 0.464415
us_000472940,0.546923, 0.466784
us_000242870,0.546923, 0.467061
us_000529732,0.546923, 0.477668
us_000547289,0.546923, 0.494035
us_000491897,0.546923, 0.607757
us_000229946,0.546923, 0.625187
us_000491706,0.546923, 0.739383
us_000486680,0.546923, 0.880959
us_000529977,0.546923, 1.112523
us_000472434,0.546923, 1.389916
us_000568529,0.511687, 0.000000
us_000482838,0.511687, 0.000000
us_000469194,0.511687, 0.000000
us_000564278,0.511687, 0.000000
us_000478979,0.511687, 0.000000
us_000552054,0.511687, 0.000000
us_000496870,0.511687, 0.000000
us_000524981,0.511687, 0.000000
us_000566039,0.511687, 0.000000
us_000552280,0.511687, 0.000001
us_000511837,0.511687, 0.000001
us_000505889,0.511687, 0.000001
us_000510156,0.511687, 0.000001
us_000518379,0.511687, 0.000001
us_000498338,0.511687, 0.000009
us_000474057,0.511687, 0.000010
us_000512260,0.511687, 0.000010
us_000559551,0.511687, 0.000010
us_000560852,0.511687, 0.000010
us_000548063,0.511687, 0.000010
us_000518822,0.511687, 0.000010
us_000582284,0.511687, 0.000012
us_000612180,0.511687, 0.000012
us_000505149,0.511687, 0.000014
us_000549977,0.511687, 0.000014
us_000567312,0.511687, 0.000014
us_000555747,0.511687, 0.000014
us_000523549,0.511687, 0.000014
us_000496939,0.511687, 0.000014
us_000570312,0.511687, 0.000014
us_000560898,0.511687, 0.000014
us_000538335,0.511687, 0.000014
us_000498183,0.511687, 0.000014
us_000569415,0.511687, 0.000014
us_000568110,0.511687, 0.000014
us_000516424,0.511687, 0.000014
us_000515835,0.511687, 0.000014
us_000497744,0.511687, 0.000014
us_000568052,0.511687, 0.000014
us_000594846,0.511687, 0.000014
us_000525355,0.511687, 0.000014
us_000491645,0.511687, 0.000019
us_000461402,0.511687, 0.000025
us_000557389,0.511687, 0.000027
us_000474346,0.511687, 0.000031
us_000548803,0.511687, 0.000035
us_000516830,0.511687, 0.000035
us_000537401,0.511687, 0.000036
us_000520134,0.511687, 0.000043
us_000548775,0.511687, 0.000043
us_000474810,0.511687, 0.000067
us_000599222,0.511687, 0.000071
us_000488026,0.511687, 0.000073
us_000512481,0.511687, 0.000081
us_000466117,0.511687, 0.000085
us_000589363,0.511687, 0.000091
us_000569799,0.511687, 0.000178
us_000511361,0.511687, 0.000462
us_000469263,0.511687, 0.000487
us_000537157,0.511687, 0.000533
us_000556753,0.511687, 0.000801
pr_001974037,0.511687, 0.001370
pr_000741121,0.511687, 0.001370
pr_000600429,0.511687, 0.001370
us_000537745,0.511687, 0.001480
us_000566709,0.511687, 0.001480
us_000484606,0.511687, 0.001562
us_000537140,0.511687, 0.001608
us_000548736,0.511687, 0.001741
us_000050834,0.511687, 0.001868
us_000470234,0.511687, 0.002059
pr_001928879,0.511687, 0.002425
us_000566937,0.511687, 0.002583
us_000575920,0.511687, 0.003585
us_000572622,0.511687, 0.004814
us_000573827,0.511687, 0.004881
us_000599247,0.511687, 0.006473
us_000470950,0.511687, 0.075243
us_000529327,0.511687, 0.097868
us_000202119,0.511687, 0.132640
us_000471928,0.511687, 1.561923
us_000467527,0.511687, 2.246314
us_000470333,0.511687, 2.385781
us_000471402,0.511687, 2.481579
us_000468354,0.511687, 2.504752
us_000468517,0.511687, 2.526454
us_000468395,0.511687, 2.536890
us_000471233,0.511687, 2.584732
us_000470799,0.511687, 2.585885
us_000470800,0.511687, 2.625312
us_000468163,0.511687, 2.662053
us_000470147,0.511687, 2.703511
us_000471050,0.511687, 2.714867
us_000469229,0.511687, 2.774222
us_000470871,0.511687, 2.797317
us_000468288,0.511687, 2.802542
us_000468388,0.511687, 2.815550
us_000471992,0.511687, 2.854582
us_000468327,0.511687, 2.883763
us_000471011,0.511687, 3.076372
us_000469188,0.511687, 3.079023
us_000485824,0.510272, 0.000000
us_000552841,0.510272, 0.000000
us_000491340,0.510272, 0.000000
us_000514913,0.510272, 0.000000
us_000488717,0.510272, 0.000000
us_000533683,0.510272, 0.000000
us_000542562,0.510272, 0.000000
us_000554157,0.510272, 0.000000
pr_000868327,0.510272, 0.000000
pr_002229727,0.510272, 0.000000
pr_000991174,0.510272, 0.000000
pr_000874534,0.510272, 0.000000
pr_000896183,0.510272, 0.000000
pr_000982748,0.510272, 0.000000
pr_000868328,0.510272, 0.000000
pr_000434489,0.510272, 0.000000
pr_000991735,0.510272, 0.000000
pr_000846510,0.510272, 0.000000
pr_000963371,0.510272, 0.000000
pr_000188845,0.510272, 0.000000
pr_001717175,0.510272, 0.000000
pr_001078957,0.510272, 0.000000
pr_000835268,0.510272, 0.000000
pr_001724598,0.510272, 0.000000
pr_000348138,0.510272, 0.000000
pr_001716236,0.510272, 0.000000
pr_000407428,0.510272, 0.000000
us_000504799,0.510272, 0.000002
pr_000894557,0.510272, 0.000004
pr_000407686,0.510272, 0.000004
pr_002164758,0.510272, 0.000004
pr_001405565,0.510272, 0.000008
pr_001402794,0.510272, 0.000012
pr_002094058,0.510272, 0.000319
us_000467452,0.510272, 4.203446
us_000468108,0.426827, 0.000000
us_000470895,0.426827, 0.000000
us_000462216,0.426827, 0.000000
us_000493150,0.426827, 0.000000
us_000461363,0.426827, 0.000000
us_000472497,0.426827, 0.000000
us_000509256,0.426827, 0.000007
us_000496567,0.426827, 0.000007
us_000495380,0.426827, 0.000007
us_000505655,0.426827, 0.000178
us_000509310,0.426827, 0.000574
pr_001075616,0.426827, 0.000878
us_000539054,0.426827, 0.004626
us_000561786,0.426827, 0.004966
us_000487196,0.426827, 0.438677
us_000493122,0.426827, 0.458349
us_000606639,0.426827, 0.582879
us_000565094,0.386160, 0.000001
pr_000982432,0.386160, 0.000057
us_000527835,0.386160, 0.000369
us_000494929,0.386160, 0.003995
us_000530210,0.386160, 0.011716
us_000496944,0.386160, 0.038133
us_000170636,0.386160, 0.647215
us_000485173,0.380150, 0.000005
pr_000690087,0.380150, 0.000033
pr_000584589,0.380150, 0.000052
pr_001022910,0.380150, 0.000080
pr_001394171,0.380150, 0.000085
us_000475019,0.380150, 0.002878
us_000525220,0.380150, 0.118995
us_000525619,0.380150, 0.128639
us_000474005,0.380150, 0.133492
us_000099306,0.380150, 0.137861
us_000472673,0.380150, 0.139808
us_000472764,0.380150, 0.141419
us_000489039,0.380150, 0.142144
us_000482918,0.380150, 0.142698
us_000487001,0.380150, 0.142922
us_000474008,0.380150, 0.143293
us_000546055,0.380150, 0.143459
us_000092183,0.380150, 0.143844
us_000471650,0.380150, 0.144294
us_000383276,0.380150, 0.145021
us_000542679,0.380150, 0.145449
us_000472640,0.380150, 0.148859
us_000173364,0.380150, 0.149837
us_000512596,0.380150, 0.150510
us_000481822,0.380150, 0.151406
us_000550680,0.380150, 0.152189
us_000522378,0.380150, 0.153256
us_000482689,0.380150, 0.153288
us_000492915,0.380150, 0.153396
us_000525810,0.380150, 0.154141
us_000481177,0.380150, 0.154870
us_000521693,0.380150, 0.154907
us_000478091,0.380150, 0.155096
us_000496301,0.380150, 0.155115
us_000488300,0.380150, 0.155298
us_000520263,0.380150, 0.155597
us_000478762,0.380150, 0.155893
us_000516575,0.380150, 0.156053
us_000008984,0.380150, 0.156135
us_000286090,0.380150, 0.156281
us_000472014,0.380150, 0.156404
us_000521025,0.380150, 0.156905
us_000461075,0.380150, 0.157051
us_000551766,0.380150, 0.157414
us_000222363,0.380150, 0.157537
us_000586975,0.380150, 0.157544
us_000542588,0.380150, 0.157851
us_000468130,0.380150, 0.158107
us_000580098,0.380150, 0.158327
us_000504994,0.380150, 0.158423
us_000490805,0.380150, 0.158423
us_000483714,0.380150, 0.158446
us_000581125,0.380150, 0.158447
us_000484794,0.380150, 0.158693
us_000491025,0.380150, 0.158880
us_000477692,0.380150, 0.158945
us_000468151,0.380150, 0.159127
us_000466777,0.380150, 0.159169
us_000471128,0.380150, 0.159276
us_000485986,0.380150, 0.159487
us_000539010,0.380150, 0.159652
us_000537549,0.380150, 0.159694
us_000552136,0.380150, 0.159719
us_000470328,0.380150, 0.160043
us_000473778,0.380150, 0.160094
us_000370656,0.380150, 0.160179
us_000474137,0.380150, 0.160377
us_000522130,0.380150, 0.160442
us_000487178,0.380150, 0.160559
us_000527862,0.380150, 0.160787
us_000498450,0.380150, 0.161376
us_000465148,0.380150, 0.161396
us_000580167,0.380150, 0.161605
us_000542581,0.380150, 0.161902
us_000593060,0.380150, 0.161990
us_000471498,0.380150, 0.162227
us_000473528,0.380150, 0.162230
us_000474665,0.380150, 0.162397
us_000468188,0.380150, 0.162527
us_000505985,0.380150, 0.162569
us_000576893,0.380150, 0.162667
us_000542968,0.380150, 0.162757
us_000462898,0.380150, 0.162836
us_000501436,0.380150, 0.162868
us_000480752,0.380150, 0.163096
us_000473646,0.380150, 0.163124
us_000479744,0.380150, 0.163202
us_000482229,0.380150, 0.163261
us_000044264,0.380150, 0.163324
us_000060222,0.380150, 0.163451
us_000549169,0.380150, 0.163576
us_000545814,0.380150, 0.163822
us_000486264,0.380150, 0.163861
us_000512680,0.380150, 0.164095
us_000521352,0.380150, 0.164267
us_000501440,0.380150, 0.164327
us_000468367,0.380150, 0.164429
us_000587051,0.380150, 0.164526
us_000492911,0.380150, 0.164673
us_000474450,0.380150, 0.164686
us_000491089,0.380150, 0.164686
us_000023496,0.380150, 0.164686
us_000557214,0.380150, 0.164827
us_000483738,0.380150, 0.164956
us_000476995,0.380150, 0.164979
us_000486959,0.380150, 0.164994
us_000473391,0.380150, 0.164998
us_000471667,0.380150, 0.165194
us_000501916,0.380150, 0.165204
us_000580186,0.380150, 0.165304
us_000464048,0.380150, 0.165333
us_000579239,0.380150, 0.165544
us_000542361,0.380150, 0.165558
us_000474241,0.380150, 0.165748
us_000528488,0.380150, 0.166026
us_000522030,0.380150, 0.166135
us_000029378,0.380150, 0.166339
us_000599999,0.380150, 0.166438
us_000472967,0.380150, 0.166438
us_000473738,0.380150, 0.166438
us_000581695,0.380150, 0.166460
us_000487736,0.380150, 0.166534
us_000486074,0.380150, 0.166554
us_000539031,0.380150, 0.166835
us_000480343,0.380150, 0.166865
us_000463695,0.380150, 0.166952
us_000478365,0.380150, 0.167186
us_000486030,0.380150, 0.167220
us_000473730,0.380150, 0.167338
us_000505747,0.380150, 0.167391
us_000467039,0.380150, 0.167475
us_000455031,0.380150, 0.167541
us_000487193,0.380150, 0.167591
us_000487184,0.380150, 0.167591
us_000458853,0.380150, 0.167733
us_000495840,0.380150, 0.167752
us_000565483,0.380150, 0.167940
us_000550700,0.380150, 0.167974
us_000473055,0.380150, 0.167974
us_000360491,0.380150, 0.167974
us_000468391,0.380150, 0.168293
us_000464785,0.380150, 0.168306
us_000459172,0.380150, 0.168372
us_000487482,0.380150, 0.168397
us_000463660,0.380150, 0.168497
us_000485104,0.380150, 0.168497
us_000593072,0.380150, 0.168513
us_000478902,0.380150, 0.168596
us_000474016,0.380150, 0.168827
us_000474006,0.380150, 0.168827
us_000498786,0.380150, 0.168864
us_000484516,0.380150, 0.168995
us_000124238,0.380150, 0.169136
us_000487194,0.380150, 0.169186
us_000238715,0.380150, 0.169358
us_000478881,0.380150, 0.169358
us_000471722,0.380150, 0.169373
us_000299727,0.380150, 0.169377
us_000512517,0.380150, 0.169393
us_000487105,0.380150, 0.169447
us_000472693,0.380150, 0.169495
us_000557444,0.380150, 0.169557
us_000476334,0.380150, 0.169749
us_000021260,0.380150, 0.169760
us_000526539,0.380150, 0.169786
us_000070488,0.380150, 0.169881
us_000599065,0.380150, 0.170059
us_000526155,0.380150, 0.170169
us_000563164,0.380150, 0.170192
us_000528259,0.380150, 0.170279
us_000549504,0.380150, 0.170386
us_000598882,0.380150, 0.170418
us_000485209,0.380150, 0.170817
us_000489861,0.380150, 0.170831
us_000219626,0.380150, 0.170908
us_000582055,0.380150, 0.170927
us_000549338,0.380150, 0.170950
us_000549764,0.380150, 0.170950
us_000487764,0.380150, 0.170950
us_000466857,0.380150, 0.170950
us_000473338,0.380150, 0.170950
us_000507264,0.380150, 0.170950
us_000480353,0.380150, 0.170950
us_000466896,0.380150, 0.170950
us_000489806,0.380150, 0.170950
us_000473718,0.380150, 0.170950
us_000550479,0.380150, 0.170950
us_000478494,0.380150, 0.170950
us_000474423,0.380150, 0.170950
us_000115256,0.380150, 0.170950
us_000495755,0.380150, 0.170950
us_000490381,0.380150, 0.170950
us_000462900,0.380150, 0.170950
us_000473380,0.380150, 0.170950
us_000462911,0.380150, 0.170950
us_000472980,0.380150, 0.170950
us_000471646,0.380150, 0.170950
us_000487114,0.380150, 0.170950
us_000481980,0.380150, 0.170950
us_000493094,0.380150, 0.170950
us_000472973,0.380150, 0.170950
us_000477743,0.380150, 0.170950
us_000482950,0.380150, 0.170950
us_000467058,0.380150, 0.170950
us_000474443,0.380150, 0.170950
us_000463028,0.380150, 0.170950
us_000487142,0.380150, 0.170950
us_000490384,0.380150, 0.170950
us_000489831,0.380150, 0.170950
us_000463065,0.380150, 0.170950
us_000464293,0.380150, 0.170950
us_000468301,0.380150, 0.170950
us_000467872,0.380150, 0.170950
us_000466922,0.380150, 0.170950
us_000466832,0.380150, 0.170950
us_000467636,0.380150, 0.170950
us_000542742,0.380150, 0.171105
us_000517113,0.380150, 0.171144
us_000306639,0.380150, 0.171217
us_000526548,0.380150, 0.171255
us_000498765,0.380150, 0.171303
us_000461112,0.380150, 0.171365
us_000466797,0.380150, 0.171371
us_000511196,0.380150, 0.171533
us_000556779,0.380150, 0.171631
us_000479979,0.380150, 0.171687
us_000542778,0.380150, 0.171821
us_000557005,0.380150, 0.171838
us_000546041,0.380150, 0.171939
us_000485998,0.380150, 0.172309
us_000555689,0.380150, 0.172582
us_000486915,0.380150, 0.173108
us_000499413,0.380150, 0.173108
us_000489145,0.380150, 0.173108
us_000487717,0.380150, 0.173108
us_000491536,0.380150, 0.173108
us_000551555,0.380150, 0.173108
us_000333321,0.380150, 0.173108
us_000473548,0.380150, 0.173108
us_000491342,0.380150, 0.173108
us_000464840,0.380150, 0.173108
us_000464098,0.380150, 0.173108
us_000469632,0.380150, 0.173108
us_000458830,0.380150, 0.173108
us_000473106,0.380150, 0.173108
us_000467564,0.380150, 0.173108
us_000486888,0.380150, 0.173108
us_000549734,0.380150, 0.173108
us_000480718,0.380150, 0.173108
us_000495849,0.380150, 0.173108
us_000474332,0.380150, 0.173108
us_000464802,0.380150, 0.173108
us_000557000,0.380150, 0.173108
us_000474376,0.380150, 0.173108
us_000479931,0.380150, 0.173108
us_000491963,0.380150, 0.173108
us_000262403,0.380150, 0.173108
us_000503735,0.380150, 0.173108
us_000486708,0.380150, 0.173108
us_000474072,0.380150, 0.173108
us_000050613,0.380150, 0.173108
us_000552261,0.380150, 0.173108
us_000471732,0.380150, 0.173108
us_000467622,0.380150, 0.173108
us_000498901,0.380150, 0.173108
us_000557397,0.380150, 0.173108
us_000464230,0.380150, 0.173108
us_000474087,0.380150, 0.173108
us_000167007,0.380150, 0.173108
us_000543150,0.380150, 0.173108
us_000478981,0.380150, 0.173108
us_000465149,0.380150, 0.173108
us_000465154,0.380150, 0.173108
us_000485454,0.380150, 0.173108
us_000486227,0.380150, 0.173108
us_000500445,0.380150, 0.173108
us_000486119,0.380150, 0.173108
us_000503789,0.380150, 0.173108
us_000469810,0.380150, 0.173108
us_000379670,0.380150, 0.173108
us_000492280,0.380150, 0.173108
us_000500456,0.380150, 0.173108
us_000505111,0.380150, 0.173108
us_000480655,0.380150, 0.173108
us_000503781,0.380150, 0.173108
us_000498771,0.380150, 0.173108
us_000471690,0.380150, 0.173108
us_000490968,0.380150, 0.173108
us_000473108,0.380150, 0.173108
us_000485951,0.380150, 0.173108
us_000500029,0.380150, 0.173108
us_000549818,0.380150, 0.173108
us_000500548,0.380150, 0.173108
us_000492133,0.380150, 0.173108
us_000478831,0.380150, 0.173108
us_000481823,0.380150, 0.173108
us_000503853,0.380150, 0.173108
us_000464077,0.380150, 0.173108
us_000485480,0.380150, 0.173108
us_000471636,0.380150, 0.173108
us_000500033,0.380150, 0.173108
us_000497476,0.380150, 0.173108
us_000490961,0.380150, 0.173108
us_000489266,0.380150, 0.173108
us_000038800,0.380150, 0.173108
us_000511171,0.380150, 0.173339
us_000286896,0.380150, 0.173530
us_000555781,0.380150, 0.173542
us_000548827,0.380150, 0.173571
us_000555691,0.380150, 0.173693
us_000498890,0.380150, 0.173758
us_000552396,0.380150, 0.173797
us_000480035,0.380150, 0.173868
us_000530803,0.380150, 0.173934
us_000553614,0.380150, 0.173991
us_000552142,0.380150, 0.174014
us_000489016,0.380150, 0.174014
us_000486071,0.380150, 0.174234
us_000549852,0.380150, 0.174252
us_000549539,0.380150, 0.174392
us_000495670,0.380150, 0.174527
us_000558137,0.380150, 0.174557
us_000498789,0.380150, 0.174662
us_000489764,0.380150, 0.174668
us_000549533,0.380150, 0.174774
us_000485124,0.380150, 0.174853
us_000471602,0.380150, 0.175057
us_000538076,0.380150, 0.175074
us_000576793,0.380150, 0.175314
us_000490796,0.380150, 0.175491
us_000469416,0.380150, 0.175592
us_000559361,0.380150, 0.176137
us_000136230,0.380150, 0.176428
us_000468377,0.380150, 0.176549
us_000542076,0.380150, 0.176557
us_000472985,0.380150, 0.176665
us_000534052,0.380150, 0.176764
us_000526428,0.380150, 0.176803
us_000503478,0.380150, 0.176811
us_000500475,0.380150, 0.176889
us_000494211,0.380150, 0.177544
us_000483011,0.380150, 0.177618
us_000542046,0.380150, 0.177937
us_000490921,0.380150, 0.178002
us_000549645,0.380150, 0.178157
us_000487132,0.380150, 0.178186
us_000520314,0.380150, 0.178682
us_000115046,0.380150, 0.178798
us_000275440,0.380150, 0.179175
us_000491037,0.380150, 0.179551
us_000034213,0.380150, 0.179689
us_000490213,0.380150, 0.180097
us_000460992,0.380150, 0.180137
us_000090467,0.380150, 0.180159
us_000519449,0.380150, 0.180172
us_000556663,0.380150, 0.180195
us_000478501,0.380150, 0.180264
us_000019566,0.380150, 0.180354
us_000511180,0.380150, 0.180412
us_000501968,0.380150, 0.180818
us_000186084,0.380150, 0.180993
us_000590147,0.380150, 0.181137
us_000485392,0.380150, 0.181138
us_000472213,0.380150, 0.181420
us_000473366,0.380150, 0.181766
us_000465367,0.380150, 0.181900
us_000549739,0.380150, 0.181977
us_000500427,0.380150, 0.181989
us_000411226,0.380150, 0.182018
us_000512441,0.380150, 0.182606
us_000485087,0.380150, 0.182829
us_000548846,0.380150, 0.183266
us_000517192,0.380150, 0.183278
us_000549197,0.380150, 0.183324
us_000009235,0.380150, 0.183479
us_000571364,0.380150, 0.183814
us_000528380,0.380150, 0.184139
us_000527709,0.380150, 0.184332
us_000552367,0.380150, 0.184615
us_000501552,0.380150, 0.184707
us_000533179,0.380150, 0.184810
us_000537937,0.380150, 0.185186
us_000488346,0.380150, 0.185237
us_000487568,0.380150, 0.185365
us_000487762,0.380150, 0.186756
us_000575686,0.380150, 0.187281
us_000549205,0.380150, 0.187696
us_000484802,0.380150, 0.187802
us_000483830,0.380150, 0.188199
us_000486969,0.380150, 0.188452
us_000470315,0.380150, 0.189678
us_000265395,0.380150, 0.189748
us_000480717,0.380150, 0.190722
us_000483443,0.380150, 0.190761
us_000057350,0.380150, 0.191645
us_000553463,0.380150, 0.191746
us_000010027,0.380150, 0.191930
us_000495810,0.380150, 0.191993
us_000466008,0.380150, 0.192210
us_000581145,0.380150, 0.192995
us_000474410,0.380150, 0.193069
us_000468218,0.380150, 0.193309
us_000487739,0.380150, 0.193618
us_000464004,0.380150, 0.193664
us_000468364,0.380150, 0.194543
us_000549876,0.380150, 0.194584
us_000285518,0.380150, 0.195484
us_000495302,0.380150, 0.196927
us_000546028,0.380150, 0.196950
us_000485992,0.380150, 0.197608
us_000494985,0.380150, 0.197764
us_000459979,0.380150, 0.198126
us_000442938,0.380150, 0.199232
us_000504993,0.380150, 0.199617
us_000483876,0.380150, 0.199975
us_000473919,0.380150, 0.200814
us_000442711,0.380150, 0.201329
us_000307053,0.380150, 0.201373
us_000248788,0.380150, 0.203864
us_000502475,0.380150, 0.204286
us_000483248,0.380150, 0.206452
us_000550777,0.380150, 0.208199
us_000467624,0.380150, 0.208286
us_000511183,0.380150, 0.208770
us_000484883,0.380150, 0.208801
us_000500710,0.380150, 0.208918
us_000481301,0.380150, 0.209042
us_000467567,0.380150, 0.209560
us_000342969,0.380150, 0.211098
us_000501668,0.380150, 0.211152
us_000283510,0.380150, 0.212490
us_000527300,0.380150, 0.214360
us_000495311,0.380150, 0.218596
us_000495844,0.380150, 0.218694
us_000522049,0.380150, 0.220501
us_000248860,0.380150, 0.222072
us_000555646,0.380150, 0.222300
us_000553103,0.380150, 0.222823
us_000478067,0.380150, 0.222942
us_000538189,0.380150, 0.223686
us_000480054,0.380150, 0.224590
us_000334275,0.380150, 0.225217
us_000475237,0.380150, 0.225460
us_000543468,0.380150, 0.225728
us_000484915,0.380150, 0.225923
us_000559315,0.380150, 0.226120
us_000473523,0.380150, 0.228101
us_000477826,0.380150, 0.231035
us_000495357,0.380150, 0.231171
us_000461918,0.380150, 0.232315
us_000524941,0.380150, 0.233675
us_000477504,0.380150, 0.234744
us_000014131,0.380150, 0.235156
us_000470388,0.380150, 0.236212
us_000489022,0.380150, 0.236626
us_000571389,0.380150, 0.237208
us_000480645,0.380150, 0.238813
us_000496122,0.380150, 0.241280
us_000466759,0.380150, 0.242085
us_000461475,0.380150, 0.245405
us_000492083,0.380150, 0.246624
us_000533433,0.380150, 0.247500
us_000460848,0.380150, 0.249180
us_000385573,0.380150, 0.251376
us_000219496,0.380150, 0.251743
us_000106590,0.380150, 0.251890
us_000550642,0.380150, 0.252966
us_000470987,0.380150, 0.253218
us_000133025,0.380150, 0.255077
us_000455795,0.380150, 0.255144
us_000487440,0.380150, 0.256760
us_000464833,0.380150, 0.259194
us_000494218,0.380150, 0.259742
us_000015810,0.380150, 0.260949
us_000527381,0.380150, 0.265421
us_000580523,0.380150, 0.268431
us_000555370,0.380150, 0.270456
us_000500704,0.380150, 0.272200
us_000506191,0.380150, 0.273134
us_000550204,0.380150, 0.274152
us_000419685,0.380150, 0.276357
us_000501241,0.380150, 0.279966
us_000490386,0.380150, 0.283322
us_000515463,0.380150, 0.289946
us_000533030,0.380150, 0.290492
us_000522176,0.380150, 0.291209
us_000580475,0.380150, 0.293529
us_000137348,0.380150, 0.293683
us_000503747,0.380150, 0.294508
us_000464289,0.380150, 0.294986
us_000491347,0.380150, 0.299832
us_000542737,0.380150, 0.305838
us_000557140,0.380150, 0.315740
us_000542689,0.380150, 0.318536
us_000512611,0.380150, 0.320694
us_000393321,0.380150, 0.322669
us_000486299,0.380150, 0.323474
us_000498667,0.380150, 0.323910
us_000482471,0.380150, 0.325791
us_000526922,0.380150, 0.327453
us_000529100,0.380150, 0.328466
us_000473650,0.380150, 0.333681
us_000492152,0.380150, 0.334796
us_000474444,0.380150, 0.336458
us_000483345,0.380150, 0.338667
us_000522287,0.380150, 0.339720
us_000473040,0.380150, 0.341230
us_000488210,0.380150, 0.342973
us_000493180,0.380150, 0.355501
us_000214983,0.380150, 0.357451
us_000488461,0.380150, 0.358151
us_000516601,0.380150, 0.359398
us_000304214,0.380150, 0.359545
us_000542638,0.380150, 0.362637
us_000490988,0.380150, 0.367753
us_000580310,0.380150, 0.367956
us_000467182,0.380150, 0.368682
us_000485579,0.380150, 0.384626
us_000576500,0.380150, 0.386009
us_000484718,0.380150, 0.389381
us_000470206,0.380150, 0.392162
us_000461313,0.380150, 0.392957
us_000493174,0.380150, 0.399455
us_000490195,0.380150, 0.403066
us_000138317,0.380150, 0.431528
us_000526326,0.380150, 0.434922
us_000488325,0.380150, 0.441790
us_000098342,0.380150, 0.462438
us_000231914,0.380150, 0.465167
us_000498527,0.380150, 0.506319
us_000495371,0.380150, 0.563008
us_000537508,0.380150, 0.573523
us_000444374,0.380150, 0.596005
us_000582784,0.380150, 0.618668
us_000489280,0.380150, 0.622141
us_000528464,0.380150, 0.664923
us_000552376,0.380150, 0.677353
us_000479653,0.380150, 0.738706
us_000552656,0.380150, 0.744232
us_000478950,0.380150, 0.752594
us_000482261,0.380150, 0.910939
us_000502154,0.380150, 0.920570
us_000459095,0.380150, 0.971565
us_000520811,0.380150, 1.136980
us_000516047,0.380150, 1.166531
us_000512279,0.380150, 1.184098
us_000517038,0.380150, 1.193363
us_000481948,0.380150, 1.193508
us_000578969,0.380150, 1.245707
us_000511006,0.380150, 1.278463
us_000486784,0.380150, 1.400368
pr_000193511,0.376945, 0.000000
pr_000739631,0.376945, 0.000010
pr_000193202,0.376945, 0.000011
us_000546361,0.376945, 0.000013
us_000546350,0.376945, 0.000013
us_000552045,0.376945, 0.000019
us_000534528,0.376945, 0.000046
us_000586895,0.376945, 0.001866
pr_000629734,0.376945, 0.002698
us_000546345,0.376945, 0.005971
pr_000830372,0.368196, 0.000000
pr_000896600,0.368196, 0.000000
pr_000745617,0.368196, 0.000000
pr_000999569,0.368196, 0.000000
pr_000013509,0.368196, 0.000000
pr_000330552,0.368196, 0.000000
pr_000540652,0.368196, 0.000000
pr_000491415,0.368196, 0.000001
pr_001642804,0.368196, 0.000001
us_000565423,0.368196, 0.000002
us_000552792,0.368196, 0.000002
us_000547979,0.368196, 0.000002
pr_001105961,0.368196, 0.000003
pr_000170091,0.368196, 0.000003
us_000545450,0.368196, 0.000004
pr_001106187,0.368196, 0.000004
pr_000174871,0.368196, 0.000004
us_000086597,0.368196, 0.000006
pr_000856862,0.368196, 0.000008
pr_001018739,0.368196, 0.000017
pr_001078753,0.368196, 0.000017
pr_000738296,0.368196, 0.000017
pr_000213149,0.368196, 0.000019
pr_000978366,0.368196, 0.000023
pr_000494484,0.368196, 0.000023
pr_001131857,0.368196, 0.000024
us_000531419,0.368196, 0.000025
us_000535866,0.368196, 0.000025
us_000510486,0.368196, 0.000198
pr_000729022,0.368196, 0.000347
us_000512541,0.368196, 0.004195
us_000483200,0.368196, 0.145444
pr_001086183,0.368196, 0.167231
us_000487232,0.368196, 0.167991
us_000466796,0.368196, 0.175152
us_000552016,0.368196, 0.186396
us_000525585,0.368196, 0.190836
us_000489124,0.368196, 0.191805
us_000491808,0.368196, 0.198089
us_000542219,0.368196, 0.198649
us_000487258,0.368196, 0.217274
us_000487371,0.368196, 0.219268
us_000465580,0.368196, 0.223612
us_000491855,0.368196, 0.225160
us_000508088,0.368196, 0.231907
us_000475854,0.368196, 0.238128
us_000527837,0.368196, 0.238479
us_000107775,0.368196, 0.240045
us_000319861,0.368196, 0.241292
us_000517309,0.368196, 0.244327
us_000486498,0.368196, 0.250613
us_000492824,0.368196, 0.252130
us_000500696,0.368196, 0.254438
us_000541680,0.368196, 0.255450
us_000511172,0.368196, 0.259961
us_000550452,0.368196, 0.291119
us_000549056,0.368196, 0.293398
us_000542603,0.368196, 0.302181
us_000488743,0.368196, 0.304497
us_000581350,0.368196, 0.321354
us_000550097,0.368196, 0.323856
us_000486202,0.368196, 0.379389
us_000515633,0.368196, 0.386728
us_000475704,0.368196, 0.395366
us_000488458,0.368196, 0.402756
us_000069596,0.368196, 0.422183
us_000475219,0.368196, 0.516449
pr_000576670,0.344353, 0.000000
pr_000736948,0.344353, 0.000000
us_000472773,0.344353, 0.000005
pr_000581817,0.344353, 0.000020
pr_000564289,0.344353, 0.000020
us_000505963,0.344353, 0.000774
us_000498570,0.344353, 0.001451
us_000550708,0.344353, 0.002154
us_000565976,0.344353, 0.004416
us_000517292,0.344353, 0.006396
