Product ID : 7818 # of JPs covered : 1 : 445 : Municipal Finance-Admin, 
us_000615821,0.518028,0.588958
us_000588790,0.518028,0.588958
us_000596594,0.518028,0.588958
us_000596999,0.518028,0.588958
us_000586750,0.518028,0.588958
us_000482069,0.518028,0.588958
us_000596998,0.518028,0.588958
us_000472853,0.518028,0.588958
us_000482276,0.518028,0.588958
us_000586792,0.518028,0.588958
us_000491136,0.518028,0.588958
us_000597894,0.518028,0.588958
us_000555777,0.518028,0.588958
us_000491147,0.518028,0.588958
us_000597893,0.518028,0.588958
us_000597216,0.518028,0.588958
us_000587052,0.518028,0.588958
us_000486793,0.518028,0.588958
us_000439319,0.518028,0.588958
us_000458810,0.518028,0.588958
us_000485029,0.518028,0.588958
us_000555929,0.518028,0.589150
us_000492124,0.518028,0.589346
us_000488813,0.518028,0.592407
us_000012416,0.518028,0.593692
us_000493593,0.518028,0.595446
us_000556155,0.518028,0.596514
us_000509298,0.518028,0.601836
pr_001415794,0.460292,0.000000
pr_000906292,0.460292,0.000000
pr_001411756,0.460292,0.000000
pr_001168370,0.460292,0.000000
pr_000184184,0.460292,0.000000
pr_000637018,0.460292,0.000000
pr_000631119,0.460292,0.000000
pr_001086048,0.460292,0.000000
pr_000182751,0.460292,0.000000
pr_000104312,0.460292,0.000000
us_000539039,0.460292,0.000000
pr_000104828,0.460292,0.000000
pr_000813477,0.460292,0.000000
pr_000590800,0.460292,0.000001
pr_001847483,0.460292,0.000002
pr_001765989,0.460292,0.000002
pr_000361534,0.460292,0.000002
pr_001954277,0.460292,0.000002
pr_000706557,0.460292,0.000002
pr_001712446,0.460292,0.000002
pr_000204742,0.460292,0.000002
pr_000593496,0.460292,0.000002
pr_001919982,0.460292,0.000002
pr_001713711,0.460292,0.000002
pr_001715244,0.460292,0.000002
pr_000715359,0.460292,0.000002
pr_002146338,0.460292,0.000002
pr_000976588,0.460292,0.000002
pr_001669894,0.460292,0.000002
pr_002060816,0.460292,0.000002
pr_001767842,0.460292,0.000002
pr_000603673,0.460292,0.000002
pr_001710751,0.460292,0.000002
pr_000657273,0.460292,0.000002
pr_002060815,0.460292,0.000002
pr_001737265,0.460292,0.000002
pr_001898625,0.460292,0.000002
pr_001021960,0.460292,0.000003
us_000525575,0.460292,0.000004
us_000586675,0.460292,0.000015
us_000546255,0.460292,0.000015
pr_000158703,0.460292,0.000021
pr_000859905,0.460292,0.000031
us_000517514,0.460292,0.000041
pr_000578157,0.460292,0.000045
pr_000741854,0.460292,0.000063
pr_000865015,0.460292,0.000063
us_000556605,0.460292,0.000070
pr_000783093,0.460292,0.000077
us_000532364,0.460292,0.000083
pr_000625190,0.460292,0.000131
pr_000589969,0.460292,0.000181
pr_000842856,0.460292,0.000199
pr_001642115,0.460292,0.000204
pr_000858648,0.460292,0.000298
pr_000998741,0.460292,0.000329
pr_000290582,0.460292,0.000330
us_000558590,0.460292,0.000333
pr_000937257,0.460292,0.000345
us_000557840,0.460292,0.000354
us_000559359,0.460292,0.000617
us_000544624,0.460292,0.000691
us_000467616,0.460292,0.000748
us_000495140,0.460292,0.000822
us_000591547,0.460292,0.001108
us_000599292,0.460292,0.001881
us_000581623,0.460292,0.002094
pr_000025654,0.460292,0.002621
us_000472733,0.460292,0.002723
us_000499464,0.460292,0.003443
us_000596488,0.460292,0.003576
us_000467475,0.460292,0.004354
us_000598696,0.460292,0.004444
pr_000636871,0.460292,0.004457
us_000589584,0.460292,0.004557
us_000543304,0.460292,0.004676
us_000607647,0.460292,0.004857
us_000602827,0.460292,0.005081
us_000472692,0.460292,0.005615
us_000577152,0.460292,0.006871
us_000578785,0.460292,0.007286
pr_001721604,0.460292,0.007320
us_000537313,0.460292,0.007589
pr_001851822,0.460292,0.007685
us_000557948,0.460292,0.009644
pr_000001513,0.460292,0.011378
us_000585732,0.460292,0.011923
us_000586249,0.460292,0.011923
us_000575514,0.460292,0.011991
us_000494187,0.460292,0.012896
us_000558160,0.460292,0.012980
us_000564254,0.460292,0.014827
us_000564280,0.460292,0.016964
us_000574500,0.460292,0.021223
us_000559773,0.460292,0.024200
us_000589383,0.460292,0.029581
us_000522097,0.460292,0.029943
us_000545999,0.460292,0.033610
us_000541216,0.460292,0.036068
us_000493692,0.460292,0.036167
us_000600954,0.460292,0.039235
us_000531808,0.460292,0.041445
us_000502559,0.460292,0.041457
us_000589582,0.460292,0.043995
us_000569273,0.460292,0.049808
us_000563376,0.460292,0.050587
us_000542842,0.460292,0.051476
us_000471268,0.460292,0.055643
us_000534970,0.460292,0.058020
us_000615594,0.460292,0.063148
us_000542214,0.460292,0.067265
us_000537460,0.460292,0.083594
us_000541095,0.460292,0.110605
us_000493359,0.460292,0.116097
us_000597115,0.460292,0.283326
us_000529014,0.460292,0.294550
us_000509349,0.460292,0.334513
us_000468608,0.460292,0.629853
us_000494302,0.460292,0.812151
us_000582887,0.447844,0.000038
us_000570793,0.447844,0.000038
us_000550992,0.447844,0.000071
us_000574885,0.447844,0.000157
us_000613524,0.447844,0.016748
us_000535298,0.447844,0.221266
us_000530388,0.447844,0.298093
us_000568914,0.447844,0.317171
us_000525750,0.447844,0.319179
us_000478682,0.447844,0.325206
us_000511861,0.447844,0.338135
us_000609249,0.447844,0.341750
us_000574216,0.447844,0.349099
us_000528844,0.447844,0.353368
us_000503947,0.447844,0.356215
us_000478740,0.447844,0.359097
us_000607707,0.447844,0.359349
us_000505435,0.447844,0.359349
us_000613552,0.447844,0.359349
us_000470332,0.447844,0.363531
us_000538205,0.447844,0.365858
us_000500117,0.447844,0.375671
us_000510972,0.447844,0.393715
us_000508064,0.447844,0.393715
us_000510865,0.447844,0.399357
us_000557071,0.447844,0.402101
us_000560897,0.447844,0.402101
us_000560900,0.447844,0.402101
us_000529018,0.447844,0.402101
us_000569537,0.447844,0.402101
us_000518347,0.447844,0.402101
us_000506521,0.447844,0.410653
us_000612402,0.447844,0.410653
us_000509039,0.447844,0.410653
us_000508972,0.447844,0.410653
us_000529533,0.447844,0.410653
us_000560571,0.447844,0.410653
us_000612491,0.447844,0.410653
us_000565847,0.447844,0.410653
us_000612503,0.447844,0.410653
us_000506447,0.447844,0.410653
us_000508842,0.447844,0.410653
us_000559635,0.447844,0.410653
us_000512079,0.447844,0.410653
us_000508643,0.447844,0.419369
us_000565520,0.447844,0.419369
us_000547381,0.447844,0.419369
us_000537907,0.447844,0.419369
us_000508170,0.447844,0.419369
us_000519699,0.447844,0.419369
us_000498209,0.447844,0.419369
us_000565313,0.447844,0.419369
us_000607504,0.447844,0.419369
us_000551000,0.447844,0.419369
us_000551154,0.447844,0.419369
us_000531189,0.447844,0.419369
us_000568407,0.447844,0.419369
us_000497808,0.447844,0.419369
us_000531158,0.447844,0.419369
us_000563911,0.447844,0.419369
us_000550923,0.447844,0.419369
us_000530617,0.447844,0.419369
us_000549149,0.447844,0.419502
us_000517302,0.447844,0.419649
us_000499772,0.447844,0.420156
us_000610160,0.447844,0.420378
us_000547915,0.447844,0.420851
us_000549323,0.447844,0.424189
us_000567501,0.447844,0.424636
us_000531251,0.447844,0.427042
us_000545694,0.447844,0.427125
us_000566117,0.447844,0.428251
us_000507173,0.447844,0.428251
us_000509433,0.447844,0.428251
us_000509699,0.447844,0.428251
us_000529490,0.447844,0.428251
us_000519220,0.447844,0.428251
us_000498384,0.447844,0.428251
us_000565693,0.447844,0.428251
us_000569806,0.447844,0.428251
us_000570059,0.447844,0.428251
us_000550860,0.447844,0.428251
us_000566198,0.447844,0.428251
us_000567522,0.447844,0.428251
us_000602874,0.447844,0.428251
us_000566907,0.447844,0.428251
us_000529677,0.447844,0.428251
us_000569804,0.447844,0.428251
us_000561398,0.447844,0.428251
us_000610385,0.447844,0.428251
us_000569987,0.447844,0.428251
us_000543964,0.447844,0.428251
us_000506985,0.447844,0.428251
us_000497251,0.447844,0.428251
us_000530120,0.447844,0.428251
us_000552612,0.447844,0.428251
us_000613553,0.447844,0.428251
us_000565673,0.447844,0.428251
us_000527930,0.447844,0.428251
us_000613650,0.447844,0.428251
us_000570067,0.447844,0.428251
us_000506364,0.447844,0.428251
us_000613549,0.447844,0.428251
us_000556533,0.447844,0.428251
us_000509949,0.447844,0.428251
us_000560950,0.447844,0.428251
us_000507667,0.447844,0.428251
us_000569809,0.447844,0.428251
us_000613548,0.447844,0.428251
us_000607169,0.447844,0.428251
us_000527149,0.447844,0.428251
us_000528860,0.447844,0.428251
us_000556604,0.447844,0.428251
us_000529731,0.447844,0.428251
us_000567427,0.447844,0.428251
us_000569808,0.447844,0.428251
us_000507696,0.447844,0.428251
us_000553748,0.447844,0.428251
us_000613551,0.447844,0.428251
us_000566221,0.447844,0.428251
us_000509701,0.447844,0.428251
us_000567512,0.447844,0.428251
us_000518876,0.447844,0.428251
us_000527123,0.447844,0.428251
us_000529837,0.447844,0.428251
us_000602084,0.447844,0.428251
us_000491489,0.447844,0.428509
us_000610032,0.447844,0.429133
us_000598934,0.447844,0.430205
us_000600341,0.447844,0.431160
us_000519190,0.447844,0.431741
us_000601705,0.447844,0.432296
us_000514918,0.447844,0.434286
us_000558649,0.447844,0.439879
us_000514846,0.447844,0.459794
us_000503603,0.447844,0.478237
us_000506980,0.447844,0.563060
pr_001407284,0.341367,0.000000
pr_000105820,0.341367,0.000000
pr_000266999,0.341367,0.000000
pr_001604949,0.341367,0.000000
pr_002069070,0.341367,0.000000
pr_000604844,0.341367,0.000000
pr_000839293,0.341367,0.000000
pr_001834045,0.341367,0.000000
pr_000268920,0.341367,0.000000
pr_000878629,0.341367,0.000000
pr_000678081,0.341367,0.000000
pr_001830122,0.341367,0.000000
pr_001603440,0.341367,0.000000
pr_001673914,0.341367,0.000000
pr_001710082,0.341367,0.000000
pr_000771033,0.341367,0.000000
pr_001738489,0.341367,0.000000
pr_001768485,0.341367,0.000000
pr_001069038,0.341367,0.000000
pr_001414212,0.341367,0.000000
pr_001112825,0.341367,0.000000
us_000489086,0.341367,0.000000
pr_000099584,0.341367,0.000000
us_000468757,0.341367,0.000000
us_000547110,0.341367,0.000005
us_000512531,0.341367,0.000005
us_000487212,0.341367,0.000007
us_000551859,0.341367,0.000007
us_000481471,0.341367,0.000024
us_000479647,0.341367,0.000032
us_000505059,0.341367,0.000048
us_000478437,0.341367,0.000048
us_000461948,0.341367,0.000126
us_000574380,0.341367,0.000200
pr_000729564,0.341367,0.000514
us_000471259,0.341367,0.000810
us_000617113,0.341367,0.000922
us_000561019,0.341367,0.001075
us_000606637,0.341367,0.001094
us_000575365,0.341367,0.001327
us_000554271,0.341367,0.001637
us_000503472,0.341367,0.003611
pr_000982123,0.341367,0.003963
us_000458854,0.341367,0.004705
us_000543424,0.341367,0.040691
us_000543089,0.341367,0.072640
us_000467866,0.341367,0.423869
us_000551308,0.330038,0.000007
us_000529370,0.330038,0.000007
us_000511285,0.330038,0.000007
us_000531032,0.330038,0.000576
us_000529454,0.330038,0.006645
us_000526321,0.330038,0.199673
us_000534880,0.330038,0.200249
us_000534257,0.330038,0.205264
us_000550536,0.330038,0.208324
us_000549128,0.330038,0.212596
us_000536858,0.330038,0.230278
us_000524624,0.330038,0.230278
us_000534795,0.330038,0.230278
us_000549868,0.330038,0.233544
us_000549444,0.330038,0.233544
us_000549460,0.330038,0.233544
us_000483916,0.330038,0.233544
us_000505786,0.330038,0.233544
us_000505499,0.330038,0.233544
us_000503765,0.330038,0.233544
us_000540764,0.330038,0.233544
us_000503753,0.330038,0.233544
us_000534389,0.330038,0.233544
us_000537114,0.330038,0.233544
us_000540991,0.330038,0.233544
us_000535766,0.330038,0.233544
us_000504573,0.330038,0.233544
us_000536536,0.330038,0.233544
us_000540992,0.330038,0.233544
us_000551585,0.330038,0.233544
us_000467425,0.330038,0.233544
us_000540993,0.330038,0.233544
us_000540989,0.330038,0.233544
us_000530282,0.330038,0.234618
us_000462373,0.330038,0.235055
us_000524798,0.330038,0.237254
us_000556626,0.330038,0.260132
us_000525282,0.330038,0.261033
us_000534890,0.330038,0.261033
us_000534891,0.330038,0.261033
us_000541312,0.330038,0.270374
us_000535320,0.330038,0.270374
us_000535368,0.330038,0.270374
us_000524614,0.330038,0.270374
us_000609453,0.330038,0.270374
us_000534745,0.330038,0.271397
us_000534126,0.330038,0.275293
us_000503761,0.330038,0.275293
us_000505916,0.330038,0.275293
us_000525751,0.330038,0.275293
us_000503100,0.330038,0.275293
us_000534855,0.330038,0.275293
us_000503778,0.330038,0.275293
us_000525914,0.330038,0.275293
us_000534124,0.330038,0.275293
us_000607996,0.330038,0.275293
us_000540766,0.330038,0.275293
us_000503190,0.330038,0.275293
us_000503114,0.330038,0.276155
us_000525062,0.330038,0.276435
us_000462490,0.330038,0.276457
us_000606373,0.330038,0.276544
pr_000589009,0.330038,0.325936
us_000514802,0.320842,0.000000
us_000542049,0.320842,0.000000
us_000541845,0.320842,0.000000
us_000525693,0.320842,0.000000
us_000483659,0.320842,0.000000
us_000493694,0.320842,0.000000
us_000541433,0.320842,0.000000
us_000483545,0.320842,0.000000
us_000535609,0.320842,0.000000
us_000506683,0.320842,0.000000
us_000551815,0.320842,0.000000
us_000492998,0.320842,0.000000
us_000481911,0.320842,0.000000
us_000510545,0.320842,0.000000
us_000574076,0.320842,0.000000
us_000553547,0.320842,0.000000
pr_001396800,0.320842,0.000003
pr_000725445,0.320842,0.000008
us_000473022,0.320842,0.000009
us_000590483,0.320842,0.000048
us_000582811,0.320842,0.000061
us_000542990,0.320842,0.000073
us_000502650,0.320842,0.000250
us_000600886,0.320842,0.001677
us_000577749,0.320842,0.002133
us_000584187,0.320842,0.005627
us_000542501,0.320842,0.008173
us_000505162,0.320842,0.014181
us_000477094,0.320842,0.771023
us_000481259,0.320842,0.796368
us_000299926,0.320842,0.818896
us_000502485,0.320842,0.921254
us_000537832,0.320842,0.924657
us_000499351,0.320842,0.931237
us_000487391,0.320842,0.940054
us_000513419,0.320842,0.944534
us_000502777,0.320842,1.003218
us_000477653,0.320842,1.003218
us_000524672,0.320842,1.003994
us_000477278,0.320842,1.006273
us_000482312,0.320842,1.006549
us_000522982,0.320842,1.059470
us_000502292,0.320842,1.064302
us_000523052,0.320842,1.066989
us_000521848,0.320842,1.084054
us_000482985,0.320842,1.086262
us_000518938,0.320842,1.087851
us_000475611,0.320842,1.120145
us_000515142,0.320842,1.127109
us_000470826,0.320842,1.135105
us_000498586,0.320842,1.152776
us_000474296,0.320842,1.159235
us_000498405,0.320842,1.160077
us_000529404,0.320842,1.162891
us_000497296,0.320842,1.163323
us_000517218,0.320842,1.166402
us_000530939,0.320842,1.168048
us_000526110,0.320842,1.169190
us_000526112,0.320842,1.169190
us_000526111,0.320842,1.169190
us_000472151,0.320842,1.188125
us_000524166,0.320842,1.189114
us_000502151,0.320842,1.189471
us_000523709,0.320842,1.189926
us_000518701,0.320842,1.192370
us_000547367,0.320842,1.192880
us_000522984,0.320842,1.193581
us_000524846,0.320842,1.193581
us_000522983,0.320842,1.193581
us_000503417,0.320842,1.193581
us_000503202,0.320842,1.193581
us_000503400,0.320842,1.193581
us_000521573,0.320842,1.193581
us_000502865,0.320842,1.193581
us_000522884,0.320842,1.193581
us_000522961,0.320842,1.193581
us_000525183,0.320842,1.196858
us_000497844,0.320842,1.202808
us_000522463,0.320842,1.203800
us_000494511,0.320842,1.206880
us_000523169,0.320842,1.207013
us_000470724,0.320842,1.362757
us_000503404,0.320842,1.427511
us_000496242,0.320842,1.458304
us_000496926,0.320842,1.496534
us_000544523,0.294674,0.000000
us_000507560,0.294674,0.000000
us_000513305,0.294674,0.002433
us_000609065,0.294674,0.003363
pr_001160793,0.294674,0.009948
us_000593935,0.294674,0.021101
us_000609456,0.294674,0.026045
us_000503402,0.294674,0.035793
us_000478072,0.294674,0.885179
us_000499428,0.294674,0.928857
us_000479766,0.294674,0.960774
us_000489697,0.294674,1.147675
us_000491615,0.294674,1.158216
us_000526114,0.294674,1.193598
us_000525339,0.294674,1.221673
us_000091278,0.294674,1.241207
us_000516274,0.294674,1.305306
us_000505848,0.242778,0.000000
us_000571931,0.242778,0.000040
us_000513311,0.242778,0.000345
us_000519759,0.242778,0.204686
us_000531099,0.242778,0.210844
us_000525138,0.242778,0.236403
us_000527220,0.242778,0.246606
us_000524978,0.242778,0.252765
us_000508156,0.242778,0.253229
us_000507986,0.242778,0.274856
us_000506807,0.242778,0.274856
us_000569300,0.242778,0.274856
us_000518818,0.242778,0.282274
us_000560753,0.242778,0.282274
us_000518584,0.242778,0.282274
us_000518549,0.242778,0.282274
us_000550619,0.242778,0.283782
us_000524766,0.242778,0.289781
us_000528511,0.242778,0.289858
us_000508747,0.242778,0.289858
us_000529095,0.242778,0.289858
us_000508829,0.242778,0.289858
us_000511856,0.242778,0.289858
us_000506685,0.242778,0.289858
us_000508839,0.242778,0.289858
us_000553219,0.242778,0.294197
us_000508290,0.242778,0.297606
us_000498033,0.242778,0.297606
us_000551458,0.242778,0.297606
us_000531120,0.242778,0.297606
us_000527958,0.242778,0.297606
us_000506384,0.242778,0.297606
us_000508211,0.242778,0.297606
us_000529407,0.242778,0.297606
us_000531064,0.242778,0.297606
us_000531650,0.242778,0.297606
us_000531121,0.242778,0.297606
us_000519703,0.242778,0.297606
us_000531127,0.242778,0.297606
us_000530975,0.242778,0.297606
us_000529400,0.242778,0.297606
us_000531170,0.242778,0.297606
us_000511125,0.242778,0.297606
us_000529408,0.242778,0.297606
us_000531114,0.242778,0.297606
us_000531574,0.242778,0.297606
us_000530976,0.242778,0.297606
us_000563956,0.242778,0.297606
us_000531137,0.242778,0.297606
us_000530969,0.242778,0.297606
us_000530973,0.242778,0.297606
us_000498255,0.242778,0.297606
us_000531124,0.242778,0.297606
us_000559319,0.242778,0.297606
us_000508593,0.242778,0.297606
us_000559419,0.242778,0.297606
us_000530967,0.242778,0.297606
us_000530970,0.242778,0.297606
us_000497864,0.242778,0.297606
us_000531122,0.242778,0.297606
us_000550963,0.242778,0.297606
us_000519722,0.242778,0.297606
us_000530968,0.242778,0.297606
us_000519463,0.242778,0.297606
us_000530972,0.242778,0.297606
us_000529594,0.242778,0.297606
us_000531123,0.242778,0.297606
us_000551029,0.242778,0.297606
us_000518852,0.242778,0.297606
us_000501490,0.242778,0.299702
us_000497543,0.242778,0.301159
us_000551265,0.242778,0.301551
us_000508347,0.242778,0.303502
us_000550885,0.242778,0.305520
us_000529410,0.242778,0.305520
us_000519106,0.242778,0.305520
us_000529411,0.242778,0.305520
us_000507203,0.242778,0.305520
us_000497286,0.242778,0.305520
us_000520018,0.242778,0.305520
us_000565615,0.242778,0.305520
us_000506374,0.242778,0.305520
us_000527846,0.242778,0.305520
us_000497097,0.242778,0.305520
us_000529442,0.242778,0.305520
us_000528693,0.242778,0.305520
us_000496836,0.242778,0.305520
us_000528828,0.242778,0.305520
us_000529471,0.242778,0.305520
us_000552583,0.242778,0.305520
us_000509141,0.242778,0.305520
us_000529415,0.242778,0.305520
us_000551702,0.242778,0.305520
us_000527124,0.242778,0.305520
us_000520012,0.242778,0.305520
us_000531039,0.242778,0.305520
us_000568949,0.242778,0.305520
us_000498274,0.242778,0.305520
us_000529728,0.242778,0.305520
us_000529405,0.242778,0.305520
us_000529457,0.242778,0.305520
us_000567568,0.242778,0.306077
us_000550824,0.242778,0.307835
us_000562923,0.242778,0.307841
us_000519702,0.242778,0.308564
us_000529995,0.242778,0.312130
us_000488763,0.242778,0.318887
us_000529406,0.242778,0.319444
us_000527321,0.242778,0.321365
us_000497109,0.242778,0.321497
us_000613959,0.242778,0.321844
us_000519452,0.242778,0.322848
us_000528764,0.242778,0.323744
us_000527727,0.242778,0.326290
us_000508438,0.242778,0.336546
us_000496017,0.242778,0.338087
us_000563767,0.242778,0.347569
us_000557077,0.242778,0.347569
us_000536095,0.242778,0.348097
us_000543028,0.242778,0.372118
us_000583562,0.242778,0.400322
us_000580241,0.214501,0.000000
us_000459935,0.214501,0.000000
us_000069750,0.214501,0.000000
us_000461865,0.214501,0.000000
us_000559086,0.214501,0.000000
us_000468182,0.214501,0.000000
us_000471967,0.214501,0.000000
us_000481663,0.214501,0.000000
us_000605380,0.214501,0.000000
us_000472096,0.214501,0.000000
pr_000651169,0.214501,0.000000
us_000519721,0.214501,0.000001
us_000531176,0.214501,0.000001
us_000531126,0.214501,0.000001
us_000531125,0.214501,0.000001
us_000513159,0.214501,0.000020
us_000509682,0.214501,0.000102
us_000554773,0.214501,0.000133
us_000519615,0.214501,0.001328
us_000488462,0.214501,0.001576
us_000490798,0.214501,0.003736
us_000485011,0.214501,0.005610
us_000582818,0.214501,0.005711
us_000583205,0.214501,0.005711
us_000591492,0.214501,0.005711
us_000615574,0.214501,0.007046
us_000482017,0.214501,0.012281
us_000501888,0.214501,0.022766
us_000584805,0.214501,0.047180
us_000599421,0.214501,0.074897
pr_002027453,0.194867,0.000000
pr_001789345,0.194867,0.000000
pr_001792214,0.194867,0.000000
pr_001801516,0.194867,0.000000
pr_001807085,0.194867,0.000000
pr_002014622,0.194867,0.000000
pr_001776950,0.194867,0.000000
pr_002045508,0.194867,0.000000
pr_000748519,0.194867,0.000000
pr_001808080,0.194867,0.000000
pr_001792243,0.194867,0.000000
pr_001780997,0.194867,0.000000
pr_001887909,0.194867,0.000000
pr_001894852,0.194867,0.000000
pr_001785022,0.194867,0.000000
pr_001790182,0.194867,0.000000
pr_001940739,0.194867,0.000000
pr_001806660,0.194867,0.000000
pr_001887259,0.194867,0.000000
pr_002001468,0.194867,0.000000
pr_001779428,0.194867,0.000000
pr_002045860,0.194867,0.000000
pr_001888076,0.194867,0.000000
pr_001782096,0.194867,0.000000
pr_002041730,0.194867,0.000000
pr_002046720,0.194867,0.000000
pr_002044527,0.194867,0.000000
pr_001801550,0.194867,0.000000
pr_001787742,0.194867,0.000000
pr_001790475,0.194867,0.000000
pr_001775957,0.194867,0.000000
pr_001803592,0.194867,0.000000
pr_001807756,0.194867,0.000000
pr_001789882,0.194867,0.000000
pr_001782314,0.194867,0.000000
pr_001784218,0.194867,0.000000
pr_001887074,0.194867,0.000000
pr_001883045,0.194867,0.000000
pr_001855520,0.194867,0.000000
pr_001800718,0.194867,0.000000
pr_002036846,0.194867,0.000000
pr_001942498,0.194867,0.000000
pr_001886976,0.194867,0.000000
pr_001853070,0.194867,0.000000
pr_001778701,0.194867,0.000000
pr_001888505,0.194867,0.000000
pr_001723260,0.194867,0.000000
pr_001854092,0.194867,0.000000
pr_001939377,0.194867,0.000000
pr_001939951,0.194867,0.000000
pr_001775158,0.194867,0.000000
pr_001801960,0.194867,0.000000
pr_001893310,0.194867,0.000000
pr_002038214,0.194867,0.000000
pr_001851210,0.194867,0.000000
pr_001888259,0.194867,0.000000
pr_001939003,0.194867,0.000000
pr_002015461,0.194867,0.000000
pr_002039158,0.194867,0.000000
pr_001778244,0.194867,0.000000
pr_001888383,0.194867,0.000000
pr_001788807,0.194867,0.000000
pr_002046045,0.194867,0.000000
pr_001809086,0.194867,0.000000
pr_001804044,0.194867,0.000000
pr_001893720,0.194867,0.000000
pr_001864165,0.194867,0.000000
pr_001789866,0.194867,0.000000
pr_001778570,0.194867,0.000000
pr_002046060,0.194867,0.000000
pr_001808991,0.194867,0.000000
pr_001778720,0.194867,0.000000
pr_000742101,0.194867,0.000000
pr_002056314,0.194867,0.000000
pr_001870854,0.194867,0.000000
pr_002192204,0.194867,0.000000
pr_000426131,0.194867,0.000000
pr_000418004,0.194867,0.000000
pr_000995430,0.194867,0.000000
pr_001950046,0.194867,0.000000
pr_000321042,0.194867,0.000000
pr_001417964,0.194867,0.000000
pr_001075554,0.194867,0.000000
pr_002155532,0.194867,0.000000
pr_000889566,0.194867,0.000000
pr_000980070,0.194867,0.000000
pr_002067179,0.194867,0.000000
pr_000227784,0.194867,0.000000
pr_001095196,0.194867,0.000000
pr_002195202,0.194867,0.000000
pr_001096969,0.194867,0.000000
pr_000833285,0.194867,0.000000
pr_002079977,0.194867,0.000000
pr_001935962,0.194867,0.000000
pr_002159957,0.194867,0.000000
pr_001015676,0.194867,0.000000
pr_002159674,0.194867,0.000000
pr_000100881,0.194867,0.000000
pr_001907687,0.194867,0.000000
pr_001602856,0.194867,0.000000
pr_001691496,0.194867,0.000000
pr_001955073,0.194867,0.000000
pr_000802855,0.194867,0.000000
pr_000741488,0.194867,0.000000
pr_000426594,0.194867,0.000000
pr_000013887,0.194867,0.000000
pr_000024315,0.194867,0.000000
pr_000312107,0.194867,0.000000
pr_001983418,0.194867,0.000000
pr_000107153,0.194867,0.000000
pr_001739022,0.194867,0.000000
pr_000416456,0.194867,0.000000
pr_001093925,0.194867,0.000000
pr_001025461,0.194867,0.000000
pr_000084796,0.194867,0.000000
pr_000787486,0.194867,0.000000
pr_001981636,0.194867,0.000000
pr_001669504,0.194867,0.000000
pr_001898355,0.194867,0.000000
pr_001906052,0.194867,0.000000
pr_001911149,0.194867,0.000000
pr_002159986,0.194867,0.000000
pr_001899472,0.194867,0.000000
pr_000783849,0.194867,0.000000
pr_000311069,0.194867,0.000000
pr_000019526,0.194867,0.000000
pr_001902389,0.194867,0.000000
pr_000419929,0.194867,0.000000
pr_002082631,0.194867,0.000000
pr_001667457,0.194867,0.000000
pr_001719205,0.194867,0.000000
pr_001764356,0.194867,0.000000
pr_002169387,0.194867,0.000000
pr_001949354,0.194867,0.000000
pr_000940023,0.194867,0.000000
pr_002160037,0.194867,0.000000
pr_000740839,0.194867,0.000000
pr_000997378,0.194867,0.000000
pr_001967259,0.194867,0.000000
pr_000217600,0.194867,0.000000
pr_002072168,0.194867,0.000000
pr_002161109,0.194867,0.000000
pr_000624374,0.194867,0.000000
pr_001927824,0.194867,0.000000
pr_000962802,0.194867,0.000000
pr_001735013,0.194867,0.000000
us_000520972,0.194867,0.000000
us_000493215,0.194867,0.000001
us_000481566,0.194867,0.000001
pr_000740472,0.194867,0.000001
pr_000400779,0.194867,0.000001
pr_001781451,0.194867,0.000002
pr_001782739,0.194867,0.000002
pr_001014403,0.194867,0.000006
pr_000012178,0.194867,0.000006
pr_000082908,0.194867,0.000011
pr_000567537,0.194867,0.000015
pr_000964904,0.194867,0.000033
us_000608112,0.194867,0.000170
us_000606342,0.194867,0.000194
us_000600360,0.194867,0.000351
us_000571677,0.194867,0.000408
us_000466616,0.194867,0.012021
us_000518119,0.194867,2.640129
us_000533917,0.194867,2.854441
us_000260693,0.194867,3.157577
us_000574580,0.194867,3.366055
us_000534001,0.194867,3.397267
us_000567566,0.194867,3.476426
us_000524059,0.194867,3.486218
us_000518065,0.194867,3.494004
us_000524097,0.194867,3.501140
us_000504096,0.194867,3.572701
us_000496476,0.194867,3.581113
us_000534125,0.194867,3.585050
us_000546909,0.194867,3.615952
us_000462223,0.194867,3.623647
us_000534042,0.194867,3.653504
us_000462225,0.194867,3.668966
us_000141464,0.194867,3.672641
us_000593911,0.194867,3.775726
us_000506964,0.194867,3.966600
us_000574935,0.194867,4.106942
pr_000973253,0.180585,0.000000
pr_001922253,0.180585,0.000000
pr_002127902,0.180585,0.000000
pr_001674865,0.180585,0.000000
pr_001737257,0.180585,0.000000
pr_001751011,0.180585,0.000000
pr_000562728,0.180585,0.000000
pr_000610612,0.180585,0.000000
pr_000993432,0.180585,0.000002
pr_000022536,0.180585,0.000003
pr_001601780,0.180585,0.000040
pr_000227216,0.180585,0.000107
pr_000249415,0.180585,0.000147
us_000125268,0.180585,0.003493
us_000508969,0.180585,0.828452
us_000305409,0.172576,0.000000
us_000522179,0.172576,0.000000
us_000478414,0.172576,0.000000
us_000519974,0.172576,0.000000
us_000519134,0.172576,0.000000
us_000540444,0.172576,0.000000
us_000567582,0.172576,0.000000
us_000523258,0.172576,0.000001
us_000564050,0.172576,0.000008
us_000530426,0.172576,0.000011
us_000586402,0.172576,0.000012
